VARIABLE,VARIABLE_NAME,SERIES_ID,MEASURE,UNIT,FREQUENCY,MEASUREMENT_TYPE,SOURCE,GEO_NAME,COUNTERPARTY_GEO_NAME
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.TO1.A.5J.A.ES.N.HK.N","Spain - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Hong Kong, Non-banks, total (Break in stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Spain,Hong Kong
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.G.TO3.A.5J.A.5A.K.HN.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Honduras, Unallocated non-financial sectors (Break in stocks, Loans and deposits in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Honduras
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.G.TO1.A.5J.A.CH.N.MX.N","Switzerland - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Mexico, Non-banks, total (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Switzerland,Mexico
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.G.EUR.A.5J.A.5A.B.ET.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Ethiopia, Banks, total (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Ethiopia
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.JPY.A.5J.A.5A.G.1C.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of International organisations, General government (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), Yen, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,International organisations
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.A.TO1.A.5J.A.CH.A.TO.N","Switzerland - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Tonga, All sectors (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Switzerland,Tonga
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.TO1.A.5J.A.KR.A.SD.N","South Korea - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Sudan, All sectors (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,South Korea,Sudan
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.G.TO3.A.5J.A.5A.A.AM.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Armenia, All sectors (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Armenia
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.GBP.A.5J.A.5A.U.VA.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Vatican City, Unallocated by sector (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), Pound (sterling), All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Vatican City
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.G.TO3.A.5J.A.5A.N.VN.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Vietnam, Non-banks, total (Break in stocks, Loans and deposits in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Vietnam
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.JPY.A.5J.A.5A.B.AG.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Antigua and Barbuda, Banks, total (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), Yen, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Antigua and Barbuda
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.A.TO1.A.ES.A.5A.P.5J.N","All reporting countries - Cross-border Total claims of banks with headquarters in Spain vis-a-vis residents of All countries (total), Non-financial sectors (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Spain,All countries (total)
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.U.TO1.A.5J.A.5A.P.SA.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Saudi Arabia, Non-financial sectors (Amounts outstanding / Stocks, Unallocated by instrument in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Saudi Arabia
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.TO1.U.5J.A.5A.A.3C.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Developing Europe, All sectors (Break in stocks, All instruments in Unclassified currency, All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Developing Europe
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.TO1.A.5J.A.PH.A.BO.N","Philippines - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Bolivia, All sectors (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Philippines,Bolivia
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.I.TO1.A.5J.A.5A.K.JM.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Jamaica, Unallocated non-financial sectors (FX and break adjusted change (BIS calculated), Derivatives and Other instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Jamaica
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.G.JPY.A.5J.A.5A.A.2T.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Residual former Soviet Union, All sectors (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), Yen, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Residual former Soviet Union
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.G.TO1.A.5J.A.LU.A.AI.N","Luxembourg - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Anguilla, All sectors (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Luxembourg,Anguilla
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.UN9.A.5J.A.5A.F.AT.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Austria, Non-bank financial institutions (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Austria
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.A.JPY.A.5J.A.5A.P.TJ.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Tajikistan, Non-financial sectors (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), Yen, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Tajikistan
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.U.TO1.A.5J.A.5A.I.MO.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Macau, Banks, related offices (Break in stocks, Unallocated by instrument in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Macau
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.TO1.A.5J.A.5A.G.SA.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Saudi Arabia, General government (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Saudi Arabia
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.A.TO1.A.5J.A.IM.N.5J.A","Isle of Man - All Total claims of banks with headquarters in All countries (total) vis-a-vis residents of All countries (total), Non-banks, total (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Isle of Man,All countries (total)
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.A.TO3.A.5J.A.5A.U.LU.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Luxembourg, Unallocated by sector (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Luxembourg
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.G.TO1.A.5J.A.5A.B.5M.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Unallocated location, Banks, total (Break in stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Unallocated location
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.G.USD.A.5J.A.5A.A.GD.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Grenada, All sectors (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), US dollar, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Grenada
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.I.TO1.A.5J.A.5A.N.IS.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Iceland, Non-banks, total (Break in stocks, Derivatives and Other instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Iceland
"BIS,WS_CBS_PUB,1.0,Q.B.5A.4N.F.I.A.A.TO1.R.PA","All including 4C banks, excl. domestic positions (=4O + 4C) from All reporting countries - Consolidated International claims in All currencies with residents of Panama (Immediate counterparty basis), Non-bank private sector (Break in stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,Other data collection period,,All reporting countries,Panama
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.GBP.A.5J.A.5A.N.AR.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Argentina, Non-banks, total (Break in stocks, All instruments in All currencies (=D+F+U), Pound (sterling), All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Argentina
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.G.USD.A.5J.A.5A.H.SK.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Slovakia, Households and NPISHs (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), US dollar, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Slovakia
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.TO3.A.5J.A.5A.N.SC.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Seychelles, Non-banks, total (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Seychelles
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.TO1.A.5J.A.LU.A.CA.N","Luxembourg - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Canada, All sectors (Break in stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Luxembourg,Canada
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.G.TO1.A.5J.A.IE.A.OM.N","Ireland - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Oman, All sectors (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Ireland,Oman
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.G.TO1.A.5J.A.5A.I.HN.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Honduras, Banks, related offices (Break in stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Honduras
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.B.TO1.A.5J.A.5A.X.SR.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Suriname, Residual by sector (FX and break adjusted change (BIS calculated), Credit (loans & debt securities) in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Suriname
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.I.TO1.A.5J.A.5A.N.KZ.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Kazakhstan, Non-banks, total (FX and break adjusted change (BIS calculated), Derivatives and Other instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Kazakhstan
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.A.TO1.A.5J.A.IE.A.DJ.N","Ireland - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Djibouti, All sectors (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Ireland,Djibouti
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.G.UN9.A.5J.A.5A.U.TJ.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Tajikistan, Unallocated by sector (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Tajikistan
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.TO1.A.5J.A.LU.A.TW.N","Luxembourg - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Taiwan, All sectors (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Luxembourg,Taiwan
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.A.UN9.A.5J.A.5A.C.GB.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of United Kingdom, Non-financial corporations (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,United Kingdom
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.EUR.A.5J.A.5A.H.KH.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Cambodia, Households and NPISHs (Break in stocks, All instruments in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Cambodia
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.D.TO1.A.5J.A.5A.G.5J.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of All countries (total), General government (FX and break adjusted change (BIS calculated), Debt securities in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,All countries (total)
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.A.TO1.A.5J.A.CH.N.AD.N","Switzerland - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Andorra, Non-banks, total (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Switzerland,Andorra
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.TO1.A.5J.A.5A.C.RU.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Russia, Non-financial corporations (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Russia
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.A.EUR.A.5J.A.5A.C.CA.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Canada, Non-financial corporations (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Canada
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.A.CHF.A.5J.A.5A.X.GL.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Greenland, Residual by sector (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), Swiss franc, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Greenland
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.G.CHF.A.5J.A.5A.I.FJ.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Fiji, Banks, related offices (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), Swiss franc, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Fiji
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.G.JPY.A.5J.A.5A.H.SK.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Slovakia, Households and NPISHs (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), Yen, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Slovakia
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.A.TO1.A.5J.A.ES.A.MR.N","Spain - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Mauritania, All sectors (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Spain,Mauritania
"BIS,WS_CBS_PUB,1.0,Q.B.5A.4B.U.W.A.A.TO1.A.CR","Domestic banks from All reporting countries - Consolidated Guarantees extended in All currencies with residents of Costa Rica (Guarantor basis), All sectors (Break in stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Guarantees extended,USD,Quarterly,Other data collection period,,All reporting countries,Costa Rica
"BIS,WS_CBS_PUB,1.0,Q.B.5A.4O.F.I.A.A.TO1.H.HU","All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V) from All reporting countries - Consolidated International claims in All currencies with residents of Hungary (Immediate counterparty basis), Households and NPISHs (Break in stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,Other data collection period,,All reporting countries,Hungary
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.A.USD.A.5J.A.5A.I.LU.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Luxembourg, Banks, related offices (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), US dollar, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Luxembourg
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.A.TO1.A.5J.A.TW.A.IR.N","Taiwan - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Iran, All sectors (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Taiwan,Iran
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.G.TO1.A.5J.A.GG.N.BM.N","Guernsey - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Bermuda, Non-banks, total (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Guernsey,Bermuda
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.D.TO1.A.5J.A.5A.C.IM.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Isle of Man, Non-financial corporations (Amounts outstanding / Stocks, Debt securities in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Isle of Man
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.TO1.A.5J.A.5A.F.HU.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Hungary, Non-bank financial institutions (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Hungary
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.G.UN9.A.5J.A.5A.P.MA.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Morocco, Non-financial sectors (Break in stocks, Loans and deposits in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Morocco
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.G.CHF.A.5J.A.5A.P.CD.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Congo [DRC], Non-financial sectors (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), Swiss franc, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Congo [DRC]
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.B.TO1.A.5J.A.5A.G.MY.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Malaysia, General government (Annual growth (BIS calculated), Credit (loans & debt securities) in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Malaysia
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.G.TO1.A.5J.A.5A.P.FO.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Faroe Islands, Non-financial sectors (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Faroe Islands
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.A.TO1.A.5J.A.IT.N.SX.N","Italy - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Sint Maarten, Non-banks, total (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Italy,Sint Maarten
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.A.CHF.A.5J.A.5A.H.GI.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Gibraltar, Households and NPISHs (Break in stocks, All instruments in All currencies (=D+F+U), Swiss franc, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Gibraltar
