EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
214836,Shooting Permit,04/17/2015 08:30:00 PM,04/18/2015 06:00:00 AM,04/15/2015 03:37:39 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   40 STREET between 1 AVENUE and 2 AVENUE,  EAST   40 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST   25 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  EAST   39 STREET between PARK AVENUE and LEXINGTON AVENUE",Manhattan,"5, 6","13, 14, 17",Film,Feature,United States of America,"10010, 10016, 10017"
44754,Shooting Permit,01/24/2012 07:00:00 AM,01/25/2012 02:00:00 AM,01/20/2012 01:48:23 PM,"Mayor's Office of Film, Theatre & Broadcasting",STARR AVENUE between BORDEN AVENUE and VAN DAM STREET,Queens,2,108,Television,Episodic series,United States of America,11101
78092,Shooting Permit,11/29/2012 10:00:00 AM,11/29/2012 11:59:00 PM,11/16/2012 07:04:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","VANDERBILT STREET between PROSPECT PARK SOUTHWEST and PROSPECT AVENUE,  PROSPECT AVENUE between VANDERBILT STREET and GREENWOOD AVENUE,  PROSPECT PARK SOUTHWEST between VANDERBILT STREET and GREENWOOD AVENUE,  CONEY ISLAND AVE between PARK CIRCLE and CATON PLACE,  DAHILL ROAD between CATON AVENUE and ALBEMARLE ROAD,  MACDONALD AVENUE between CATON AVENUE and CHURCH AVENUE,  MCDONALD AVENUE between ALBEMARLE ROAD and CHURCH AVENUE,  ALBEMARLE ROAD between MCDONALD AVENUE and EAST    2 STREET,  ALBEMARLE ROAD between DAHILL ROAD and MCDONALD AVENUE",Brooklyn,"12, 14, 55, 7","66, 70, 72, 78",Film,Feature,United States of America,11218
113650,Shooting Permit,07/22/2013 07:00:00 AM,07/22/2013 11:00:00 PM,07/18/2013 10:03:59 AM,"Mayor's Office of Film, Theatre & Broadcasting","22ND STREET between 43RD AVENUE and QUEENS PLAZA SOUTH,  QUEENS PLAZA SOUTH between 22ND STREET and 23RD STREET",Queens,2,108,Television,Episodic series,United States of America,11101
91121,Rigging Permit,03/21/2013 06:00:00 AM,03/21/2013 08:00:00 PM,03/18/2013 03:01:15 PM,"Mayor's Office of Film, Theatre & Broadcasting",31 DRIVE between 14 STREET and 21 STREET,Queens,1,114,Television,Pilot,United States of America,11106
251025,Shooting Permit,11/02/2015 06:00:00 AM,11/02/2015 10:00:00 PM,10/28/2015 07:34:26 PM,"Mayor's Office of Film, Theatre & Broadcasting","FRESH POND ROAD between 69 AVENUE and CATALPA AVENUE,  FRESH POND ROAD between CATALPA AVENUE and 69 AVENUE",Queens,5,104,Film,Feature,United States of America,11385
238552,Shooting Permit,08/06/2015 08:00:00 AM,08/06/2015 11:00:00 PM,07/31/2015 05:20:17 PM,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between BORDEN AVENUE and VAN DAM STREET,  REVIEW AVENUE between BORDEN AVENUE and VAN DAM STREET",Queens,2,108,Television,Episodic series,United States of America,11101
192819,Shooting Permit,12/06/2014 11:00:00 AM,12/06/2014 11:00:00 PM,12/03/2014 03:32:05 PM,"Mayor's Office of Film, Theatre & Broadcasting",PARK PLACE between UNDERHILL AVENUE and VANDERBILT AVENUE,Brooklyn,8,77,Film,Feature,United States of America,11238
191173,Shooting Permit,12/01/2014 06:00:00 AM,12/01/2014 06:00:00 PM,11/21/2014 08:32:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   23 STREET between 8 AVENUE and 9 AVENUE,  WEST   23 STREET between 9 AVENUE and 10 AVENUE,  9 AVENUE between WEST   22 STREET and WEST   23 STREET,  WORTH STREET between CENTRE STREET and BAXTER STREET,  CHAMBERS STREET between BROADWAY and ELK STREET,  READE STREET between BROADWAY and ELK STREET,  READE STREET between ELK STREET and LAFAYETTE STREET,  LAFAYETTE STREET between READE STREET and DUANE STREET,  LAFAYETTE STREET between DUANE STREET and WORTH STREET,  CHURCH STREET between READE STREET and THOMAS STREET,  DUANE STREET between WEST BROADWAY and CHURCH STREET,  WORTH STREET between CENTRE STREET and BAXTER STREET,  LAFAYETTE STREET between LEONARD STREET and WORTH STREET",Manhattan,"1, 4","1, 10, 5",Television,Episodic series,United States of America,"10007, 10011, 10013, 10038"
170945,Shooting Permit,07/16/2014 08:00:00 AM,07/16/2014 09:00:00 PM,07/10/2014 04:45:30 PM,"Mayor's Office of Film, Theatre & Broadcasting","GRAND STREET between BERRY STREET and BEDFORD AVENUE,  BEDFORD AVENUE between SOUTH    1 STREET and GRAND STREET,  METROPOLITAN AVENUE between NORTH    3 STREET and DRIGGS AVENUE,  GRAND STREET between BEDFORD AVENUE and DRIGGS AVENUE,  GRAND STREET between BEDFORD AVENUE and DRIGGS AVENUE,  GRAND STREET between DRIGGS AVENUE and ROEBLING STREET,  ROEBLING STREET between GRAND STREET and SOUTH    2 STREET,  SOUTH    1 STREET between ROEBLING STREET and HAVEMEYER STREET,  HAVEMEYER STREET between GRAND STREET and SOUTH    1 STREET",Brooklyn,1,"90, 94",Television,Episodic series,United States of America,"11211, 11249"
168748,Shooting Permit,07/01/2014 06:00:00 AM,07/01/2014 09:00:00 PM,06/27/2014 01:06:58 PM,"Mayor's Office of Film, Theatre & Broadcasting","INGRAHAM STREET between GARDNER AVENUE and STEWART AVENUE,  JOHNSON AVENUE between GARDNER AVENUE and STEWART AVENUE",Brooklyn,1,90,Commercial,Commercial,United States of America,11237
223025,Shooting Permit,05/19/2015 06:00:00 AM,05/19/2015 11:59:00 PM,05/18/2015 10:03:15 AM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between JEWEL STREET and DIAMOND STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
121040,Shooting Permit,09/11/2013 09:00:00 AM,09/11/2013 11:59:00 PM,09/06/2013 11:50:54 AM,"Mayor's Office of Film, Theatre & Broadcasting","CORNELIA STREET between WYCKOFF AVENUE and MYRTLE AVENUE,  CYPRESS AVENUE between MYRTLE AVENUE and GEORGE STREET,  WYCKOFF AVENUE between PUTNAM AVENUE and JEFFERSON AVENUE",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
99313,Shooting Permit,05/05/2013 11:00:00 AM,05/05/2013 11:59:00 PM,05/02/2013 11:08:08 AM,"Mayor's Office of Film, Theatre & Broadcasting","JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  HARBOR VIEW TERRACE between 82 ST and HARBOR LN,  82 ST between HARBOR VIEW TERRACE and SHORE RD,  SHORE RD between 82 ST and 80 ST",Brooklyn,"1, 10, 11","25, 68, 94",Television,Episodic series,United States of America,"10035, 11209, 11222"
198525,Shooting Permit,01/19/2015 06:00:00 AM,01/19/2015 11:00:00 PM,01/15/2015 06:49:05 PM,"Mayor's Office of Film, Theatre & Broadcasting","BATTERY PLACE between 1 PLACE and LITTLE WEST STREET,  1 PLACE between BATTERY PLACE and LITTLE WEST STREET,  BATTERY PLACE between 1 PLACE and 2 PLACE,  PEARL STREET between BEEKMAN STREET and PECK SLIP,  BEEKMAN STREET between PEARL STREET and FRONT STREET,  BEEKMAN STREET between WATER STREET and FRONT STREET,  PARK ROW between ANN STREET and BEEKMAN STREET,  ANN STREET between PARK ROW and THEATRE ALLEY,  ANN STREET between THEATRE ALLEY and NASSAU STREET,  THEATRE ALLEY between ANN STREET and BEEKMAN STREET,  BEEKMAN STREET between PARK ROW and THEATRE ALLEY,  BEEKMAN STREET between NASSAU STREET and WILLIAM STREET,  SPRUCE STREET between NASSAU STREET and WILLIAM STREET,  SPRUCE STREET between WILLIAM STREET and GOLD STREET,  NASSAU STREET between FULTON STREET and BEEKMAN STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10038, 10280"
212188,Shooting Permit,04/07/2015 06:00:00 AM,04/07/2015 09:00:00 PM,04/02/2015 09:29:55 PM,"Mayor's Office of Film, Theatre & Broadcasting",EAST   95 STREET between 5 AVENUE and MADISON AVENUE,Manhattan,8,19,WEB,Not Applicable,United States of America,10128
181045,Theater Load in and Load Outs,10/24/2014 12:01:00 AM,10/24/2014 11:59:00 PM,09/11/2014 03:58:01 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   35 STREET between 8 AVENUE and 9 AVENUE,Manhattan,4,14,Theater,Theater,United States of America,10001
73811,Theater Load in and Load Outs,10/18/2012 12:01:00 AM,10/18/2012 11:59:00 PM,10/01/2012 03:54:36 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   55 STREET between 11 AVENUE and 12 AVENUE,Manhattan,4,18,Theater,Theater,United States of America,10019
256307,Shooting Permit,12/01/2015 08:00:00 AM,12/02/2015 01:00:00 AM,11/25/2015 12:14:13 PM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS PLAZA S between 21 ST and 23 ST,  43 AVENUE between 21 STREET and 23 STREET,  22 ST between QUEENS PLAZA S and 43 AVE",Queens,2,108,Television,Episodic series,United States of America,11101
172952,Theater Load in and Load Outs,07/29/2014 12:01:00 AM,07/29/2014 11:59:00 PM,07/22/2014 01:48:49 PM,"Mayor's Office of Film, Theatre & Broadcasting","6 AVENUE between WALKER STREET and LISPENARD STREET,  WALKER STREET between 6 AVENUE and CHURCH STREET",Manhattan,1,1,Theater,Theater,United States of America,10013
315909,Shooting Permit,10/28/2016 11:00:00 AM,10/29/2016 01:00:00 AM,10/27/2016 02:07:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  29 STREET between 47 AVENUE and 49 AVENUE",Brooklyn,"1, 2","108, 94",Television,Episodic series,United States of America,"11101, 11222"
174264,Shooting Permit,08/01/2014 07:00:00 AM,08/01/2014 10:00:00 PM,07/29/2014 05:51:24 PM,"Mayor's Office of Film, Theatre & Broadcasting",WAVERLY AVENUE between ATLANTIC AVENUE and FULTON STREET,Brooklyn,2,88,Film,Feature,United States of America,11238
159837,Shooting Permit,05/20/2014 05:00:00 AM,05/20/2014 06:00:00 PM,05/15/2014 03:42:05 PM,"Mayor's Office of Film, Theatre & Broadcasting","FRONT STREET between WASHINGTON STREET and MAIN STREET,  FRONT STREET between MAIN STREET and YORK STREET,  FRONT STREET between WASHINGTON STREET and YORK STREET,  FRONT STREET between WASHINGTON STREET and ADAMS STREET,  CADMAN PLAZA WEST between MIDDAGH STREET and CLARK STREET",Brooklyn,2,84,Film,Feature,United States of America,11201
177462,Shooting Permit,08/20/2014 03:00:00 PM,08/20/2014 06:00:00 PM,08/18/2014 04:54:33 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,Cable-daily,United States of America,10036
87969,Shooting Permit,02/28/2013 01:00:00 PM,02/28/2013 07:30:00 PM,02/23/2013 08:29:53 PM,"Mayor's Office of Film, Theatre & Broadcasting",CRESCENT AVENUE between HUGHES AVENUE and ADAMS PLACE,Bronx,6,48,WEB,Not Applicable,United States of America,10458
246057,Shooting Permit,09/29/2015 06:00:00 AM,09/30/2015 02:00:00 AM,09/18/2015 01:39:37 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between JEWEL STREET and DIAMOND STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
194522,Shooting Permit,12/19/2014 01:00:00 PM,12/20/2014 04:00:00 AM,12/16/2014 12:17:34 PM,"Mayor's Office of Film, Theatre & Broadcasting","54 STREET between GRAND AVENUE and FLUSHING AVENUE,  54 STREET between FLUSHING AVENUE and NURGE AVENUE",Queens,5,104,Television,Episodic series,United States of America,11378
142860,Shooting Permit,02/24/2014 06:00:00 AM,02/24/2014 11:00:00 PM,02/21/2014 09:39:28 AM,"Mayor's Office of Film, Theatre & Broadcasting","NEVINS STREET between DOUGLASS STREET and UNION STREET,  DeGraw Street between 3 AVENUE and Dead End,  DOUGLASS STREET between NEVINS STREET and 3 AVENUE,  DeGraw Street between BOND STREET and Dead End,  SACKETT STREET between NEVINS STREET and 3 AVENUE",Brooklyn,6,"76, 78",Television,Cable-episodic,United States of America,11217
111582,Shooting Permit,07/07/2013 05:00:00 PM,07/08/2013 08:00:00 AM,07/05/2013 11:10:18 AM,"Mayor's Office of Film, Theatre & Broadcasting","REMSEN STREET between COURT STREET and CLINTON STREET,  REMSEN STREET between COURT STREET and CLINTON STREET,  REMSEN STREET between COURT STREET and CLINTON STREET,  COURT STREET between REMSEN STREET and JORALEMON STREET",Brooklyn,2,84,Film,Feature,United States of America,11201
144495,Shooting Permit,03/07/2014 07:00:00 AM,03/07/2014 10:00:00 PM,03/04/2014 02:35:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
47711,Shooting Permit,02/29/2012 08:30:00 AM,02/29/2012 02:00:00 PM,02/27/2012 02:25:46 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between EAST    8 STREET and EAST    9 STREET,  ST MARKS PLACE between 1 AVENUE and 2 AVENUE",Manhattan,"2, 3","6, 9",Documentary,Not Applicable,United States of America,10003
257579,Shooting Permit,12/09/2015 07:00:00 AM,12/09/2015 09:00:00 PM,12/03/2015 11:31:06 AM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
68326,Shooting Permit,08/08/2012 11:00:00 AM,08/09/2012 03:00:00 PM,08/06/2012 10:21:31 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  161 STREET between FT WASHINGTON AVENUE and BROADWAY,  FT WASHINGTON AVENUE between WEST  162 STREET and BROADWAY,  WEST  160 STREET between FT WASHINGTON AVENUE and BROADWAY,  BROADWAY between WEST  161 STREET and FT WASHINGTON AVENUE",Manhattan,12,33,Television,Episodic series,United States of America,10032
120388,Shooting Permit,09/04/2013 06:00:00 AM,09/04/2013 02:00:00 PM,09/03/2013 11:42:18 AM,"Mayor's Office of Film, Theatre & Broadcasting",COLUMBIA PLACE between JORALEMON STREET and STATE STREET,Brooklyn,2,84,Television,Not Applicable,United States of America,11201
216559,Shooting Permit,04/27/2015 06:00:00 AM,04/27/2015 09:00:00 PM,04/22/2015 10:58:11 AM,"Mayor's Office of Film, Theatre & Broadcasting","JUNIUS STREET between EAST NEW YORK AVENUE and LIBERTY AVENUE,  LIBERTY AVENUE between POWELL STREET and VAN SINDERIN AVENUE,  EAST NEW YORK AVENUE between JUNIUS STREET and VAN SINDEREN AVENUE",Brooklyn,16,73,Television,Episodic series,United States of America,"11207, 11212"
67554,Shooting Permit,08/07/2012 06:00:00 AM,08/07/2012 10:00:00 PM,07/30/2012 09:40:15 AM,"Mayor's Office of Film, Theatre & Broadcasting","DYCKMAN STREET between SEAMAN AVENUE and THE DEAD END,  STAFF STREET between RIVERSIDE DRIVE and DYCKMAN STREET,  HENSHAW STREET between RIVERSIDE DRIVE and DYCKMAN STREET,  PAYSON AVENUE between DYCKMAN STREET and BEAK STREET",Manhattan,12,34,Television,Episodic series,United States of America,10034
119219,Shooting Permit,08/26/2013 03:00:00 AM,08/26/2013 01:00:00 PM,08/23/2013 02:15:33 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,10036
77403,Shooting Permit,11/15/2012 02:00:00 PM,11/15/2012 11:30:00 PM,11/12/2012 10:08:03 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   47 STREET between BROADWAY and 8 AVENUE,Manhattan,5,18,Theater,Theater,United States of America,10036
185567,Shooting Permit,10/23/2014 07:00:00 AM,10/23/2014 09:00:00 PM,10/19/2014 10:10:58 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST 21ST STREET between SURF AVENUE and BOARDWALK,  SURF AVENUE between WEST 21ST STREET and WEST 19TH STREET,  SURF AVENUE between WEST 21 STREET and WEST 23 STREET,  YORK STREET between FRONT STREET and WASHINGTON STREET,  FRONT STREET between YORK STREET and WASHINGTON STREET,  FRONT STREET between YORK STREET and WASHINGTON STREET",Brooklyn,"13, 2, 6","108, 17, 60, 84",Film,Feature,United States of America,"10016, 10017, 11101, 11201, 11224"
363398,Shooting Permit,07/13/2017 05:00:00 AM,07/13/2017 09:00:00 PM,07/07/2017 12:08:46 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST  227 STREET between MARBLE HILL AVENUE and VAN CORLEAR PLACE,Bronx,8,50,Film,Short,United States of America,10463
111098,Shooting Permit,07/03/2013 07:00:00 AM,07/03/2013 09:00:00 PM,07/01/2013 06:17:07 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   23 STREET between 6 AVENUE and 7 AVENUE,Manhattan,4,13,Film,Not Applicable,United States of America,10011
202775,Shooting Permit,02/17/2015 06:00:00 AM,02/17/2015 11:59:00 PM,02/11/2015 03:34:46 PM,"Mayor's Office of Film, Theatre & Broadcasting","REVIEW AVENUE between 35 STREET and 29 STREET,  35 STREET between VAN DAM STREET and REVIEW AVENUE,  STARR AVENUE between VAN DAM STREET and 34 STREET,  STARR AVENUE between 34 STREET and 31 PLACE,  REVIEW AVENUE between GREENPOINT AVENUE and 37TH STREET,  GREENPOINT AVENUE between STARR AVENUE and VAN DAM STREET",Queens,2,108,Television,Episodic series,United States of America,11101
225640,Shooting Permit,06/05/2015 06:00:00 AM,06/05/2015 06:00:00 PM,05/28/2015 03:04:39 PM,"Mayor's Office of Film, Theatre & Broadcasting",FLUSHING AVENUE between SPENCER STREET and WALWORTH STREET,Brooklyn,"1, 3","79, 90",Commercial,Commercial,United States of America,11205
200635,Shooting Permit,01/30/2015 07:00:00 AM,01/30/2015 10:00:00 PM,01/29/2015 02:19:40 PM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
232545,Shooting Permit,07/01/2015 06:00:00 AM,07/01/2015 10:00:00 PM,06/30/2015 10:36:08 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   27 STREET between 10 AVENUE and 11 AVENUE,  10 AVENUE between WEST   26 STREET and WEST   27 STREET,  9 AVENUE between WEST   28 STREET and WEST   26 STREET",Manhattan,4,10,Television,Cable-episodic,United States of America,10001
48688,Shooting Permit,03/09/2012 08:03:00 AM,03/09/2012 11:00:00 PM,03/06/2012 05:58:33 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   19 STREET between 8 AVENUE and 9 AVENUE,  WEST   18 STREET between 8 AVENUE and 9 AVENUE,  8 AVENUE between WEST   19 STREET and WEST   20 STREET,  WEST   19 STREET between 7 AVENUE and 8 AVENUE,  WEST   19 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   19 STREET and WEST   18 STREET,  WEST    8 STREET between 5 AVENUE and 6 AVENUE",Manhattan,"2, 4","10, 6",Television,Cable-episodic,United States of America,10011
213325,Shooting Permit,04/13/2015 12:01:00 AM,04/13/2015 11:59:00 PM,04/09/2015 12:40:07 PM,"Mayor's Office of Film, Theatre & Broadcasting",10 AVENUE between WEST   31 STREET and WEST   33 STREET,Manhattan,4,10,Theater,Theater,United States of America,10001
77264,Shooting Permit,11/14/2012 07:00:00 AM,11/14/2012 03:00:00 PM,11/08/2012 07:58:12 PM,"Mayor's Office of Film, Theatre & Broadcasting","CENTRAL PARK SOUTH between 7 AVENUE and COLUMBUS CIRCLE,  WEST   62 STREET between CENTRAL PARK WEST and BROADWAY,  CENTRAL PARK SOUTH between 6 AVENUE and 7 AVENUE,  7 AVENUE between WEST   58 STREET and WEST   59 STREET",Manhattan,"5, 64, 7","18, 20, 22",Television,Cable-episodic,United States of America,"10019, 10023, 10025"
132791,Shooting Permit,12/04/2013 09:00:00 AM,12/04/2013 10:00:00 PM,12/03/2013 10:49:57 AM,"Mayor's Office of Film, Theatre & Broadcasting","MONITOR STREET between NORMAN AVENUE and GREENPOINT AVENUE,  Kingsland Avenue between NORMAN AVENUE and Greenpoint Avenue",Brooklyn,1,94,Television,Episodic series,United States of America,11222
212813,Theater Load in and Load Outs,04/27/2015 12:01:00 AM,04/28/2015 06:00:00 AM,04/07/2015 02:40:00 PM,"Mayor's Office of Film, Theatre & Broadcasting","IRVING PLACE between EAST   15 STREET and EAST   16 STREET,  EAST   15 STREET between IRVING PLACE and UNION SQUARE EAST",Manhattan,"5, 6",13,Theater,Theater,United States of America,10003
125593,Shooting Permit,10/12/2013 06:00:00 AM,10/12/2013 04:00:00 PM,10/11/2013 02:19:51 PM,"Mayor's Office of Film, Theatre & Broadcasting","SIXTH AVENUE between WEST   44 STREET and WEST   49 STREET,  WEST   45 STREET between 6 AVENUE and 7 AVENUE,  WEST   46 STREET between 6 AVENUE and 7 AVENUE,  WEST   47 STREET between 6 AVENUE and 7 AVENUE,  WEST   48 STREET between 6 AVENUE and 7 AVENUE,  WEST   47 STREET between 6 AVENUE and 5 AVENUE,  WEST   46 STREET between 6 AVENUE and 5 AVENUE",Manhattan,5,"14, 18",Film,Feature,United States of America,"10020, 10036"
46479,Shooting Permit,02/17/2012 09:00:00 AM,02/17/2012 11:30:00 PM,02/13/2012 11:49:30 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between FRANKLIN STREET and WEST STREET,  EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between EAGLE STREET and FREEMAN STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET,  WYTHE AVENUE between NORTH    1 STREET and GRAND STREET,  WYTHE AVENUE between GRAND STREET and SOUTH    1 STREET,  GRAND STREET between WYTHE AVENUE and KENT AVENUE,  GRAND STREET between KENT AVENUE and RIVER STREET,  RIVER STREET between GRAND STREET and METROPOLITAN AVENUE,  NORTH    1 STREET between RIVER STREET and KENT AVENUE,  METROPOLITAN AVENUE between RIVER STREET and BERRY STREET",Brooklyn,1,"90, 94",Television,Episodic series,United States of America,"11211, 11222"
45349,Shooting Permit,02/03/2012 08:00:00 AM,02/03/2012 10:00:00 PM,01/30/2012 08:34:11 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between EAGLE STREET and FREEMAN STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
66943,Shooting Permit,07/26/2012 06:00:00 AM,07/26/2012 11:59:00 PM,07/24/2012 02:47:16 PM,"Mayor's Office of Film, Theatre & Broadcasting","GREEN STREET between PROVOST STREET and MCGUINNESS BOULEVARD,  PROVOST STREET between FREEMAN STREET and HURON STREET",Brooklyn,1,94,Commercial,Commercial,United States of America,11222
138329,Theater Load in and Load Outs,01/27/2014 12:01:00 AM,01/28/2014 06:00:00 AM,01/16/2014 09:40:16 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   33 STREET between 6 AVENUE and 7 AVENUE,  WEST   33 STREET between 7 AVENUE and 8 AVENUE",Manhattan,5,14,Theater,Theater,United States of America,"10001, 10121"
49264,Shooting Permit,03/15/2012 10:00:00 AM,03/16/2012 01:00:00 AM,03/12/2012 10:33:07 AM,"Mayor's Office of Film, Theatre & Broadcasting","22ND ST between 43 AVENUE and QUEENS PLAZA SOUTH,  QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  QUEENS PLAZA SOUTH between 22 STREET and 23 STREET",Queens,2,108,Television,Cable-episodic,United States of America,11101
250168,Shooting Permit,10/27/2015 07:00:00 AM,10/27/2015 07:00:00 PM,10/22/2015 10:07:28 AM,"Mayor's Office of Film, Theatre & Broadcasting",5 AVENUE between WEST    8 STREET and WASHINGTON SQUARE NORTH,Manhattan,2,6,Still Photography,Not Applicable,United States of America,"10003, 10011, 10012"
133281,Shooting Permit,12/06/2013 07:00:00 AM,12/06/2013 09:00:00 PM,12/05/2013 09:57:40 AM,"Mayor's Office of Film, Theatre & Broadcasting",72 AVENUE between KESSEL STREET and LOUBET STREET,Queens,6,112,Film,Feature,United States of America,11375
204716,Shooting Permit,02/26/2015 08:00:00 AM,02/26/2015 10:00:00 PM,02/25/2015 07:58:23 AM,"Mayor's Office of Film, Theatre & Broadcasting",22nd St between 43rd St and Queens Plaza South,Queens,2,108,Television,Episodic series,United States of America,11101
235117,Shooting Permit,07/16/2015 06:00:00 AM,07/16/2015 09:00:00 PM,07/14/2015 01:59:42 PM,"Mayor's Office of Film, Theatre & Broadcasting",GOLD STREET between PLYMOUTH STREET and WATER STREET,Brooklyn,2,84,Still Photography,Not Applicable,United States of America,11201
56609,Rigging Permit,05/07/2012 07:00:00 AM,05/11/2012 07:00:00 PM,05/03/2012 08:13:13 PM,"Mayor's Office of Film, Theatre & Broadcasting",TIEMANN PLACE between BROADWAY and CLAREMONT AVENUE,Manhattan,9,26,Film,Feature,United States of America,10027
142551,Shooting Permit,02/21/2014 06:00:00 AM,02/21/2014 10:00:00 PM,02/19/2014 01:28:49 PM,"Mayor's Office of Film, Theatre & Broadcasting","PROVOST STREET between EAGLE STREET and GREEN STREET,  FREEMAN STREET between PROVOST STREET and MCGUINESS BOULEVARD,  GREEN STREET between PROVOST STREET and MCGUINESS BOULEVARD",Brooklyn,1,94,Film,Not Applicable,United States of America,11222
258910,Shooting Permit,12/14/2015 06:00:00 AM,12/14/2015 01:00:00 PM,12/11/2015 09:59:28 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   22 STREET between 11 AVENUE and 10 AVENUE,  10 AVENUE between WEST   22 STREET and WEST   23 STREET,  10 AVENUE between WEST   21 STREET and WEST   22 STREET",Manhattan,4,10,Television,Episodic series,United States of America,10011
134613,Shooting Permit,12/16/2013 02:00:00 PM,12/17/2013 04:00:00 AM,12/16/2013 10:40:26 AM,"Mayor's Office of Film, Theatre & Broadcasting","DELANCEY STREET SOUTH between COLUMBIA STREET and FDR,  COLUMBIA STREET between DELANCEY STREET NORTH and GRAND STREET,  MANGIN STREET between DELANCEY STREET SOUTH and DELANCEY STREET NORTH,  BARUCH PLACE between DELANCEY STREET NORTH and DELANCEY STREET SOUTH,  GRAND STREET between FDR and SHERIFF STREET,  LEWIS STREET between DELANCEY STREET NORTH and GRAND STREET,  BARUCH DRIVE between DELANCEY STREET NORTH and EAST HOUSTON STREET,  DELANCEY STREET NORTH between COLUMBIA STREET and LEWIS STREET",Manhattan,3,7,Film,Feature,United States of America,10002
257882,Shooting Permit,12/09/2015 06:00:00 AM,12/09/2015 10:00:00 PM,12/04/2015 03:47:11 PM,"Mayor's Office of Film, Theatre & Broadcasting","35 STREET between 34 AVENUE and 35 AVENUE,  35 AVENUE between 35 STREET and 36 STREET,  36 STREET between 34 AVENUE and 35 AVENUE",Queens,1,114,Television,Cable-episodic,United States of America,11106
