Car_name,Num_of_reviews,General_rate,Comfort,Interior design,Performance,Value for the money,Exterior styling,Reliability,Year,Brand,Model
2018     Subaru     WRX STI.,32.0,4.7,4.5,4.5,4.8,4.5,4.8,4.9,2018,Subaru,WRX STI.
2018     Subaru     Crosstrek.,347.0,4.8,4.8,4.8,4.6,4.8,4.9,4.9,2018,Subaru,Crosstrek.
2018     Subaru     Forester.,508.0,4.7,4.7,4.6,4.7,4.8,4.7,4.8,2018,Subaru,Forester.
2018     Subaru     Impreza.,144.0,4.7,4.7,4.6,4.6,4.7,4.7,4.8,2018,Subaru,Impreza.
2018     Subaru     WRX.,69.0,4.7,4.5,4.4,4.8,4.7,4.8,4.8,2018,Subaru,WRX.
2018     Subaru     BRZ.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2018,Subaru,BRZ.
2018     Subaru     Legacy.,119.0,4.7,4.8,4.6,4.6,4.7,4.7,4.8,2018,Subaru,Legacy.
2017     Subaru     Legacy.,126.0,4.8,4.8,4.7,4.6,4.8,4.7,4.9,2017,Subaru,Legacy.
2017     Subaru     Outback.,368.0,4.8,4.8,4.7,4.7,4.7,4.7,4.8,2017,Subaru,Outback.
2017     Subaru     Crosstrek.,129.0,4.7,4.7,4.6,4.6,4.6,4.8,4.8,2017,Subaru,Crosstrek.
2017     Subaru     BRZ.,23.0,4.7,4.7,4.4,4.4,4.7,4.9,4.8,2017,Subaru,BRZ.
2017     Subaru     Forester.,320.0,4.7,4.6,4.5,4.7,4.7,4.7,4.8,2017,Subaru,Forester.
2017     Subaru     WRX.,69.0,4.5,4.2,4.2,4.8,4.5,4.7,4.6,2017,Subaru,WRX.
2017     Subaru     Impreza.,176.0,4.8,4.7,4.7,4.6,4.8,4.8,4.8,2017,Subaru,Impreza.
2017     Subaru     WRX STI.,29.0,4.7,4.3,4.6,4.9,4.7,4.7,4.7,2017,Subaru,WRX STI.
2016     Subaru     Legacy.,82.0,4.6,4.7,4.5,4.4,4.6,4.5,4.7,2016,Subaru,Legacy.
2016     Subaru     Forester.,157.0,4.5,4.5,4.4,4.6,4.6,4.5,4.6,2016,Subaru,Forester.
2016     Subaru     WRX.,51.0,4.7,4.4,4.5,4.8,4.7,4.8,4.7,2016,Subaru,WRX.
2016     Subaru     WRX STI.,24.0,4.7,4.2,4.4,4.9,4.7,4.9,4.8,2016,Subaru,WRX STI.
2016     Subaru     Impreza.,57.0,4.5,4.4,4.4,4.5,4.6,4.6,4.6,2016,Subaru,Impreza.
2016     Subaru     Crosstrek.,109.0,4.6,4.6,4.5,4.4,4.6,4.7,4.8,2016,Subaru,Crosstrek.
2016     Subaru     BRZ.,18.0,4.7,4.3,4.6,4.8,4.8,4.8,4.8,2016,Subaru,BRZ.
2016     Subaru     Outback.,176.0,4.7,4.7,4.6,4.7,4.7,4.7,4.8,2016,Subaru,Outback.
2016     Subaru     Crosstrek Hybrid.,16.0,4.1,3.9,4.0,4.2,3.8,4.2,4.5,2016,Subaru,Crosstrek Hybrid.
2015     Subaru     Impreza.,58.0,4.5,4.6,4.3,4.3,4.6,4.4,4.8,2015,Subaru,Impreza.
2015     Subaru     Legacy.,108.0,4.6,4.6,4.5,4.4,4.7,4.5,4.7,2015,Subaru,Legacy.
2015     Subaru     BRZ.,24.0,4.7,4.5,4.5,4.8,4.7,4.8,4.8,2015,Subaru,BRZ.
2015     Subaru     XV Crosstrek.,42.0,4.6,4.5,4.4,4.4,4.6,4.7,4.8,2015,Subaru,XV Crosstrek.
2015     Subaru     WRX STI.,24.0,4.7,4.3,4.6,4.9,4.7,4.8,4.8,2015,Subaru,WRX STI.
2015     Subaru     Forester.,255.0,4.5,4.5,4.3,4.6,4.5,4.5,4.6,2015,Subaru,Forester.
2015     Subaru     Outback.,166.0,4.6,4.7,4.5,4.5,4.6,4.6,4.7,2015,Subaru,Outback.
2015     Subaru     WRX.,86.0,4.6,4.2,4.2,4.8,4.7,4.7,4.7,2015,Subaru,WRX.
2015     Subaru     XV Crosstrek Hybrid.,,,,,,,,,2015,Subaru,XV Crosstrek Hybrid.
2014     Subaru     XV Crosstrek Hybrid.,11.0,4.3,4.3,4.3,4.1,4.3,4.5,4.4,2014,Subaru,XV Crosstrek Hybrid.
2014     Subaru     Forester.,214.0,4.4,4.4,4.3,4.5,4.4,4.4,4.6,2014,Subaru,Forester.
2014     Subaru     Outback.,145.0,4.6,4.6,4.6,4.4,4.5,4.6,4.6,2014,Subaru,Outback.
2014     Subaru     Impreza WRX.,35.0,4.4,4.1,3.6,4.7,4.5,4.7,4.5,2014,Subaru,Impreza WRX.
2014     Subaru     BRZ.,18.0,4.6,4.4,4.4,4.6,4.5,4.8,4.7,2014,Subaru,BRZ.
2014     Subaru     XV Crosstrek.,58.0,4.4,4.5,4.3,4.2,4.4,4.6,4.4,2014,Subaru,XV Crosstrek.
2014     Subaru     Impreza.,60.0,4.4,4.4,4.4,4.2,4.5,4.4,4.6,2014,Subaru,Impreza.
2014     Subaru     Tribeca.,3.0,4.9,4.7,4.7,5.0,4.7,5.0,5.0,2014,Subaru,Tribeca.
2014     Subaru     Legacy.,47.0,4.5,4.4,4.3,4.4,4.7,4.4,4.8,2014,Subaru,Legacy.
2013     Subaru     Forester.,50.0,3.9,4.1,3.6,3.8,3.8,4.0,3.9,2013,Subaru,Forester.
2013     Subaru     BRZ.,45.0,4.5,4.2,4.4,4.4,4.6,4.9,4.6,2013,Subaru,BRZ.
2013     Subaru     Impreza.,102.0,4.3,4.3,4.1,4.1,4.4,4.5,4.5,2013,Subaru,Impreza.
2013     Subaru     Impreza WRX.,61.0,4.6,4.4,4.1,4.9,4.5,4.8,4.7,2013,Subaru,Impreza WRX.
2013     Subaru     XV Crosstrek.,77.0,4.3,4.2,4.2,3.9,4.3,4.7,4.4,2013,Subaru,XV Crosstrek.
2013     Subaru     Outback.,150.0,4.5,4.6,4.5,4.3,4.5,4.5,4.6,2013,Subaru,Outback.
2013     Subaru     Legacy.,62.0,4.5,4.5,4.4,4.4,4.7,4.4,4.7,2013,Subaru,Legacy.
2012     Subaru     Legacy.,48.0,4.5,4.6,4.3,4.3,4.6,4.5,4.8,2012,Subaru,Legacy.
2012     Subaru     Impreza.,93.0,4.1,4.3,4.1,3.9,4.1,4.2,4.1,2012,Subaru,Impreza.
2012     Subaru     Impreza WRX STi.,17.0,4.5,4.0,4.0,4.8,4.5,4.8,4.5,2012,Subaru,Impreza WRX STi.
2012     Subaru     Forester.,68.0,4.3,4.3,4.1,4.2,4.3,4.3,4.6,2012,Subaru,Forester.
2012     Subaru     Outback.,92.0,4.6,4.7,4.5,4.5,4.7,4.6,4.9,2012,Subaru,Outback.
2019     Tesla     Model 3.,33.0,4.9,4.9,4.9,5.0,4.8,4.9,5.0,2019,Tesla,Model 3.
2023     Toyota     Corolla Hybrid.,,,,,,,,,2023,Toyota,Corolla Hybrid.
2023     Toyota     Tundra.,,,,,,,,,2023,Toyota,Tundra.
2023     Toyota     Highlander.,1.0,4.9,5.0,5.0,5.0,5.0,4.0,5.0,2023,Toyota,Highlander.
2023     Toyota     Tacoma.,2.0,3.5,4.0,4.0,3.0,3.0,4.5,3.0,2023,Toyota,Tacoma.
2023     Toyota     4Runner.,4.0,5.0,5.0,5.0,4.8,5.0,5.0,5.0,2023,Toyota,4Runner.
2023     Toyota     Camry.,5.0,4.9,5.0,4.6,5.0,4.8,4.8,5.0,2023,Toyota,Camry.
2023     Toyota     Camry Hybrid.,,,,,,,,,2023,Toyota,Camry Hybrid.
2023     Toyota     RAV4 Prime.,,,,,,,,,2023,Toyota,RAV4 Prime.
2023     Toyota     Sienna.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2023,Toyota,Sienna.
2023     Toyota     Corolla Cross.,,,,,,,,,2023,Toyota,Corolla Cross.
2023     Toyota     Tundra Hybrid.,,,,,,,,,2023,Toyota,Tundra Hybrid.
2023     Toyota     Sequoia.,5.0,4.3,4.4,4.4,4.6,3.8,4.4,4.6,2023,Toyota,Sequoia.
2023     Toyota     RAV4.,3.0,3.9,4.0,4.0,3.7,3.7,4.0,4.0,2023,Toyota,RAV4.
2023     Toyota     Corolla.,,,,,,,,,2023,Toyota,Corolla.
2023     Toyota     RAV4 Hybrid.,,,,,,,,,2023,Toyota,RAV4 Hybrid.
2023     Toyota     Venza.,,,,,,,,,2023,Toyota,Venza.
2023     Toyota     Highlander Hybrid.,1.0,4.9,5.0,4.0,5.0,5.0,5.0,5.0,2023,Toyota,Highlander Hybrid.
2023     Toyota     GR86.,2.0,4.8,5.0,5.0,4.5,5.0,5.0,4.5,2023,Toyota,GR86.
2023     Toyota     Prius.,,,,,,,,,2023,Toyota,Prius.
2023     Toyota     Supra.,,,,,,,,,2023,Toyota,Supra.
2023     Toyota     Corolla Hatchback.,,,,,,,,,2023,Toyota,Corolla Hatchback.
2023     Toyota     Crown.,1.0,3.6,3.0,4.0,3.0,3.0,4.0,4.0,2023,Toyota,Crown.
2022     Toyota     4Runner.,6.0,4.9,5.0,5.0,4.7,5.0,5.0,4.7,2022,Toyota,4Runner.
2022     Toyota     Tundra.,8.0,4.6,4.9,5.0,4.8,4.2,4.9,4.1,2022,Toyota,Tundra.
2022     Toyota     Camry.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022,Toyota,Camry.
2022     Toyota     RAV4 Prime.,4.0,4.5,4.8,4.8,4.8,4.5,4.8,4.0,2022,Toyota,RAV4 Prime.
2022     Toyota     Highlander.,23.0,4.2,4.3,4.2,4.1,3.7,4.3,4.6,2022,Toyota,Highlander.
2022     Toyota     Prius Prime.,2.0,4.2,4.0,4.0,3.0,4.5,4.0,5.0,2022,Toyota,Prius Prime.
2022     Toyota     Highlander Hybrid.,5.0,4.8,4.8,4.8,4.6,4.8,4.6,5.0,2022,Toyota,Highlander Hybrid.
2022     Toyota     RAV4.,7.0,4.4,4.3,4.3,4.1,4.1,4.6,4.6,2022,Toyota,RAV4.
2022     Toyota     RAV4 Hybrid.,13.0,4.8,4.5,4.5,4.8,4.7,4.7,5.0,2022,Toyota,RAV4 Hybrid.
2022     Toyota     Tacoma.,8.0,4.6,4.5,4.6,4.6,4.4,4.8,4.8,2022,Toyota,Tacoma.
2022     Toyota     Sienna.,8.0,4.7,4.6,4.5,4.5,4.5,4.9,4.9,2022,Toyota,Sienna.
2022     Toyota     Avalon.,2.0,4.6,5.0,5.0,5.0,4.0,5.0,3.5,2022,Toyota,Avalon.
2022     Toyota     C-HR.,1.0,4.6,5.0,5.0,4.0,4.0,5.0,5.0,2022,Toyota,C-HR.
2022     Toyota     Corolla Cross.,10.0,3.9,4.1,4.0,3.4,3.6,4.5,4.2,2022,Toyota,Corolla Cross.
2022     Toyota     Corolla.,4.0,4.8,5.0,4.8,4.8,4.8,4.8,4.8,2022,Toyota,Corolla.
2022     Toyota     GR86.,,,,,,,,,2022,Toyota,GR86.
2022     Toyota     Sequoia.,,,,,,,,,2022,Toyota,Sequoia.
2022     Toyota     Camry Hybrid.,6.0,4.8,4.8,4.7,4.7,5.0,4.5,5.0,2022,Toyota,Camry Hybrid.
2022     Toyota     Prius.,2.0,4.3,4.0,5.0,5.0,4.0,3.5,4.5,2022,Toyota,Prius.
2022     Toyota     Tundra Hybrid.,3.0,3.5,3.7,3.0,3.7,3.3,3.7,3.7,2022,Toyota,Tundra Hybrid.
2022     Toyota     Corolla Hatchback.,2.0,4.0,4.0,3.0,4.5,4.0,4.0,4.5,2022,Toyota,Corolla Hatchback.
2022     Toyota     Avalon Hybrid.,,,,,,,,,2022,Toyota,Avalon Hybrid.
2022     Toyota     Supra.,6.0,2.8,2.7,2.8,3.3,2.5,3.2,2.7,2022,Toyota,Supra.
2022     Toyota     Venza.,10.0,4.1,4.4,4.1,3.8,3.7,4.4,4.3,2022,Toyota,Venza.
2022     Toyota     Corolla Hybrid.,6.0,4.8,4.5,4.7,4.8,4.8,4.8,5.0,2022,Toyota,Corolla Hybrid.
2021     Toyota     Highlander.,95.0,4.9,4.9,4.8,4.8,4.8,4.8,4.9,2021,Toyota,Highlander.
2021     Toyota     RAV4 Hybrid.,55.0,4.8,4.8,4.7,4.7,4.7,4.7,4.9,2021,Toyota,RAV4 Hybrid.
2021     Toyota     Tundra.,36.0,4.8,4.9,4.8,4.7,4.7,4.8,4.8,2021,Toyota,Tundra.
2021     Toyota     4Runner.,42.0,4.9,5.0,4.9,4.8,4.9,4.9,4.9,2021,Toyota,4Runner.
2021     Toyota     RAV4.,105.0,4.8,4.8,4.7,4.7,4.7,4.8,4.9,2021,Toyota,RAV4.
2021     Toyota     Avalon.,11.0,4.8,4.6,4.7,4.7,4.5,4.9,5.0,2021,Toyota,Avalon.
2021     Toyota     Corolla.,75.0,4.8,4.8,4.7,4.8,4.7,4.8,4.9,2021,Toyota,Corolla.
2021     Toyota     Sienna.,30.0,4.3,4.3,4.2,4.3,4.3,4.5,4.3,2021,Toyota,Sienna.
2021     Toyota     Supra.,13.0,3.3,3.2,3.1,3.5,3.1,3.7,3.2,2021,Toyota,Supra.
2021     Toyota     Tacoma.,87.0,4.8,4.8,4.7,4.6,4.7,4.9,4.9,2021,Toyota,Tacoma.
2021     Toyota     Sequoia.,4.0,4.9,5.0,4.8,5.0,4.8,5.0,5.0,2021,Toyota,Sequoia.
2021     Toyota     Corolla Hatchback.,11.0,4.9,4.6,4.8,4.8,4.9,5.0,5.0,2021,Toyota,Corolla Hatchback.
2021     Toyota     Highlander Hybrid.,32.0,4.7,4.8,4.6,4.7,4.7,4.7,5.0,2021,Toyota,Highlander Hybrid.
2021     Toyota     C-HR.,27.0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2021,Toyota,C-HR.
2021     Toyota     Camry Hybrid.,9.0,4.8,4.6,4.6,4.7,4.9,5.0,4.9,2021,Toyota,Camry Hybrid.
2021     Toyota     Camry.,72.0,4.8,4.8,4.8,4.8,4.8,4.9,4.9,2021,Toyota,Camry.
2021     Toyota     Venza.,73.0,4.7,4.7,4.7,4.6,4.5,4.9,4.7,2021,Toyota,Venza.
2021     Toyota     Avalon Hybrid.,8.0,4.7,4.6,4.9,4.6,4.5,4.5,5.0,2021,Toyota,Avalon Hybrid.
2021     Toyota     Prius.,18.0,4.6,4.6,4.6,4.7,4.8,4.5,4.7,2021,Toyota,Prius.
2021     Toyota     Prius Prime.,10.0,4.8,4.9,4.9,4.6,4.8,4.9,4.9,2021,Toyota,Prius Prime.
2021     Toyota     RAV4 Prime.,43.0,4.8,4.8,4.8,4.9,4.6,4.9,4.9,2021,Toyota,RAV4 Prime.
2021     Toyota     Corolla Hybrid.,15.0,4.8,4.8,4.5,4.9,5.0,4.7,5.0,2021,Toyota,Corolla Hybrid.
2021     Toyota     Land Cruiser.,2.0,4.6,4.5,4.5,5.0,4.5,4.5,5.0,2021,Toyota,Land Cruiser.
2020     Toyota     Camry.,146.0,4.7,4.7,4.7,4.7,4.7,4.8,4.8,2020,Toyota,Camry.
2020     Toyota     Tundra.,67.0,4.8,4.8,4.6,4.7,4.6,4.8,4.9,2020,Toyota,Tundra.
2020     Toyota     Tacoma.,124.0,4.7,4.6,4.7,4.6,4.7,4.9,4.8,2020,Toyota,Tacoma.
2020     Toyota     Corolla Hatchback.,18.0,4.9,4.9,4.9,4.9,4.8,4.9,5.0,2020,Toyota,Corolla Hatchback.
2020     Toyota     Sequoia.,6.0,4.9,5.0,4.8,5.0,4.7,4.7,5.0,2020,Toyota,Sequoia.
2020     Toyota     Highlander.,104.0,4.6,4.6,4.7,4.7,4.5,4.7,4.8,2020,Toyota,Highlander.
2020     Toyota     Camry Hybrid.,17.0,4.7,4.9,4.8,4.4,4.4,4.9,4.6,2020,Toyota,Camry Hybrid.
2020     Toyota     Sienna.,37.0,4.7,4.7,4.8,4.8,4.5,4.7,4.8,2020,Toyota,Sienna.
2020     Toyota     4Runner.,84.0,4.8,4.8,4.7,4.7,4.6,4.8,4.9,2020,Toyota,4Runner.
2020     Toyota     Highlander Hybrid.,26.0,4.6,4.8,4.6,4.6,4.4,4.6,4.8,2020,Toyota,Highlander Hybrid.
2020     Toyota     Corolla.,236.0,4.7,4.7,4.7,4.7,4.7,4.8,4.8,2020,Toyota,Corolla.
2020     Toyota     RAV4 Hybrid.,97.0,4.7,4.7,4.6,4.7,4.5,4.8,4.7,2020,Toyota,RAV4 Hybrid.
2020     Toyota     Avalon.,17.0,4.9,5.0,4.8,4.8,4.6,4.9,4.9,2020,Toyota,Avalon.
2020     Toyota     C-HR.,28.0,4.9,5.0,4.9,4.9,4.8,5.0,5.0,2020,Toyota,C-HR.
2020     Toyota     Supra.,20.0,4.4,4.4,4.2,4.7,4.4,4.6,4.7,2020,Toyota,Supra.
2020     Toyota     RAV4.,172.0,4.7,4.8,4.7,4.7,4.6,4.8,4.7,2020,Toyota,RAV4.
2020     Toyota     Prius.,18.0,4.7,4.8,4.7,4.7,4.6,4.8,4.6,2020,Toyota,Prius.
2020     Toyota     Avalon Hybrid.,12.0,4.8,4.9,4.8,4.6,4.8,4.8,5.0,2020,Toyota,Avalon Hybrid.
2020     Toyota     Corolla Hybrid.,30.0,4.6,4.4,4.2,4.6,4.7,4.7,4.9,2020,Toyota,Corolla Hybrid.
2020     Toyota     Yaris Sedan.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Toyota,Yaris Sedan.
2020     Toyota     Prius Prime.,22.0,4.6,4.8,4.5,4.7,4.6,4.5,4.8,2020,Toyota,Prius Prime.
2020     Toyota     Land Cruiser.,2.0,4.7,5.0,4.5,5.0,4.5,4.0,5.0,2020,Toyota,Land Cruiser.
2020     Toyota     86.,3.0,4.8,4.7,4.3,4.7,5.0,4.7,5.0,2020,Toyota,86.
2019     Toyota     Land Cruiser.,7.0,4.3,4.4,4.0,4.1,4.3,4.4,4.4,2019,Toyota,Land Cruiser.
2019     Toyota     Highlander.,364.0,4.6,4.8,4.7,4.6,4.5,4.7,4.6,2019,Toyota,Highlander.
2019     Toyota     Corolla.,170.0,4.8,4.8,4.7,4.7,4.7,4.8,4.8,2019,Toyota,Corolla.
2019     Toyota     C-HR.,92.0,4.8,4.8,4.8,4.7,4.7,4.9,4.8,2019,Toyota,C-HR.
2019     Toyota     Avalon.,114.0,4.7,4.8,4.7,4.8,4.6,4.7,4.8,2019,Toyota,Avalon.
2019     Toyota     Avalon Hybrid.,36.0,4.8,4.8,4.7,4.7,4.6,4.8,4.9,2019,Toyota,Avalon Hybrid.
2019     Toyota     Tundra.,128.0,4.8,4.9,4.7,4.9,4.7,4.8,4.9,2019,Toyota,Tundra.
2019     Toyota     Corolla Hatchback.,54.0,4.8,4.8,4.7,4.7,4.7,4.9,4.9,2019,Toyota,Corolla Hatchback.
2019     Toyota     RAV4 Hybrid.,139.0,4.6,4.7,4.5,4.6,4.5,4.7,4.7,2019,Toyota,RAV4 Hybrid.
2019     Toyota     4Runner.,189.0,4.8,4.8,4.7,4.8,4.7,4.8,4.9,2019,Toyota,4Runner.
2019     Toyota     Sienna.,45.0,4.6,4.7,4.6,4.6,4.4,4.6,4.7,2019,Toyota,Sienna.
2019     Toyota     Tacoma.,254.0,4.5,4.5,4.5,4.3,4.3,4.7,4.6,2019,Toyota,Tacoma.
2019     Toyota     86.,4.0,4.8,5.0,5.0,4.5,5.0,5.0,4.5,2019,Toyota,86.
2019     Toyota     Yaris Sedan.,17.0,4.7,4.4,4.1,4.7,5.0,4.8,4.9,2019,Toyota,Yaris Sedan.
2019     Toyota     RAV4.,450.0,4.5,4.6,4.6,4.4,4.4,4.7,4.6,2019,Toyota,RAV4.
2019     Toyota     Prius.,44.0,4.8,4.9,4.7,4.9,4.8,4.8,4.9,2019,Toyota,Prius.
2019     Toyota     Sequoia.,16.0,4.7,4.9,4.5,4.7,4.4,4.4,5.0,2019,Toyota,Sequoia.
2019     Toyota     Prius Prime.,6.0,4.8,4.7,4.7,4.8,4.8,4.3,5.0,2019,Toyota,Prius Prime.
2019     Toyota     Camry.,312.0,4.8,4.8,4.7,4.7,4.7,4.9,4.8,2019,Toyota,Camry.
2019     Toyota     Camry Hybrid.,33.0,4.9,4.9,4.9,5.0,4.9,5.0,4.9,2019,Toyota,Camry Hybrid.
2019     Toyota     Highlander Hybrid.,28.0,4.8,4.9,4.9,4.9,4.8,4.8,4.5,2019,Toyota,Highlander Hybrid.
2019     Toyota     Prius c.,1.0,4.9,5.0,5.0,5.0,5.0,5.0,4.0,2019,Toyota,Prius c.
2018     Toyota     Camry.,783.0,4.7,4.7,4.6,4.6,4.6,4.8,4.8,2018,Toyota,Camry.
2018     Toyota     Tundra.,199.0,4.8,4.8,4.6,4.9,4.6,4.8,4.9,2018,Toyota,Tundra.
2018     Toyota     Prius Prime.,48.0,4.6,4.6,4.4,4.8,4.6,4.6,4.8,2018,Toyota,Prius Prime.
2018     Toyota     Highlander.,420.0,4.8,4.8,4.7,4.7,4.6,4.8,4.8,2018,Toyota,Highlander.
2018     Toyota     4Runner.,255.0,4.8,4.8,4.7,4.7,4.7,4.9,4.9,2018,Toyota,4Runner.
2018     Toyota     86.,3.0,4.8,4.7,4.3,4.7,5.0,5.0,5.0,2018,Toyota,86.
2018     Toyota     Yaris iA.,44.0,4.4,4.2,4.2,4.1,4.6,4.6,4.5,2018,Toyota,Yaris iA.
2018     Toyota     Tacoma.,289.0,4.6,4.6,4.6,4.5,4.5,4.8,4.8,2018,Toyota,Tacoma.
2018     Toyota     Avalon.,63.0,4.7,4.7,4.6,4.8,4.6,4.7,4.9,2018,Toyota,Avalon.
2018     Toyota     Sienna.,82.0,4.7,4.8,4.6,4.6,4.5,4.6,4.7,2018,Toyota,Sienna.
2018     Toyota     Camry Hybrid.,92.0,4.8,4.8,4.7,4.8,4.7,4.7,4.9,2018,Toyota,Camry Hybrid.
2018     Toyota     Sequoia.,20.0,4.6,4.7,4.6,4.6,4.5,4.6,4.7,2018,Toyota,Sequoia.
2018     Toyota     Corolla.,334.0,4.7,4.7,4.6,4.7,4.7,4.7,4.9,2018,Toyota,Corolla.
2018     Toyota     Corolla iM.,45.0,4.8,4.8,4.7,4.7,4.8,4.8,4.9,2018,Toyota,Corolla iM.
2018     Toyota     Avalon Hybrid.,17.0,4.7,5.0,4.7,4.6,4.4,4.6,4.9,2018,Toyota,Avalon Hybrid.
2018     Toyota     Land Cruiser.,13.0,4.6,4.8,4.6,4.5,4.2,4.5,5.0,2018,Toyota,Land Cruiser.
2018     Toyota     C-HR.,199.0,4.7,4.7,4.5,4.6,4.6,4.9,4.8,2018,Toyota,C-HR.
2018     Toyota     RAV4.,771.0,4.8,4.8,4.7,4.8,4.7,4.8,4.9,2018,Toyota,RAV4.
2018     Toyota     Highlander Hybrid.,37.0,4.9,4.9,4.8,4.9,4.8,4.8,5.0,2018,Toyota,Highlander Hybrid.
2018     Toyota     RAV4 Hybrid.,115.0,4.8,4.8,4.7,4.9,4.7,4.7,4.9,2018,Toyota,RAV4 Hybrid.
2018     Toyota     Prius c.,18.0,4.7,4.8,4.8,4.5,4.7,4.7,4.9,2018,Toyota,Prius c.
2018     Toyota     Prius.,83.0,4.8,4.8,4.7,4.8,4.8,4.7,5.0,2018,Toyota,Prius.
2018     Toyota     Yaris.,30.0,4.7,4.6,4.6,4.6,4.7,4.9,4.9,2018,Toyota,Yaris.
2017     Toyota     Sequoia.,16.0,4.6,4.8,4.2,4.8,4.6,4.5,4.8,2017,Toyota,Sequoia.
2017     Toyota     Prius Prime.,85.0,4.8,4.7,4.6,4.7,4.8,4.6,4.9,2017,Toyota,Prius Prime.
2017     Toyota     Corolla.,383.0,4.7,4.7,4.7,4.6,4.7,4.7,4.8,2017,Toyota,Corolla.
2017     Toyota     Sienna.,147.0,4.7,4.8,4.8,4.6,4.6,4.7,4.8,2017,Toyota,Sienna.
2017     Toyota     Highlander.,349.0,4.8,4.9,4.8,4.7,4.7,4.8,4.8,2017,Toyota,Highlander.
2017     Toyota     Tundra.,167.0,4.7,4.8,4.5,4.8,4.6,4.7,4.8,2017,Toyota,Tundra.
2017     Toyota     Prius.,134.0,4.7,4.7,4.5,4.8,4.8,4.6,4.9,2017,Toyota,Prius.
2017     Toyota     Corolla iM.,51.0,4.6,4.5,4.6,4.4,4.6,4.8,4.8,2017,Toyota,Corolla iM.
2017     Toyota     Land Cruiser.,7.0,4.8,4.9,4.9,4.7,4.7,4.7,5.0,2017,Toyota,Land Cruiser.
2017     Toyota     Avalon.,63.0,4.8,4.9,4.8,4.9,4.9,4.8,4.9,2017,Toyota,Avalon.
2017     Toyota     86.,36.0,4.5,4.5,4.3,4.5,4.4,4.8,4.7,2017,Toyota,86.
2017     Toyota     Camry Hybrid.,39.0,4.9,4.8,4.8,4.9,4.8,4.9,5.0,2017,Toyota,Camry Hybrid.
2017     Toyota     Highlander Hybrid.,39.0,4.8,4.9,4.7,4.8,4.5,4.6,4.9,2017,Toyota,Highlander Hybrid.
2017     Toyota     Tacoma.,391.0,4.6,4.5,4.6,4.4,4.4,4.7,4.8,2017,Toyota,Tacoma.
2017     Toyota     4Runner.,152.0,4.8,4.8,4.6,4.7,4.7,4.9,4.9,2017,Toyota,4Runner.
2017     Toyota     Prius v.,29.0,4.6,4.7,4.6,4.6,4.6,4.4,4.9,2017,Toyota,Prius v.
2017     Toyota     Yaris.,27.0,4.7,4.7,4.7,4.6,4.6,4.7,4.8,2017,Toyota,Yaris.
2017     Toyota     RAV4.,591.0,4.8,4.8,4.7,4.7,4.7,4.8,4.9,2017,Toyota,RAV4.
2017     Toyota     RAV4 Hybrid.,117.0,4.7,4.6,4.6,4.7,4.6,4.7,4.8,2017,Toyota,RAV4 Hybrid.
2017     Toyota     Yaris iA.,67.0,4.4,4.4,4.3,4.3,4.4,4.4,4.5,2017,Toyota,Yaris iA.
2017     Toyota     Camry.,469.0,4.7,4.7,4.6,4.7,4.7,4.7,4.8,2017,Toyota,Camry.
2017     Toyota     Avalon Hybrid.,8.0,4.8,5.0,4.9,4.8,4.4,4.6,5.0,2017,Toyota,Avalon Hybrid.
2017     Toyota     Prius c.,10.0,4.3,4.1,4.2,4.0,4.5,4.5,4.8,2017,Toyota,Prius c.
2016     Toyota     Tacoma.,165.0,4.4,4.4,4.4,4.2,4.3,4.7,4.5,2016,Toyota,Tacoma.
2016     Toyota     Camry.,249.0,4.7,4.7,4.6,4.7,4.7,4.7,4.9,2016,Toyota,Camry.
2016     Toyota     Corolla.,314.0,4.6,4.6,4.5,4.5,4.6,4.6,4.8,2016,Toyota,Corolla.
2016     Toyota     Sequoia.,15.0,4.8,5.0,4.7,4.9,4.7,4.4,5.0,2016,Toyota,Sequoia.
2016     Toyota     Prius.,98.0,4.8,4.7,4.7,4.7,4.8,4.7,4.9,2016,Toyota,Prius.
2016     Toyota     Sienna.,68.0,4.8,4.8,4.7,4.7,4.6,4.7,4.9,2016,Toyota,Sienna.
2016     Toyota     Highlander.,184.0,4.8,4.8,4.7,4.8,4.7,4.8,4.9,2016,Toyota,Highlander.
2016     Toyota     4Runner.,141.0,4.7,4.7,4.6,4.6,4.6,4.8,4.9,2016,Toyota,4Runner.
2016     Toyota     RAV4 Hybrid.,36.0,4.7,4.6,4.6,4.8,4.8,4.7,4.9,2016,Toyota,RAV4 Hybrid.
2016     Toyota     Mirai.,,,,,,,,,2016,Toyota,Mirai.
2016     Toyota     Prius v.,12.0,4.8,4.8,4.8,4.7,4.8,4.7,5.0,2016,Toyota,Prius v.
2016     Toyota     Avalon.,74.0,4.8,4.8,4.7,4.9,4.7,4.8,4.8,2016,Toyota,Avalon.
2016     Toyota     Tundra.,108.0,4.8,4.8,4.6,4.9,4.7,4.8,5.0,2016,Toyota,Tundra.
