police_department,contraband_found,driver_gender,fine_grained_location,is_arrested,county_fips,driver_age,stop_duration,drugs_related_stop,stop_time,id,stop_outcome,driver_age_raw,violation_raw,state,driver_race_raw,search_conducted,driver_race,violation,location_raw,search_type,county_name,stop_date,search_type_raw,district,out_of_state
600,False,M,,False,,19.0,0-15 Min,False,11:05,RI-2006-02049,Citation,1987.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-01-12,,Zone K1,True
500,False,M,,False,,21.0,16-30 Min,False,10:09,RI-2006-22077,Citation,1985.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-17,,Zone K3,True
900,False,M,,False,,25.0,0-15 Min,False,10:25,RI-2006-02992,Citation,1981.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-17,,Zone K2,False
300,False,,,,,,,False,15:40,RI-2006-15355,,,,RI,,False,,,Zone K3,,,2006-04-03,,Zone K3,
500,False,M,,False,,27.0,0-15 Min,False,00:40,RI-2005-05966,Citation,1978.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-11-07,,Zone X4,True
300,False,M,,False,,26.0,0-15 Min,False,09:05,RI-2005-11616,Citation,1979.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-12-13,,Zone K3,True
900,False,M,,False,,27.0,0-15 Min,False,10:15,RI-2005-06221,Citation,1978.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K2,,,2005-11-08,,Zone K2,False
500,False,M,,False,,25.0,16-30 Min,False,23:00,RI-2006-11850,Citation,1981.0,Speeding,RI,B,True,Black,Speeding,Zone X4,Incident to Arrest,,2006-03-13,Incident to Arrest,Zone X4,True
500,False,F,,False,,20.0,0-15 Min,False,10:35,RI-2005-04472,Citation,1985.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-10-30,,Zone X4,True
300,False,M,,False,,40.0,0-15 Min,False,16:25,RI-2005-01850,Citation,1965.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-10-12,,Zone K3,False
300,False,M,,False,,30.0,16-30 Min,False,20:00,RI-2005-09723,Citation,1975.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-11-29,,Zone K3,True
600,False,M,,False,,23.0,0-15 Min,False,11:03,RI-2006-10880,Citation,1983.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-03-08,,Zone K1,False
500,False,M,,False,,32.0,0-15 Min,False,23:48,RI-2005-06858,Citation,1973.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-11-11,,Zone X4,False
300,False,F,,False,,34.0,0-15 Min,False,16:18,RI-2006-08891,Citation,1972.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-02-22,,Zone K3,False
500,False,M,,False,,40.0,0-15 Min,False,23:20,RI-2006-15785,Citation,1966.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-04-05,,Zone X4,False
500,False,M,,False,,31.0,0-15 Min,False,10:30,RI-2006-24605,Citation,1975.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-05-30,,Zone X4,True
300,False,M,,True,,38.0,16-30 Min,False,09:02,RI-2005-04022,Arrest Driver,1967.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K3,,,2005-10-28,,Zone K3,False
900,False,F,,False,,25.0,0-15 Min,False,07:07,RI-2005-04779,Citation,1980.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone X4,,,2005-11-01,,Zone X4,False
600,False,F,,False,,31.0,0-15 Min,False,17:10,RI-2006-11292,Citation,1975.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-03-10,,Zone K1,True
900,False,F,,False,,42.0,0-15 Min,False,01:24,RI-2005-11746,Citation,1963.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2005-12-14,,Zone K2,False
900,False,M,,False,,39.0,0-15 Min,False,12:50,RI-2006-03363,Citation,1967.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K2,,,2006-01-19,,Zone K2,False
300,False,M,,False,,28.0,30+ Min,False,20:45,RI-2006-20193,Citation,1978.0,Other Traffic Violation,RI,W,True,White,Moving violation,Zone K3,"Incident to Arrest,Inventory",,2006-05-02,"Incident to Arrest,Inventory/Tow",Zone K3,False
500,False,M,,False,,21.0,0-15 Min,False,23:57,RI-2006-19784,Citation,1985.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-04-29,,Zone X4,False
300,False,F,,False,,47.0,0-15 Min,False,17:40,RI-2006-22270,Citation,1959.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K3,,,2006-05-18,,Zone K3,False
600,False,M,,False,,61.0,0-15 Min,False,10:00,RI-2006-20249,Citation,1945.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-05-03,,Zone K1,True
203,False,M,,False,,39.0,16-30 Min,False,11:02,RI-2006-23491,Citation,1967.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K2,,,2006-05-25,,Zone K2,False
300,False,M,,False,,46.0,0-15 Min,False,09:55,RI-2006-01130,Citation,1960.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-01-08,,Zone K3,True
500,False,M,,False,,22.0,0-15 Min,False,15:30,RI-2006-05621,Citation,1984.0,Call for Service,RI,W,False,White,Other,Zone X4,,,2006-01-31,,Zone X4,False
500,False,M,,True,,26.0,16-30 Min,False,14:00,RI-2005-07747,Arrest Driver,1979.0,Equipment/Inspection Violation,RI,B,False,Black,Equipment,Zone X4,,,2005-11-17,,Zone X4,False
300,False,M,,False,,32.0,0-15 Min,False,06:55,RI-2005-02412,Citation,1973.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-10-18,,Zone K3,False
600,False,F,,False,,48.0,0-15 Min,False,16:15,RI-2006-18270,Citation,1958.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-04-21,,Zone K1,True
300,False,M,,False,,28.0,0-15 Min,False,12:50,RI-2006-25428,Citation,1978.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-06-04,,Zone K3,True
500,False,M,,False,,32.0,16-30 Min,False,11:05,RI-2006-09564,N/D,1974.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone X4,,,2006-02-27,,Zone X4,False
900,False,M,,False,,31.0,0-15 Min,False,23:55,RI-2006-26774,Citation,1975.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-06-11,,Zone K2,False
300,False,M,,False,,42.0,0-15 Min,False,23:20,RI-2005-11566,Citation,1963.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-12-12,,Zone K3,False
500,False,M,,False,,40.0,16-30 Min,False,08:05,RI-2005-02609,Citation,1965.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X4,,,2005-10-19,,Zone X4,False
300,False,M,,False,,29.0,0-15 Min,False,06:35,RI-2005-04939,No Action,1976.0,Call for Service,RI,W,False,White,Other,Zone K3,,,2005-11-02,,Zone K3,False
900,False,M,,False,,59.0,0-15 Min,False,19:40,RI-2005-03960,Citation,1946.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K2,,,2005-10-27,,Zone K2,False
600,False,,,,,,,False,10:23,RI-2006-17353,,,,RI,,False,,,Zone K1,,,2006-04-15,,Zone K1,
900,False,M,,True,,22.0,30+ Min,False,11:00,RI-2006-18218,Arrest Driver,1984.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-04-21,,Zone K2,True
0,False,F,,False,,39.0,0-15 Min,False,23:40,RI-2006-16427,Citation,1967.0,Speeding,RI,W,False,White,Speeding,Zone X1,,,2006-04-09,,Zone X1,False
900,False,M,,True,,22.0,16-30 Min,False,19:55,RI-2006-23764,Arrest Driver,1984.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-05-26,,Zone K2,False
600,False,M,,False,,23.0,0-15 Min,False,10:00,RI-2006-13914,Citation,1983.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-03-25,,Zone K1,False
900,False,M,,False,,38.0,0-15 Min,False,15:00,RI-2006-18775,Citation,1968.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-04-24,,Zone K2,False
300,False,M,,False,,23.0,0-15 Min,False,01:25,RI-2005-04919,Citation,1982.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-11-02,,Zone K3,True
500,False,,,,,,,False,13:00,RI-2006-15513,,,,RI,,False,,,Zone X4,,,2006-04-04,,Zone X4,
500,False,M,,False,,48.0,0-15 Min,False,16:40,RI-2005-00256,Citation,1957.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-10-01,,Zone X4,False
500,False,F,,False,,19.0,0-15 Min,False,02:15,RI-2005-00756,N/D,1986.0,Equipment/Inspection Violation,RI,B,False,Black,Equipment,Zone X4,,,2005-10-05,,Zone X4,False
300,False,M,,False,,18.0,0-15 Min,False,19:05,RI-2005-08113,Citation,1987.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-11-19,,Zone K3,False
300,False,M,,False,,20.0,0-15 Min,False,11:00,RI-2006-11929,Citation,1986.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K3,,,2006-03-14,,Zone K3,False
500,False,M,,False,,45.0,16-30 Min,False,09:30,RI-2006-03717,Citation,1961.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-01-21,,Zone X4,False
500,False,M,,False,,35.0,16-30 Min,False,01:52,RI-2005-05973,No Action,1970.0,Call for Service,RI,W,False,White,Other,Zone X4,,,2005-11-07,,Zone X4,True
500,False,F,,False,,42.0,0-15 Min,False,17:50,RI-2005-00558,Citation,1963.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-10-03,,Zone X4,False
0,False,,,,,,,False,14:14,RI-2006-11968,,,,RI,,False,,,Zone X1,,,2006-03-14,,Zone X1,
300,False,M,,False,,24.0,0-15 Min,False,14:24,RI-2006-07778,Citation,1982.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-02-15,,Zone K1,False
500,False,M,,False,,36.0,0-15 Min,False,03:00,RI-2005-01711,N/D,1969.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X4,,,2005-10-11,,Zone X4,False
900,False,M,,False,,87.0,0-15 Min,False,08:40,RI-2006-16873,Citation,1919.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K2,,,2006-04-12,,Zone K2,False
500,False,M,,False,,25.0,16-30 Min,False,01:45,RI-2006-02727,Citation,1981.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone X4,,,2006-01-16,,Zone X4,False
200,False,M,,False,,44.0,0-15 Min,False,14:20,RI-2005-06968,Citation,1961.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2005-11-12,,Zone X3,False
600,False,M,,False,,18.0,0-15 Min,False,23:10,RI-2006-03621,Citation,1988.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-01-20,,Zone K1,False
300,False,M,,False,,26.0,0-15 Min,False,06:30,RI-2006-21800,Citation,1980.0,Speeding,RI,B,False,Black,Speeding,Zone K3,,,2006-05-15,,Zone K3,True
300,False,F,,False,,44.0,0-15 Min,False,14:13,RI-2006-19100,Citation,1962.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-04-26,,Zone K3,False
300,False,F,,False,,47.0,0-15 Min,False,10:12,RI-2005-07550,Citation,1958.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-11-16,,Zone K3,False
300,False,M,,False,,24.0,0-15 Min,False,12:55,RI-2005-02179,Citation,1981.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-10-16,,Zone K3,False
900,False,F,,False,,26.0,0-15 Min,False,23:30,RI-2006-06078,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-02-03,,Zone K2,True
500,False,F,,False,,25.0,0-15 Min,False,22:55,RI-2006-14680,Citation,1981.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X4,,,2006-03-30,,Zone X4,True
300,False,M,,False,,22.0,16-30 Min,False,11:40,RI-2005-10640,Citation,1983.0,Call for Service,RI,W,False,White,Other,Zone K3,,,2005-12-06,,Zone K3,False
900,False,M,,False,,54.0,0-15 Min,False,07:50,RI-2006-24123,Citation,1952.0,Speeding,RI,B,False,Black,Speeding,Zone K2,,,2006-05-28,,Zone K2,True
300,False,M,,False,,47.0,0-15 Min,False,19:40,RI-2005-04887,Citation,1958.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-11-01,,Zone K3,False
600,False,F,,False,,52.0,0-15 Min,False,19:15,RI-2005-11710,Citation,1953.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K1,,,2005-12-13,,Zone K1,False
500,False,M,,False,,30.0,0-15 Min,False,22:40,RI-2006-26354,Citation,1976.0,Speeding,RI,I,False,Asian,Speeding,Zone X4,,,2006-06-09,,Zone X4,True
300,False,F,,False,,38.0,0-15 Min,False,15:30,RI-2006-22897,Citation,1968.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-21,,Zone K3,True
600,False,M,,False,,35.0,16-30 Min,False,12:50,RI-2006-00337,Citation,1971.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K1,,,2006-01-03,,Zone K1,False
300,False,F,,False,,40.0,0-15 Min,False,14:50,RI-2006-18773,Citation,1966.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-04-24,,Zone K3,False
300,False,M,,False,,35.0,0-15 Min,False,22:18,RI-2006-04469,Citation,1971.0,Speeding,RI,I,False,Asian,Speeding,Zone K3,,,2006-01-25,,Zone K3,True
300,False,M,,False,,49.0,0-15 Min,False,11:42,RI-2005-11778,No Action,1956.0,Call for Service,RI,W,False,White,Other,Zone X4,,,2005-12-14,,Zone X4,False
600,False,F,,False,,23.0,0-15 Min,False,14:30,RI-2006-17397,Citation,1983.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-04-15,,Zone K1,True
900,False,M,,False,,45.0,0-15 Min,False,14:26,RI-2006-20805,Citation,1961.0,Speeding,RI,L,False,Hispanic,Speeding,Zone K2,,,2006-05-06,,Zone K2,False
500,False,M,,False,,35.0,0-15 Min,False,10:19,RI-2006-11213,Citation,1971.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone X4,,,2006-03-10,,Zone X4,True
200,False,M,,False,,52.0,0-15 Min,False,09:00,RI-2006-03318,Citation,1954.0,Motorist Assist/Courtesy,RI,W,False,White,Other,Zone X3,,,2006-01-19,,Zone X3,False
300,False,M,,False,,48.0,0-15 Min,False,09:10,RI-2006-26612,Citation,1958.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-06-11,,Zone K3,True
300,False,M,,False,,20.0,0-15 Min,False,02:08,RI-2005-03051,Citation,1985.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-10-22,,Zone K3,True
900,False,M,,False,,42.0,0-15 Min,False,07:00,RI-2006-21594,Citation,1964.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-05-13,,Zone K2,False
500,False,F,,False,,23.0,0-15 Min,False,00:00,RI-2006-12357,Citation,1983.0,Equipment/Inspection Violation,RI,B,False,Black,Equipment,Zone X4,,,2006-03-17,,Zone X4,False
500,False,M,,False,,34.0,0-15 Min,False,21:00,RI-2006-18300,Citation,1972.0,Registration Violation,RI,B,False,Black,Registration/plates,Zone X4,,,2006-04-21,,Zone X4,False
600,False,F,,False,,50.0,0-15 Min,False,23:05,RI-2006-21351,Citation,1956.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-05-10,,Zone K1,True
600,False,F,,False,,21.0,16-30 Min,False,18:50,RI-2006-14959,Citation,1985.0,Call for Service,RI,B,False,Black,Other,Zone X4,,,2006-04-01,,Zone X4,False
200,False,M,,False,,24.0,0-15 Min,False,01:10,RI-2005-11991,Citation,1981.0,Equipment/Inspection Violation,RI,B,False,Black,Equipment,Zone X3,,,2005-12-16,,Zone X3,False
202,False,M,,False,,35.0,0-15 Min,False,16:03,RI-2006-14346,N/D,1971.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K2,,,2006-03-28,,Zone K2,False
300,False,M,,False,,45.0,0-15 Min,False,13:15,RI-2005-06555,Citation,1960.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone K3,,,2005-11-10,,Zone K3,False
600,False,F,,False,,26.0,0-15 Min,False,17:45,RI-2005-02664,Citation,1979.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2005-10-19,,Zone K1,False
600,False,F,,False,,54.0,0-15 Min,False,16:12,RI-2006-09431,Citation,1952.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-02-26,,Zone K1,True
300,False,M,,False,,35.0,0-15 Min,False,21:05,RI-2005-07474,Citation,1970.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-11-15,,Zone K3,False
500,False,M,,False,,62.0,0-15 Min,False,11:00,RI-2005-03299,Citation,1943.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-10-23,,Zone X4,True
300,False,M,,False,,43.0,0-15 Min,False,01:10,RI-2006-16711,Citation,1963.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone K3,,,2006-04-11,,Zone K3,True
600,False,M,,False,,30.0,0-15 Min,False,15:50,RI-2005-04567,Citation,1975.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2005-10-30,,Zone K1,True
600,False,F,,False,,21.0,0-15 Min,False,11:30,RI-2006-01872,Citation,1985.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-01-11,,Zone K1,False
900,False,F,,False,,29.0,0-15 Min,False,14:00,RI-2006-05028,Citation,1977.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-28,,Zone K2,True
300,False,M,,False,,23.0,0-15 Min,False,09:02,RI-2006-18719,Citation,1983.0,Speeding,RI,I,False,Asian,Speeding,Zone K3,,,2006-04-24,,Zone K3,False
900,False,M,,False,,48.0,0-15 Min,False,10:55,RI-2005-08032,Citation,1957.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2005-11-19,,Zone K2,False
300,False,M,,False,,46.0,0-15 Min,False,00:10,RI-2005-12546,Citation,1959.0,Speeding,RI,B,False,Black,Speeding,Zone K3,,,2005-12-20,,Zone K3,True
500,False,M,,False,,34.0,0-15 Min,False,20:57,RI-2005-12532,Citation,1971.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-12-19,,Zone X4,True
000,False,F,,False,,60.0,0-15 Min,False,09:45,RI-2006-22763,Citation,1946.0,Speeding,RI,W,False,White,Speeding,Zone X1,,,2006-05-21,,Zone X1,False
600,False,M,,False,,31.0,0-15 Min,False,00:15,RI-2006-10151,Citation,1975.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-03-04,,Zone K1,False
600,False,M,,False,,37.0,0-15 Min,False,11:00,RI-2006-13085,Citation,1969.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-03-21,,Zone K1,True
500,False,M,,False,,33.0,0-15 Min,False,13:20,RI-2006-23519,Citation,1973.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X4,,,2006-05-25,,Zone X4,False
900,False,M,,False,,28.0,0-15 Min,False,23:00,RI-2005-03971,Citation,1977.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2005-10-27,,Zone K2,False
900,False,M,,False,,38.0,0-15 Min,False,23:35,RI-2006-12166,Citation,1968.0,Speeding,RI,B,False,Black,Speeding,Zone K2,,,2006-03-15,,Zone K2,False
900,False,M,,False,,23.0,16-30 Min,False,10:35,RI-2006-24380,Citation,1983.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-05-29,,Zone K2,False
500,False,M,,False,,23.0,0-15 Min,False,00:00,RI-2005-03443,Citation,1982.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-10-24,,Zone X4,False
000,False,,,,,,,False,06:09,RI-2006-21002,,,,RI,,False,,,Zone X1,,,2006-05-08,,Zone X1,
300,False,M,,False,,50.0,0-15 Min,False,02:15,RI-2005-09627,Citation,1955.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-11-29,,Zone K3,True
500,False,M,,False,,32.0,16-30 Min,False,09:45,RI-2006-09723,Citation,1974.0,Registration Violation,RI,W,False,White,Registration/plates,Zone X4,,,2006-02-28,,Zone X4,False
200,False,M,,False,,55.0,0-15 Min,False,12:15,RI-2006-00490,Citation,1951.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-01-04,,Zone X3,False
900,False,M,,False,,41.0,0-15 Min,False,19:35,RI-2005-13293,Citation,1964.0,Speeding,RI,B,False,Black,Speeding,Zone K2,,,2005-12-26,,Zone K2,True
500,False,M,,False,,16.0,30+ Min,False,00:30,RI-2005-12859,Citation,1989.0,Speeding,RI,B,False,Black,Speeding,Zone X4,,,2005-12-22,,Zone X4,False
500,False,F,,False,,25.0,0-15 Min,False,20:50,RI-2006-06390,Citation,1981.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-02-05,,Zone X4,False
900,False,M,,False,,54.0,0-15 Min,False,07:00,RI-2005-11595,Citation,1951.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2005-12-13,,Zone K2,False
300,False,F,,False,,51.0,0-15 Min,False,07:15,RI-2006-25785,Citation,1955.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-06-06,,Zone K3,False
300,False,M,,False,,52.0,0-15 Min,False,16:30,RI-2006-15581,Citation,1954.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-04-04,,Zone K3,False
500,False,M,,False,,65.0,0-15 Min,False,02:00,RI-2006-25120,Citation,1941.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X4,,,2006-06-02,,Zone X4,False
200,False,M,,False,,39.0,16-30 Min,False,12:30,RI-2005-05890,Citation,1966.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2005-11-06,,Zone X3,False
600,True,M,,False,,25.0,16-30 Min,True,18:45,RI-2006-14830,Citation,1981.0,Speeding,RI,W,True,White,Speeding,Zone K1,Probable Cause,,2006-03-31,Odor of Drugs/Alcohol,Zone K1,False
200,False,M,,False,,44.0,0-15 Min,False,21:15,RI-2005-08658,Citation,1961.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2005-11-23,,Zone X3,False
900,False,F,,False,,28.0,0-15 Min,False,11:05,RI-2006-00199,Citation,1978.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-02,,Zone K2,False
500,False,M,,False,,37.0,0-15 Min,False,10:55,RI-2006-08857,Citation,1969.0,Equipment/Inspection Violation,RI,B,False,Black,Equipment,Zone X3,,,2006-02-22,,Zone X3,False
500,False,M,,False,,37.0,0-15 Min,False,19:35,RI-2005-02050,Citation,1968.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-10-15,,Zone X4,True
300,False,M,,False,,28.0,16-30 Min,False,18:30,RI-2006-01724,Citation,1978.0,Speeding,RI,H,False,Hispanic,Speeding,Zone K3,,,2006-01-10,,Zone K3,False
500,False,M,,False,,24.0,0-15 Min,False,22:45,RI-2006-05090,Citation,1982.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-01-28,,Zone X4,True
900,False,M,,False,,29.0,0-15 Min,False,08:40,RI-2006-15013,Citation,1977.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-04-02,,Zone K2,False
300,False,M,,False,,44.0,0-15 Min,False,15:08,RI-2006-10104,Citation,1962.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-03-03,,Zone K3,False
500,False,M,,False,,44.0,16-30 Min,False,12:10,RI-2005-03558,Citation,1961.0,Registration Violation,RI,W,False,White,Registration/plates,Zone X4,,,2005-10-24,,Zone X4,False
300,False,M,,False,,47.0,16-30 Min,False,13:00,RI-2005-13799,Citation,1958.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K3,,,2005-12-30,,Zone K3,True
600,False,M,,False,,34.0,0-15 Min,False,10:40,RI-2005-09684,Citation,1971.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2005-11-29,,Zone K1,False
200,False,M,,True,,39.0,0-15 Min,False,02:45,RI-2005-10207,Arrest Driver,1966.0,Registration Violation,RI,B,False,Black,Registration/plates,Zone X3,,,2005-12-03,,Zone X3,False
500,False,F,,False,,37.0,16-30 Min,False,12:35,RI-2005-04277,Citation,1968.0,Registration Violation,RI,B,False,Black,Registration/plates,Zone X4,,,2005-10-29,,Zone X4,False
300,False,M,,False,,46.0,0-15 Min,False,00:50,RI-2006-10022,Citation,1960.0,Speeding,RI,I,False,Asian,Speeding,Zone K3,,,2006-03-03,,Zone K3,True
300,False,F,,False,,52.0,0-15 Min,False,14:27,RI-2006-17773,Citation,1954.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-04-18,,Zone K3,False
500,False,F,,False,,28.0,0-15 Min,False,23:00,RI-2005-01041,Citation,1977.0,Speeding,RI,B,False,Black,Speeding,Zone X4,,,2005-10-06,,Zone X4,False
600,False,M,,False,,47.0,0-15 Min,False,15:05,RI-2006-25048,Citation,1959.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-06-01,,Zone K1,True
300,False,M,,False,,28.0,16-30 Min,False,10:40,RI-2006-11218,Citation,1978.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-03-10,,Zone K3,True
200,False,F,,False,,54.0,0-15 Min,False,13:20,RI-2005-10281,Citation,1951.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2005-12-03,,Zone X3,False
500,False,M,,False,,57.0,0-15 Min,False,07:55,RI-2005-10767,Citation,1948.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X4,,,2005-12-07,,Zone X4,False
900,False,M,,False,,64.0,0-15 Min,False,09:40,RI-2006-09375,Citation,1942.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-02-26,,Zone K2,True
500,False,M,,False,,28.0,0-15 Min,False,14:45,RI-2005-05911,Citation,1977.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-11-06,,Zone X4,False
900,False,M,,False,,30.0,0-15 Min,False,01:15,RI-2006-00572,Citation,1976.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K2,,,2006-01-05,,Zone K2,False
0,False,M,,False,,26.0,0-15 Min,False,23:50,RI-2006-17555,Citation,1980.0,Speeding,RI,B,False,Black,Speeding,Zone X1,,,2006-04-16,,Zone X1,False
200,False,F,,False,,44.0,0-15 Min,False,15:50,RI-2005-07608,Citation,1961.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2005-11-16,,Zone X3,False
200,False,M,,False,,63.0,0-15 Min,False,10:02,RI-2006-22777,Citation,1943.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-05-21,,Zone X3,False
600,False,M,,False,,20.0,0-15 Min,False,11:50,RI-2006-14927,Citation,1986.0,Speeding,RI,B,False,Black,Speeding,Zone K1,,,2006-04-01,,Zone K1,False
600,False,M,,False,,39.0,0-15 Min,False,18:37,RI-2005-03400,Citation,1966.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2005-10-23,,Zone K1,True
202,False,M,,False,,62.0,0-15 Min,False,11:05,RI-2006-03994,Citation,1944.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-22,,Zone K2,False
600,False,M,,False,,24.0,0-15 Min,False,16:23,RI-2005-13549,Citation,1981.0,Speeding,RI,B,False,Black,Speeding,Zone K1,,,2005-12-28,,Zone K1,True
900,False,F,,False,,26.0,0-15 Min,False,11:40,RI-2006-26870,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-06-12,,Zone K2,False
0,False,M,,False,,42.0,16-30 Min,False,14:12,RI-2006-17772,Citation,1964.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X1,,,2006-04-18,,Zone X1,True
