id,case_id,party_number,party_type,at_fault,party_sex,party_age,party_sobriety,party_drug_physical,direction_of_travel,party_safety_equipment_1,party_safety_equipment_2,financial_responsibility,hazardous_materials,cellphone_in_use,cellphone_use_type,school_bus_related,oaf_violation_code,oaf_violation_category,oaf_violation_section,oaf_violation_suffix,other_associate_factor_1,other_associate_factor_2,party_number_killed,party_number_injured,movement_preceding_collision,vehicle_year,vehicle_make,statewide_vehicle_type,chp_vehicle_type_towing,chp_vehicle_type_towed,party_race
810,3995207,1,driver,0,female,26,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2008,hyundai,passenger car,sport utility vehicle,00,white
811,3995207,2,driver,1,,,impairment unknown,G,south,unknown,,,,0,cellphone not in use,,,,,,none apparent,,0,0,merging,,,truck or truck tractor with trailer,truck tractor,semi,
812,3995210,1,driver,1,male,32,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2001,freightliner,truck or truck tractor,truck tractor,00,hispanic
813,3995210,2,driver,0,female,34,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2005,nissan,pickup or panel truck,pickups & panels,00,hispanic
814,3995211,1,driver,0,male,48,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,unsafe lane change,21658,A,violation,none apparent,0,0,proceeding straight,2005,freightliner,truck or truck tractor,two axle truck,00,hispanic
815,3995211,2,driver,1,female,31,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2006,nissan,passenger car,sport utility vehicle,00,white
816,3995214,1,driver,1,male,50,had not been drinking,,west,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2004,mazda,passenger car,"passenger car, station",00,black
817,3995214,2,driver,0,male,56,had not been drinking,,west,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2004,international harvester,truck or truck tractor with trailer,truck tractor,semi,black
818,3995218,1,driver,1,female,69,had not been drinking,,west,child restraint in vehicle used,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,2006,kia,passenger car,sport utility vehicle,00,white
819,3995218,2,driver,0,female,49,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,1994,chrysler,passenger car,"passenger car, station",00,hispanic
820,3995218,3,driver,0,male,58,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1999,peterbilt,truck or truck tractor with trailer,truck tractor,semi,black
821,3995219,1,driver,1,male,42,had not been drinking,,west,none in vehicle,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,1991,kenworth,truck or truck tractor with trailer,truck tractor,pull,hispanic
822,3995219,2,driver,0,male,35,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1996,dodge,pickup or panel truck,pickups & panels,00,hispanic
823,3995222,1,driver,0,male,53,had not been drinking,,south,none in vehicle,lap belt used,proof of insurance obtained,,0,cellphone not in use,,,,,,uninvolved vehicle,,0,1,slowing/stopping,1989,,schoolbus,school bus public type i,00,white
824,3995223,1,driver,1,male,54,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,other,2005,UD,truck or truck tractor,two axle truck,00,asian
825,3995226,1,driver,1,female,21,had not been drinking,,north,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,wrong side of road,21650,,violation,,0,0,crossed into opposing lane,1999,ford,pickup or panel truck,pickups & panels,00,white
826,3995226,2,driver,0,male,45,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2001,international harvester,truck or truck tractor,two axle truck,00,white
827,3995227,1,driver,1,male,45,"had been drinking, under influence",,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,impeding traffic,22400,A,violation,,0,1,stopped,1987,toyota,passenger car,"passenger car, station",00,hispanic
828,3995227,2,driver,0,male,66,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,unsafe speed,22350,,violation,,0,0,proceeding straight,2009,freightliner,truck or truck tractor with trailer,truck tractor,semi tank trailer,
829,3995230,1,driver,1,male,31,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,,,0,cellphone not in use,,,,,,none apparent,,0,0,crossed into opposing lane,2007,chevrolet,pickup or panel truck,pickups & panels,00,white
830,3995230,2,other,0,,,had not been drinking,,north,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2003,,highway construction equipment,hwy. construction equip.,00,
831,3995231,1,driver,1,male,51,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,other,2006,international harvester,truck or truck tractor with trailer,truck tractor,semi,black
832,3995231,2,parked vehicle,0,,,not applicable,not applicable,west,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,parked,2002,gmc,pickup or panel truck,pickups & panels,00,
833,3995234,1,driver,0,male,41,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,unsafe starting or backing,22106,,violation,,0,0,making u-turn,2000,freightliner,truck or truck tractor with trailer,truck tractor,container chassis,hispanic
834,3995234,2,driver,1,male,18,had not been drinking,,east,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1999,chevrolet,passenger car,"passenger car, station",00,hispanic
835,3995235,1,other,0,,,had not been drinking,,north,,,not applicable,,,,,,,,,previous collision,,0,0,stopped,2009,freightliner,truck or truck tractor with trailer,truck tractor,semi tank trailer,
836,3995235,2,driver,1,male,28,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1994,ford,pickup or panel truck,pickups & panels,00,other
837,3995238,1,driver,1,male,23,had not been drinking,,west,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,2,crossed into opposing lane,2001,toyota,passenger car,"passenger car, station",00,white
838,3995238,2,other,0,,,had not been drinking,,east,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,1997,NAVISTAR,truck or truck tractor,two axle truck,00,
839,3995242,1,driver,0,female,64,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,stopped,2003,mitsubishi,passenger car,"passenger car, station",00,white
840,3995242,2,driver,1,male,32,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1997,international harvester,truck or truck tractor,two-axle tow truck,00,white
841,3995246,1,driver,1,male,27,had not been drinking,,west,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,other unsafe turning,2000,freightliner,truck or truck tractor,two axle truck,00,hispanic
842,3995246,2,driver,0,male,34,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2001,ford,pickup or panel truck,pickups & panels,00,hispanic
843,3995250,1,driver,1,male,53,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,inattention,,0,0,proceeding straight,2000,freightliner,truck or truck tractor,two axle truck,00,white
844,3995250,2,driver,0,male,28,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2006,chevrolet,pickup or panel truck,pickups & panels,00,hispanic
845,3995254,1,driver,1,male,18,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2008,ford,truck or truck tractor,two-axle tow truck,00,
846,3995254,2,driver,0,female,20,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,2,proceeding straight,2007,honda,passenger car,"passenger car, station",00,
847,3995257,1,driver,1,male,36,"had been drinking, under influence",,west,air bag deployed,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,wrong side of road,21650,,violation,,0,1,crossed into opposing lane,1998,chevrolet,truck or truck tractor,two axle truck,00,hispanic
848,3995257,2,driver,0,male,58,had not been drinking,,east,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,2,proceeding straight,2003,ford,passenger car,"passenger car, station",00,white
849,3995258,1,driver,1,female,54,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2005,nissan,passenger car,"passenger car, station",00,white
850,3995258,2,driver,0,male,35,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,1995,,truck or truck tractor,three or more axle truck,00,hispanic
851,3995261,1,driver,1,male,61,had not been drinking,,east,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,other unsafe turning,2007,freightliner,truck or truck tractor with trailer,truck tractor,semi,white
852,3995261,2,parked vehicle,0,,,not applicable,not applicable,east,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,parked,2000,freightliner,truck or truck tractor with trailer,truck tractor,semi,
853,3995262,1,driver,1,,,impairment unknown,G,north,,,,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,,,truck or truck tractor with trailer,truck tractor,semi,
854,3995262,2,driver,0,male,18,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2006,mazda,passenger car,"passenger car, station",00,asian
855,3995262,3,driver,0,male,44,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1999,chevrolet,passenger car,sport utility vehicle,00,hispanic
856,3995265,1,driver,1,male,45,had not been drinking,sleepy/fatigued,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,other,,0,0,ran off road,2007,freightliner,truck or truck tractor with trailer,truck tractor,semi,white
857,3995269,1,driver,1,male,49,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,backing,1996,peterbilt,truck or truck tractor with trailer,truck tractor,semi tank trailer,black
858,3995273,1,driver,1,male,32,had not been drinking,,east,lap/shoulder harness used,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2005,gmc,truck or truck tractor,three-axle tow truck,00,white
859,3995273,2,parked vehicle,0,,,not applicable,not applicable,,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,parked,2002,gmc,pickup or panel truck,pickups & panels,00,
860,3995277,1,driver,1,male,51,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2008,toyota,pickup or panel truck,pickups & panels,00,white
861,3995277,2,driver,0,male,52,had not been drinking,,east,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,sterling,truck or truck tractor with trailer,truck tractor,semi,white
862,3995921,1,driver,1,,,impairment unknown,G,west,,,,,1,cellphone in use (handheld),,,,,,none apparent,,0,0,proceeding straight,2007,ford,passenger car,"passenger car, station",00,
863,3995921,2,parked vehicle,0,,,not applicable,not applicable,west,,,not applicable,,,,,,,,,none apparent,,0,0,parked,2007,freightliner,truck or truck tractor,three or more axle truck,00,
864,3995921,3,parked vehicle,0,,,not applicable,not applicable,west,,,not applicable,,,,,,,,,none apparent,,0,0,parked,2000,,other bus,tour bus,00,
865,3995925,1,driver,1,,,impairment unknown,G,south,,,,,,,,,unsafe lane change,21658,A,violation,,0,0,proceeding straight,,,truck or truck tractor,two axle truck,00,
866,3995925,2,driver,0,female,43,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,none apparent,,0,0,stopped,2001,ford,passenger car,"passenger car, station",00,hispanic
867,3995929,1,driver,1,male,59,had not been drinking,,west,air bag deployed,air bag not deployed,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,merging,2001,dodge,,,00,hispanic
868,3995929,2,driver,0,male,46,had not been drinking,,north,air bag deployed,air bag not deployed,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2004,freightliner,,,00,
869,3995933,1,driver,1,male,35,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,ran off road,2007,volvo,truck or truck tractor with trailer,truck tractor,utility,white
870,3995937,1,driver,1,female,27,had not been drinking,,east,other,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1994,toyota,passenger car,"passenger car, station",00,hispanic
871,3995937,2,driver,0,male,31,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2008,,other bus,public transit authority,00,black
872,3995941,1,driver,1,female,71,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2003,ford,other bus,other commercial,00,white
873,3995941,2,driver,0,male,63,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,2002,acura,passenger car,"passenger car, station",00,asian
874,3995945,1,driver,1,male,39,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2002,,,,00,white
875,3995945,2,driver,0,female,60,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2008,toyota,motorcycle or scooter,motorcycle,00,white
876,3995949,1,driver,1,male,24,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,,,0,cellphone not in use,,,,,,none apparent,,0,1,ran off road,2002,chrysler,passenger car,"passenger car, station",00,white
877,3995949,2,driver,0,male,55,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2003,kenworth,truck or truck tractor with trailer,three or more axle truck,two trailers (includes semi & pull),other
878,3995953,1,driver,1,male,43,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,international harvester,truck or truck tractor with trailer,truck tractor,two trailers (includes semi & pull),white
879,3995961,1,driver,1,,,impairment unknown,G,north,,,,,,,,,,,,other,,0,0,changing lanes,,,,unknown hit and run vehicle involvement,00,
880,3995961,2,driver,0,male,50,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,1,cellphone in use (hands-free),,,,,,none apparent,,0,1,proceeding straight,2002,freightliner,,,two trailers (includes semi & pull),white
881,3995965,1,driver,1,male,17,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,2,making left turn,1986,toyota,truck or truck tractor,two axle truck,00,white
882,3995965,2,driver,0,female,51,had not been drinking,,west,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,1999,mercury,passenger car,"passenger car, station",00,white
883,3995969,1,driver,1,male,39,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2001,freightliner,truck or truck tractor,two axle truck,00,white
884,3995969,2,driver,0,female,60,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,toyota,passenger car,"passenger car, station",00,white
885,3995973,1,driver,1,male,18,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,failure to heed stop sign,22450,A,violation,,0,0,proceeding straight,1995,nissan,passenger car,"passenger car, station",00,hispanic
886,3995973,2,driver,0,male,27,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,2007,freightliner,truck or truck tractor,two axle truck,00,hispanic
887,3996570,1,driver,1,male,34,had not been drinking,,south,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,inattention,,0,0,proceeding straight,1998,dodge,other bus,other commercial,00,hispanic
888,3996570,2,driver,0,female,39,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,2002,honda,passenger car,"passenger car, station",00,hispanic
889,3996582,1,driver,1,male,20,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,entering traffic,2001,toyota,passenger car,"passenger car, station",00,
890,3996582,2,driver,0,female,50,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1994,chevrolet,motorcycle or scooter,motorcycle,00,black
891,3996582,3,parked vehicle,0,,,not applicable,not applicable,,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,parked,1998,mazda,passenger car,"passenger car, station",00,
892,3996582,4,parked vehicle,0,,,not applicable,not applicable,,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,parked,1993,plymouth,passenger car,"passenger car, station",00,
893,3996586,1,driver,1,male,46,had not been drinking,,west,none in vehicle,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,hit and run,20002,A,violation,none apparent,0,0,changing lanes,2006,peterbilt,other bus,other commercial,00,white
894,3996586,2,driver,0,female,19,had not been drinking,,west,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1998,honda,passenger car,"passenger car, station",00,hispanic
895,3996590,1,driver,0,female,32,had not been drinking,,,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,2,stopped,2003,dodge,passenger car,"passenger car, station",00,other
896,3996590,2,driver,0,male,44,had not been drinking,,,air bag not deployed,unknown,proof of insurance obtained,,0,cellphone not in use,,,,,,other,,0,0,proceeding straight,1991,peterbilt,pickup or panel truck with trailer,pickups & panels,semi,white
897,3996594,1,driver,1,female,49,had not been drinking,,west,none in vehicle,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1994,nissan,passenger car,"passenger car, station",00,hispanic
898,3996594,2,driver,0,female,43,had not been drinking,,east,none in vehicle,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2002,chrysler,other bus,general public paratransit,00,hispanic
899,3996598,1,driver,1,male,48,had not been drinking,,east,air bag not deployed,lap belt used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,backing,2006,international harvester,truck or truck tractor,two axle truck,00,
900,3996598,2,driver,0,male,43,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,1999,ford,emergency vehicle,police car,00,black
901,3996602,1,driver,0,female,26,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,none apparent,,0,0,changing lanes,2000,chevrolet,passenger car,"passenger car, station wagon, jeep: hazardous material",00,hispanic
902,3996602,2,driver,0,male,33,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,none apparent,,0,0,proceeding straight,2005,chevrolet,pickup or panel truck,pickups and panels: hazardous waste or hazardous waste/material combination,00,hispanic
903,3996606,1,driver,1,male,22,"had been drinking, under influence",,east,air bag not deployed,unknown,proof of insurance obtained,,,,,,driving or bicycling under the influence of alcohol or drug,23152,,violation,runaway vehicle,0,0,proceeding straight,2002,lincoln,passenger car,"passenger car, station",00,hispanic
904,3996606,2,parked vehicle,0,,,not applicable,not applicable,east,,,not applicable,,,,,,,,,other,,0,0,parked,2001,gmc,pickup or panel truck,pickups and panels: hazardous material,00,
905,3996606,3,parked vehicle,0,,,not applicable,not applicable,east,,,not applicable,,,,,,,,,,,0,0,parked,1996,honda,passenger car,"passenger car, station",00,
906,3996606,4,parked vehicle,0,,,not applicable,not applicable,,,,not applicable,,0,cellphone not in use,,,,,,none apparent,,0,0,parked,2002,kia,passenger car,mini-vans,00,
907,3996610,1,driver,1,male,23,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,other,,0,1,other unsafe turning,1986,ford,passenger car,sport utility vehicle,00,black
908,3996610,2,driver,0,male,34,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2005,freightliner,truck or truck tractor,three or more axle truck,00,white
909,3996610,3,driver,0,female,53,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,stopped,2005,toyota,passenger car,mini-vans,00,white
910,3996614,1,driver,1,female,16,impairment unknown,G,west,unknown,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2006,chevrolet,passenger car,"passenger car, station",00,black
911,3996614,2,driver,0,male,49,had not been drinking,,west,air bag not deployed,lap belt used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,2,proceeding straight,2002,,other bus,non-commercial bus,00,black
912,3996626,1,driver,1,male,30,had not been drinking,,south,not required,other,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,1,proceeding straight,2005,,truck or truck tractor,two axle tank truck,00,hispanic
913,3996626,2,driver,0,male,19,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,0,stopped,2001,ford,other bus,other commercial,00,white
914,3996630,1,driver,1,male,47,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,other,2007,chevrolet,passenger car,mini-vans,00,hispanic
915,3996630,2,driver,0,female,46,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2003,kenworth,truck or truck tractor with trailer,three axle tank truck,semi,white
916,3996634,1,driver,0,male,84,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,,,0,0,slowing/stopping,1996,oldsmobile,passenger car,"passenger car, station",00,white
917,3996634,2,driver,0,male,52,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,,,0,0,proceeding straight,1999,international harvester,truck or truck tractor,three or more axle truck,00,white
918,3996638,1,driver,1,male,48,had not been drinking,,north,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,entering traffic,1998,international harvester,truck or truck tractor,two-axle tow truck,00,white
919,3996638,2,other,0,,,,,north,,,not applicable,,,,,,,,,,,0,0,other,2001,gmc,pickup or panel truck,pickups & panels,00,
920,3996638,3,parked vehicle,0,,,not applicable,not applicable,south,,,not applicable,,,,,,,,,none apparent,,0,0,parked,1991,toyota,pickup or panel truck,pickups & panels,00,
921,4000502,1,driver,1,male,47,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2004,saturn,truck or truck tractor,two axle truck,00,hispanic
922,4000502,2,driver,0,female,24,had not been drinking,,north,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,1994,toyota,passenger car,"passenger car, station",00,hispanic
923,4000503,1,driver,1,,,impairment unknown,G,,unknown,,,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,,,truck or truck tractor with trailer,truck tractor,semi,
924,4000503,2,driver,0,,50,had not been drinking,,,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1966,plymouth,passenger car,"passenger car, station",00,black
925,4000503,3,driver,0,,27,had not been drinking,,,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1991,nissan,pickup or panel truck,pickups & panels,00,hispanic
926,4000504,1,pedestrian,1,male,18,had not been drinking,,west,,,not applicable,,,,,,,,,none apparent,,0,1,proceeding straight,,,pedestrian,pedestrian,00,hispanic
927,4000504,2,driver,0,male,29,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,none apparent,,0,0,proceeding straight,2000,international harvester,,,00,hispanic
928,4000505,1,driver,1,,31,had not been drinking,,,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,other,2007,toyota,passenger car,sport utility vehicle,00,asian
929,4000505,2,driver,0,,39,had not been drinking,,,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1987,international harvester,truck or truck tractor with trailer,truck tractor,two trailers (includes semi & pull),hispanic
930,4000506,1,driver,0,,36,had not been drinking,,,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2006,,other vehicle,motor home,00,white
931,4000506,2,driver,0,,54,had not been drinking,,,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,volvo,truck or truck tractor with trailer,truck tractor,semi,black
932,4000507,1,driver,1,male,48,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,passing other vehicle,1997,peterbilt,truck or truck tractor with trailer,three or more axle truck,semi,hispanic
933,4000507,2,driver,0,male,23,had not been drinking,,north,not required,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,making left turn,1984,gmc,pickup or panel truck,pickups & panels,00,hispanic
934,4000508,1,driver,1,female,79,had not been drinking,,east,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,violation,,0,0,proceeding straight,1992,chevrolet,passenger car,"passenger car, station",00,hispanic
