id,case_id,party_number,victim_role,victim_sex,victim_age,victim_degree_of_injury,victim_seating_position,victim_safety_equipment_1,victim_safety_equipment_2,victim_ejected
903,4004525,2,driver,female,21,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
904,4004525,3,passenger,male,16,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
905,4004525,4,passenger,female,32,no injury,passenger seat 3,none in vehicle,lap/shoulder harness used,not ejected
906,4004529,1,driver,male,42,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
907,4004529,1,passenger,male,20,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
908,4004529,2,passenger,male,34,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
909,4004541,1,passenger,male,39,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
910,4004549,1,passenger,female,77,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
911,4004549,1,passenger,female,81,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
912,4004553,2,passenger,female,10,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
913,4004562,2,passenger,female,41,complaint of pain,passenger seat 3,lap/shoulder harness used,,not ejected
914,4004562,2,passenger,male,4,complaint of pain,passenger seat 4,lap belt used,,not ejected
915,4004563,1,driver,male,36,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
916,4004564,2,driver,male,49,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
917,4004564,3,driver,female,29,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
918,4004566,2,driver,female,33,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
919,4004571,1,driver,male,51,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
920,4004572,2,passenger,male,11,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
921,4004572,2,passenger,female,2,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
922,4004574,1,passenger,female,52,no injury,driver,unknown,,not ejected
923,4004574,2,pedestrian,female,20,complaint of pain,position unknown,,,unknown
924,4004575,1,driver,male,28,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
925,4004576,1,passenger,male,52,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
926,4004576,1,passenger,female,23,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
927,4004576,1,passenger,female,12,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
928,4004576,2,driver,female,28,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
929,4004576,2,passenger,male,31,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
930,4004584,1,passenger,male,29,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
931,4004587,2,passenger,female,74,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness not used,not ejected
932,4004590,1,pedestrian,male,21,other visible injury,other occupants,not required,,not ejected
933,4004591,2,driver,female,67,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
934,4004594,2,passenger,male,24,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
935,4004595,1,passenger,female,29,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
936,4004595,1,passenger,male,7,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
937,4004595,2,passenger,female,44,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
938,4004599,2,passenger,male,10,other visible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
939,4004599,2,passenger,female,3,no injury,passenger seat 4,not required,child restraint in vehicle used,not ejected
940,4004600,1,passenger,male,44,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
941,4004601,2,passenger,female,30,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
942,4004604,2,passenger,female,20,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
943,4004604,2,passenger,female,20,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
944,4004604,2,passenger,female,19,no injury,passenger seat 5,not required,lap/shoulder harness used,not ejected
945,4004604,2,passenger,male,19,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
946,4004607,1,passenger,male,53,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
947,4004608,1,passenger,male,18,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
948,4004608,1,passenger,female,18,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
949,4004611,2,passenger,male,1,no injury,passenger seat 2,not required,child restraint in vehicle used,not ejected
950,4004611,2,passenger,female,20,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
951,4004612,1,passenger,male,29,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
952,4004612,1,passenger,female,58,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
953,4004612,1,passenger,female,24,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
954,4004612,2,passenger,male,19,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
955,4004616,1,passenger,male,5,no injury,passenger seat 4,air bag not deployed,child restraint in vehicle used,not ejected
956,4004616,1,passenger,male,1,no injury,passenger seat 6,air bag not deployed,child restraint in vehicle used,not ejected
957,4004620,1,passenger,male,57,no injury,position unknown,not required,,not ejected
958,4004620,1,passenger,female,55,no injury,position unknown,not required,,not ejected
959,4004620,1,passenger,male,51,no injury,position unknown,not required,,not ejected
960,4004620,1,passenger,male,51,no injury,position unknown,not required,,not ejected
961,4004620,1,passenger,female,16,no injury,position unknown,not required,,not ejected
962,4004620,1,passenger,male,45,no injury,position unknown,not required,,not ejected
963,4004620,1,passenger,female,46,no injury,position unknown,not required,,not ejected
964,4004620,1,passenger,female,13,no injury,position unknown,not required,,not ejected
965,4004620,1,passenger,male,44,no injury,position unknown,not required,,not ejected
966,4004620,1,passenger,female,41,no injury,position unknown,not required,,not ejected
967,4004620,1,passenger,male,12,no injury,position unknown,not required,,not ejected
968,4004620,1,passenger,male,38,no injury,position unknown,not required,,not ejected
969,4004620,1,passenger,female,37,no injury,position unknown,not required,,not ejected
970,4004620,1,passenger,female,17,no injury,position unknown,not required,,not ejected
971,4004620,1,passenger,female,12,no injury,position unknown,not required,,not ejected
972,4004620,1,passenger,female,71,no injury,position unknown,not required,,not ejected
973,4004620,1,passenger,female,61,no injury,position unknown,not required,,not ejected
974,4004620,1,passenger,male,47,no injury,position unknown,not required,,not ejected
975,4004620,1,passenger,female,48,no injury,position unknown,not required,,not ejected
976,4004620,1,passenger,female,71,no injury,position unknown,not required,,not ejected
977,4004620,1,passenger,female,48,no injury,position unknown,not required,,not ejected
978,4004620,1,passenger,female,16,no injury,position unknown,not required,,not ejected
979,4004620,1,passenger,female,12,no injury,position unknown,not required,,not ejected
980,4004620,1,passenger,female,60,no injury,position unknown,not required,,not ejected
981,4004622,2,passenger,male,37,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
982,4004622,2,passenger,male,3,no injury,passenger seat 4,air bag not deployed,child restraint in vehicle used,not ejected
983,4004623,1,driver,male,67,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
984,4004623,1,passenger,male,22,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
985,4004628,1,passenger,male,54,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
986,4004628,2,driver,,42,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
987,4004628,2,passenger,male,20,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
988,4004628,4,passenger,male,45,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
989,4004632,2,passenger,male,30,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
990,4004635,2,passenger,male,22,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
991,4004640,2,passenger,female,62,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
992,4005025,2,passenger,female,33,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
993,4005037,1,passenger,male,24,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
994,4005037,1,passenger,male,26,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
995,4006083,1,passenger,male,48,no injury,passenger seat 4,not required,,not ejected
996,4006087,1,passenger,female,48,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
997,4006091,2,passenger,,,no injury,position unknown,air bag not deployed,,unknown
998,4006091,2,passenger,,,no injury,position unknown,air bag not deployed,,unknown
999,4006094,1,passenger,male,43,no injury,rear occupant of truck or van,not required,,not ejected
1000,4006094,2,passenger,male,58,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
