case_id,jurisdiction,officer_id,reporting_district,chp_shift,population,county_city_location,county_location,special_condition,beat_type,chp_beat_type,city_division_lapd,chp_beat_class,beat_number,primary_road,secondary_road,distance,direction,intersection,weather_1,weather_2,state_highway_indicator,caltrans_county,caltrans_district,state_route,route_suffix,postmile_prefix,postmile,location_type,ramp_intersection,side_of_highway,tow_away,collision_severity,killed_victims,injured_victims,party_count,primary_collision_factor,pcf_violation_code,pcf_violation_category,pcf_violation,pcf_violation_subsection,hit_and_run,type_of_collision,motor_vehicle_involved_with,pedestrian_action,road_surface,road_condition_1,road_condition_2,lighting,control_device,chp_road_type,pedestrian_collision,bicycle_collision,motorcycle_collision,truck_collision,not_private_property,alcohol_involved,statewide_vehicle_type_at_fault,chp_vehicle_type_at_fault,severe_injury_count,other_visible_injury_count,complaint_of_pain_injury_count,pedestrian_killed_count,pedestrian_injured_count,bicyclist_killed_count,bicyclist_injured_count,motorcyclist_killed_count,motorcyclist_injured_count,primary_ramp,secondary_ramp,latitude,longitude,collision_date,collision_time,process_date
4004296,5604,5101,,not chp,100000 to 250000,5604,ventura,0,not chp,not chp,,not chp,031,ROSE AV,SAN GORGONIO AV,0.0,,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,automobile right of way,21801,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-12,14:30:00,2009-08-24
4004299,1942,30083,1162,not chp,>250000,1942,los angeles,0,not chp,not chp,K,not chp,11T21,VERMONT AV,SUNSET BL,0.0,,1,clear,,0,,,,,,,,,,1,other injury,0,3,3,vehicle code violation,,traffic signals and signs,21453,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,functioning,0,0,0,0,0,1,,other bus,other commercial,0,2,1,0,0,0,0,0,0,,,,,2009-01-03,01:45:00,2009-08-25
4004300,9130,15400,,0600 thru 1359,unincorporated,5200,tehama,0,chp state highway,state route,,chp primary,031,RT 99,OKLAHOMA AV,40.0,north,0,clear,,1,tehama,2,99,,,20.0,highway,,northbound,0,property damage only,0,0,1,vehicle code violation,,improper turning,22107,,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,dark with no street lights,none,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,40.13386,-122.12506,2009-01-14,06:05:00,2009-09-22
4004303,9125,15939,,0600 thru 1359,unincorporated,1200,humboldt,0,chp state highway,us highway,,chp other,030,RT 101,HERRICK AV,1056.0,north,0,clear,,1,humboldt,1,101,,,75.0,highway,,southbound,1,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,construction,,daylight,functioning,0,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-13,11:03:00,2009-10-07
4004304,9130,11087,,1400 thru 2159,unincorporated,5200,tehama,0,chp county roadarea,county road area,,chp other,040,GRANT ST,SHERWOOD BL,0.0,,1,clear,,0,,,,,,,,,,1,pain,0,2,2,vehicle code violation,,automobile right of way,21802,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,dark with no street lights,functioning,0,0,0,0,0,1,,pickup or panel truck,pickups & panels,0,0,2,0,0,0,0,0,0,,,40.02474,-122.09633,2009-01-13,18:25:00,2009-08-24
4004308,9495,18284,,1400 thru 2159,unincorporated,1600,kings,0,chp state highway,interstate,,chp other,004,RT 5,WATERLOO AV,10560.0,south,0,clear,,1,kings,6,5,,,5.09,highway,,northbound,1,property damage only,0,0,1,vehicle code violation,,other hazardous violation,21711,,not hit and run,overturned,non-collision,no pedestrian involved,dry,normal,,dusk or dawn,none,1,0,0,0,0,1,,pickup or panel truck with trailer,pickups & panels,0,0,0,0,0,0,0,0,0,,,35.85496,-119.83321,2009-01-03,16:15:00,2009-09-16
4004311,9685,12529,,0600 thru 1359,unincorporated,3300,riverside,0,chp state highway,state route,,chp primary,031,RT 79,HUNTER RD,437.0,north,0,clear,,1,riverside,8,79,,R,6.08,highway,,northbound,1,pain,0,1,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,pickup or panel truck with trailer,pickups & panels,0,0,1,0,0,0,0,0,0,,,,,2009-01-15,12:10:00,2009-10-15
4004312,9340,11517,,0600 thru 1359,unincorporated,4300,santa clara,0,chp county roadarea,county road area,,chp other,040,OLD SANTA CRUZ HWY,ALDERCROFT HEIGHTS RD,225.0,north,0,cloudy,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,wrong side of road,21460,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,wet,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,37.16893,-121.98512,2009-01-07,08:30:00,2009-08-24
4004315,1942,37218,1105,not chp,>250000,1942,los angeles,0,not chp,not chp,K,not chp,2TL15,COLORADO BL,MAYWOOD AV,0.0,,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,sideswipe,parked motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-01,09:50:00,2009-08-24
4004316,4004,1133,15,not chp,10000 to 25000,4004,san luis obispo,0,not chp,not chp,,not chp,001,RIVERSIDE,16TH ST,8.0,south,,clear,,1,san luis obispo,5,101,,,57.22,ramp,"not state highway, ramp-related, within 100 feet",southbound,1,property damage only,0,0,2,vehicle code violation,,dui,23152,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,functioning,0,0,0,0,0,1,1,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-01,21:57:00,2010-01-06
4004319,1942,39063,1144,not chp,>250000,1942,los angeles,0,not chp,not chp,K,not chp,NOE,HYPERION AV,LYRIC AV,0.0,,1,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,misdemeanor,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,functioning,0,0,0,0,0,1,1,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-01,03:40:00,2009-08-24
4004320,5609,227,,not chp,100000 to 250000,5609,ventura,0,not chp,not chp,,not chp,,YOSEMITE AV,MOUNT SINAI DR,0.0,,1,clear,,0,,,,,,,,,,1,pain,0,1,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,,,0,0,1,0,0,0,0,0,0,,,,,2009-01-17,12:36:00,2009-08-25
4004481,9535,19171,,1400 thru 2159,unincorporated,1900,los angeles,0,chp county roadarea,county road area,,chp other,002,EASTMAN AV,DENNISON ST,60.0,north,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,other hazardous violation,22517,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-15,15:40:00,2009-09-05
4004482,9550,18933,,1400 thru 2159,unincorporated,1900,los angeles,0,chp state highway,state route,,chp other,601,RT 60,HACIENDA BL,4200.0,west,0,clear,,1,los angeles,7,60,,,15.13,highway,,eastbound,0,property damage only,0,0,2,unknown,,unknown,,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with no street lights,none,1,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,,,34.01157,-117.97952,2009-01-09,18:40:00,2009-10-06
4004485,9535,15797,,0600 thru 1359,unincorporated,1900,los angeles,0,chp state highway,interstate,,chp other,500,RT 5,DOWNEY RD,10.0,south,0,clear,,1,los angeles,7,5,,,14.25,highway,,northbound,1,pain,0,1,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor,three or more axle truck,0,0,1,0,0,0,0,0,0,,,,,2009-01-07,12:35:00,2009-10-06
4004486,9550,17328,,1400 thru 2159,unincorporated,1900,los angeles,0,chp county roadarea,county road area,,chp other,003,7TH AV,GALE AV,10.0,south,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,34.01985,-117.9879,2009-01-08,14:20:00,2009-08-26
4004489,9535,15636,,1400 thru 2159,50000 to 100000,1948,los angeles,0,chp state highway,interstate,,chp other,070,RT 710,CORPORATE CENTER DR,120.0,west,0,clear,,1,los angeles,7,710,,,26.173,ramp,mid-ramp,northbound,0,property damage only,0,0,2,vehicle code violation,,improper passing,21755,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,TO,,34.05761,-118.16465,2009-01-15,15:03:00,2009-12-18
4004490,9550,17328,,1400 thru 2159,<2500,1932,los angeles,0,chp state highway,state route,,chp other,601,RT 60,AZUSA AV,2640.0,west,0,clear,,1,los angeles,7,60,,,17.27,highway,,eastbound,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,,,34.00041,-117.94395,2009-01-07,15:25:00,2009-10-06
4004493,9535,14987,,0600 thru 1359,unincorporated,1900,los angeles,0,chp state highway,state route,,chp other,601,RT 60,MEDNICK AV,300.0,,0,clear,,1,los angeles,7,60,,R,3.8,highway,,westbound,0,property damage only,0,0,4,vehicle code violation,,other hazardous violation,23114,A,not hit and run,hit object,other object,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-11,10:50:00,2009-10-15
4004497,9535,19166,,1400 thru 2159,50000 to 100000,1959,los angeles,0,chp state highway,interstate,,chp other,400,RT 10,DEL MAR AV,300.0,east,0,clear,,1,los angeles,7,10,,,25.4,highway,,eastbound,0,property damage only,0,0,2,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,6,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-14,16:05:00,2009-10-15
4004501,9535,14473,,1400 thru 2159,unincorporated,1900,los angeles,0,chp state highway,state route,,chp other,066,RT 164,SAN GABRIEL BL,282.0,north,0,clear,,1,los angeles,7,164,,,2.46,highway,,southbound,1,pain,0,1,4,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,truck or truck tractor,two axle truck,0,0,1,0,0,0,0,0,0,,,,,2009-01-12,14:30:00,2010-01-08
4004505,9535,18682,,0600 thru 1359,50000 to 100000,1969,los angeles,0,chp state highway,interstate,,chp other,074,RT 710,LOS ANGELES RIVER,85.0,south,0,clear,,1,los angeles,7,710,,,17.32,highway,,northbound,1,property damage only,0,0,5,vehicle code violation,,speeding,22350,,misdemeanor,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,33.93496,-118.1762,2009-01-09,13:30:00,2010-01-05
4004509,9590,13435,,0600 thru 1359,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,062,RT 10,GEORGIA ST,75.0,west,0,clear,,1,los angeles,7,10,,,14.93,highway,,eastbound,1,pain,0,1,2,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,1,0,0,0,0,0,0,,,,,2009-01-13,13:05:00,2010-01-13
4004513,9590,18400,,0600 thru 1359,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,083,RT 5,DUVAL ST,300.0,north,0,clear,,1,los angeles,7,5,,,21.01,highway,,southbound,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,three or more axle truck,0,0,0,0,0,0,0,0,0,,,34.08821,-118.2364,2009-01-10,12:10:00,2009-10-06
4004517,9590,14452,,1400 thru 2159,>250000,1942,los angeles,0,chp state highway,state route,,chp other,031,RT 60,RT 60,250.0,east,0,clear,,1,los angeles,7,60,,R,0.66,highway,,eastbound,0,property damage only,0,0,2,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,1,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,,,34.02916,-118.21539,2009-01-14,19:05:00,2010-02-01
4004521,9535,19121,,0600 thru 1359,unincorporated,1900,los angeles,0,chp county roadline,county road line,,chp other,022,OLYMPIC BL,SOUTHSIDE DR,200.0,east,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,improper turning,22107,,misdemeanor,sideswipe,parked motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,34.4781,-118.08361,2009-01-15,12:45:00,2009-08-25
4004525,9535,13259,,0600 thru 1359,50000 to 100000,1948,los angeles,0,chp state highway,state route,,chp other,620,RT 60,GREENWOOD AV,1760.0,east,0,clear,,1,los angeles,7,60,,R,7.19,highway,,eastbound,1,pain,0,1,4,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,1,0,0,0,0,0,0,,,34.0207,-118.061,2009-01-14,11:05:00,2009-10-07
4004529,9550,19132,,0600 thru 1359,50000 to 100000,1908,los angeles,0,chp state highway,state route,,chp other,093,RT 91,PIONEER BL,150.0,west,0,clear,,1,los angeles,7,91,,R,18.07,highway,,eastbound,1,pain,0,2,2,vehicle code violation,,improper turning,22107,,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,2,0,0,0,0,0,0,,,33.87626,-118.08348,2009-01-06,08:40:00,2009-10-07
4004533,9550,17251,,0600 thru 1359,50000 to 100000,1990,los angeles,0,chp state highway,state route,,chp other,603,RT 60,BREA CANYON RD,500.0,east,0,clear,,1,los angeles,7,60,,R,23.09,highway,,westbound,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,0,1,,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,34.00144,-117.84141,2009-01-07,08:15:00,2009-10-07
4004537,9550,15329,,0600 thru 1359,10000 to 25000,1903,los angeles,0,chp state highway,state route,,chp other,092,RT 91,PIONEER BL,300.0,east,0,clear,,1,los angeles,7,91,,R,18.18,highway,,westbound,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,33.8767,-118.08123,2009-01-07,08:30:00,2009-10-07
4004541,1976,,,not chp,10000 to 25000,1964,los angeles,0,not chp,not chp,,not chp,,ORR AND DAY RD,DAVENRICH ST,3.0,north,0,clear,,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,unsafe starting or backing,22106,,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor,two axle truck,0,0,0,0,0,0,0,0,0,,,33.94661,-118.09067,2009-01-07,11:55:00,2009-09-01
4004549,9590,16558,,1400 thru 2159,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,040,RT 5,EUCLID AV,1000.0,south,0,clear,,1,los angeles,7,5,,,15.86,highway,,northbound,0,property damage only,0,0,3,vehicle code violation,,unsafe starting or backing,22106,,misdemeanor,rear end,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,34.02608,-118.20688,2009-01-13,18:00:00,2010-01-05
4004553,9550,19141,,0600 thru 1359,unincorporated,1900,los angeles,0,chp county roadarea,county road area,,chp other,002,MILLS AV,MULBERRY DR,105.0,north,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,unsafe starting or backing,22106,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,33.94316,-118.02708,2009-01-12,08:05:00,2009-08-26
4004557,9550,18408,,0600 thru 1359,unincorporated,1900,los angeles,0,chp state highway,interstate,,chp other,650,RT 605,SARAGOSA ST,150.0,north,0,clear,,1,los angeles,7,605,,R,12.46,highway,,southbound,1,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,0,1,,pickup or panel truck with trailer,pickups & panels,0,0,0,0,0,0,0,0,0,,,33.97959,-118.07708,2009-01-06,08:20:00,2009-10-05
4004562,2301,55,2301,not chp,2500 to 10000,2301,mendocino,0,not chp,not chp,,not chp,001,RT 1,OCEAN VIEW DR,1320.0,north,0,cloudy,,1,mendocino,1,1,,,60.41,highway,,southbound,1,pain,0,2,2,vehicle code violation,,automobile right of way,21804,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,passenger car,,0,0,2,0,0,0,0,0,0,,,,,2009-01-06,11:53:00,2009-09-21
4004563,9265,13843,,0600 thru 1359,unincorporated,3900,san joaquin,0,chp state highway,state route,,chp other,001,RT 120,RT 99,528.0,east,0,clear,,1,san joaquin,10,99,,,5.634,ramp,mid-ramp,northbound,1,other injury,0,1,1,vehicle code violation,,speeding,22350,,not hit and run,overturned,non-collision,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,1,0,0,0,0,0,0,0,TR,,37.78218,-121.18526,2009-01-07,13:30:00,2009-10-05
4004564,9335,15209,,0600 thru 1359,50000 to 100000,4117,san mateo,0,chp state highway,interstate,,chp other,020,RT 280,AVALON DR,25.0,south,0,clear,,1,san mateo,4,280,,R,22.03,highway,,southbound,1,pain,0,2,3,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,two axle truck,0,0,2,0,0,0,0,0,0,,,,,2009-01-20,08:36:00,2009-09-18
4004566,3711,5824,,not chp,>250000,3711,san diego,0,not chp,not chp,,not chp,511,26TH ST,NEWTON AV,0.0,,,clear,,0,,,,,,,,,,1,pain,0,1,2,vehicle code violation,,unsafe starting or backing,22106,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,other bus,other commercial,0,0,1,0,0,0,0,0,0,,,,,2009-01-14,08:02:00,2009-08-25
4004570,3904,P073,1,not chp,10000 to 25000,3904,san joaquin,0,not chp,not chp,,not chp,00A,HOFF DR,COLONY RD,56.0,north,0,clear,,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,other hazardous violation,21461,A,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor with trailer,three or more axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-16,12:56:00,2009-08-26
4004571,9265,13258,,1400 thru 2159,unincorporated,3900,san joaquin,0,chp state highway,interstate,,chp other,505,RT 5,RT 12,3168.0,south,0,cloudy,,1,san joaquin,10,5,,,38.95,highway,,northbound,0,pain,0,1,2,vehicle code violation,,other equipment,29003,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,1,0,0,0,0,0,0,,,38.10777,-121.39194,2009-01-07,16:50:00,2009-09-15
4004572,9590,16611,,1400 thru 2159,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,080,RT 5,WHITTIER BL,750.0,north,0,clear,,1,los angeles,7,5,,,17.21,highway,,northbound,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,,,2009-01-20,20:08:00,2009-10-15
4004574,4903,1099,3,not chp,10000 to 25000,4903,sonoma,0,not chp,not chp,,not chp,0DT,PIPER ST,JOHNSON ST,9.0,west,0,clear,,0,,,,,,,,,,0,pain,0,1,2,vehicle code violation,,pedestrian right of way,21950,A,not hit and run,pedestrian,pedestrian,crossing not in crosswalk,dry,normal,,dark with street lights,none,0,1,0,0,0,1,,passenger car,"passenger car, station",0,0,1,0,1,0,0,0,0,,,,,2009-01-13,21:35:00,2009-08-26
4004575,9265,15604,,0600 thru 1359,unincorporated,3900,san joaquin,0,chp state highway,state route,,chp primary,092,RT 12,RT 5,180.0,east,0,fog,,1,san joaquin,10,12,,,10.2,highway,,westbound,1,pain,0,1,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,wet,normal,,dusk or dawn,functioning,0,0,0,0,1,1,,passenger car,"passenger car, station",0,0,1,0,0,0,0,0,0,,,38.11614,-121.39716,2009-01-09,06:45:00,2009-09-23
4004576,9590,18686,,1400 thru 2159,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,061,RT 10,CRENSHAW BL,300.0,west,0,clear,,1,los angeles,7,10,,R,11.33,highway,,westbound,0,pain,0,2,3,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,0,1,,passenger car,"passenger car, station",0,0,2,0,0,0,0,0,0,,,,,2009-01-17,14:35:00,2009-10-15
4004578,9730,18636,,0600 thru 1359,25000 to 50000,2706,monterey,0,chp state highway,state route,,chp other,062,RT 1,FREMONT ST,50.0,north,0,clear,,1,monterey,5,1,,R,77.47,highway,,southbound,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,0,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-08,11:30:00,2009-09-16
4004579,3905,2296,VAL,not chp,100000 to 250000,3905,san joaquin,0,not chp,not chp,,not chp,,MARCH LN,HOLMAN RD,0.0,,1,,,0,,,,,,,,,,0,property damage only,0,0,2,unknown,,unknown,,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,,,,,none,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-14,13:15:00,2009-08-26
4004580,9590,18323,,1400 thru 2159,>250000,1942,los angeles,0,chp state highway,interstate,,chp other,064,RT 10,SAN PEDRO ST,100.0,west,0,clear,,1,los angeles,7,10,,,16.01,highway,,eastbound,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,misdemeanor,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,1,0,0,0,1,1,,truck or truck tractor,truck tractor,0,0,0,0,0,0,0,0,0,,,,,2009-01-13,19:00:00,2009-10-29
4004583,9265,17748,,2200 thru 0559,unincorporated,3900,san joaquin,0,chp county roadline,county road line,,chp primary,031,FRENCH CAMP RD,EL DORADO ST,0.0,,1,clear,,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,improper turning,22107,,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,dark with street lights,functioning,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,37.89003,-121.27659,2009-01-13,04:45:00,2009-08-24
4004584,9590,16642,,0600 thru 1359,>250000,1942,los angeles,0,chp state highway,us highway,,chp other,071,RT 101,EDGEWARE RD,85.0,south,0,clear,,1,los angeles,7,101,,,2.09,highway,,southbound,1,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,0,1,,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,,,2009-01-14,06:55:00,2009-10-15
4004586,2800,250018,30401,not chp,2500 to 10000,2804,napa,0,not chp,not chp,,not chp,,SOLANO AV,SOLANO AV,100.0,south,0,clear,,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,fixed object,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor,two axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-20,11:10:00,2009-08-31
4004587,9265,13325,,0600 thru 1359,25000 to 50000,3903,san joaquin,0,chp state highway,state route,,chp other,025,RT 120,MAIN ST,1320.0,west,0,clear,,1,san joaquin,10,120,,R,5.06,highway,,westbound,0,property damage only,0,0,2,vehicle code violation,,other hazardous violation,23114,A,misdemeanor,hit object,fixed object,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,0,1,,pickup or panel truck with trailer,pickups & panels,0,0,0,0,0,0,0,0,0,,,37.78363,-121.22344,2009-01-04,11:15:00,2009-09-14
4004588,9525,18973,,0600 thru 1359,50000 to 100000,1906,los angeles,0,chp state highway,interstate,,chp other,102,RT 10,FRAZIER ST,100.0,east,0,clear,,1,los angeles,7,10,,,31.56,highway,,westbound,1,property damage only,0,0,3,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,obstruction,,daylight,none,1,0,0,0,0,1,,other bus,other commercial,0,0,0,0,0,0,0,0,0,,,34.06685,-117.99058,2009-01-03,13:35:00,2009-10-15
4004590,3711,5062,,not chp,>250000,3711,san diego,0,not chp,not chp,,not chp,550,MARKET ST,1ST AV,0.0,,1,clear,,0,,,,,,,,,,0,other injury,0,1,2,vehicle code violation,,pedestrian violation,21950,B,not hit and run,pedestrian,pedestrian,crossing not in crosswalk,dry,normal,,dark with street lights,functioning,0,1,0,0,0,1,1,pedestrian,pedestrian,0,1,0,0,1,0,0,0,0,,,,,2009-01-01,02:40:00,2009-08-26
4004591,9265,016479,,1400 thru 2159,100000 to 250000,3905,san joaquin,0,chp state highway,interstate,,chp other,504,RT 5,MARCH LN,2640.0,north,0,clear,,1,san joaquin,10,5,,,30.52,highway,,northbound,1,pain,0,1,5,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,1,0,0,0,0,0,0,,,37.99202,-121.34599,2009-01-13,15:10:00,2009-10-07
