CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15214,4583,7,452.2900000000001,1,1,1,111,High Value1
15215,4628,2,103.74999999999999,2,3,3,233,2Lost
15218,4592,8,982.87,1,1,1,111,High Value1
15219,4758,1,25.5,4,4,4,444,444
15220,4633,6,419.18000000000006,3,1,1,311,3High Value
15223,4807,2,189.2,4,3,2,432,4Medium Value
15224,4940,1,13.200000000000001,4,4,4,444,444
15225,4816,1,65.1,4,4,3,443,4Lost
15226,4892,1,15.299999999999999,4,4,4,444,444
15227,4618,4,162.77,2,2,2,222,Medium Value2
15228,4648,4,456.42,3,2,1,321,Medium Value1
15230,4822,1,89.4,4,4,3,443,4Lost
15232,4695,2,190.66000000000003,3,3,2,332,3Medium Value
15234,4858,1,1.92,4,4,4,444,444
15235,4799,9,381.69,4,1,1,411,4High Value
15236,4880,1,96.0,4,4,3,443,4Lost
15237,4660,3,227.53,3,2,2,322,Medium Value2
15238,4611,3,263.40999999999997,2,2,2,222,Medium Value2
15239,4592,2,53.0,1,3,4,134,134
15240,4626,5,229.81000000000006,2,1,2,212,2High Value
15241,4648,7,317.14,3,1,2,312,3High Value
15243,4656,1,49.25,3,4,4,344,344
15244,4647,2,159.36,3,3,2,332,3Medium Value
15245,4716,3,701.8199999999999,3,2,1,321,Medium Value1
15246,4820,2,52.800000000000004,4,3,4,434,Lost4
15247,4704,1,81.6,3,4,3,343,3Lost
15249,4613,13,1327.16,2,1,1,211,2High Value
15251,4591,10,3027.2099999999996,1,1,1,111,High Value1
15252,4618,2,166.49,2,3,2,232,2Medium Value
15253,4598,3,248.24999999999994,1,2,2,122,High Value2
15254,4709,1,116.03,3,4,3,343,3Lost
15255,4648,1,242.06000000000003,3,4,2,342,3Low Value
15257,4865,1,92.05,4,4,3,443,4Lost
15258,4750,2,127.44999999999999,4,3,3,433,Lost3
15260,4724,4,129.1,4,2,3,423,Low Value3
15261,4717,1,17.4,3,4,4,344,344
15263,4688,1,44.82000000000001,3,4,4,344,344
15264,4646,1,50.550000000000004,3,4,4,344,344
15265,4733,2,313.74,4,3,2,432,4Medium Value
15266,4920,1,17.85,4,4,4,444,444
15267,4764,1,550.8,4,4,1,441,4Low Value
15269,4605,1,118.80000000000001,2,4,3,243,2Lost
15270,4597,5,263.75,1,1,2,112,High Value2
15271,4589,14,521.34,1,1,1,111,High Value1
15272,4639,2,132.54,3,3,3,333,Lost3
15274,4586,2,108.26,1,3,3,133,1Lost
15275,4619,1,146.73000000000002,2,4,2,242,2Low Value
15276,4648,1,22.169999999999998,3,4,4,344,344
15277,4628,1,35.34,2,4,4,244,244
15279,4936,1,35.2,4,4,4,444,444
15280,4754,1,23.32,4,4,4,444,444
15281,4640,8,674.5400000000001,3,1,1,311,3High Value
15286,4631,1,66.4,2,4,3,243,2Lost
15287,4604,2,111.15,2,3,3,233,2Lost
15288,4625,4,465.68000000000006,2,2,1,221,Medium Value1
15289,4611,3,188.07,2,2,2,222,Medium Value2
15290,4586,16,1701.8,1,1,1,111,High Value1
15291,4607,9,571.7799999999999,2,1,1,211,2High Value
15292,4783,1,40.75,4,4,4,444,444
15296,4632,6,768.3299999999999,2,1,1,211,2High Value
15297,4592,3,141.42000000000002,1,2,2,122,High Value2
15298,4584,9,1558.1799999999998,1,1,1,111,High Value1
15300,4646,1,48.5,3,4,4,344,344
15301,4632,9,774.7099999999999,2,1,1,211,2High Value
15303,4872,1,65.8,4,4,3,443,4Lost
15304,4642,4,176.5,3,2,2,322,Medium Value2
15306,4646,3,243.0,3,2,2,322,Medium Value2
15307,4677,1,14.850000000000001,3,4,4,344,344
15308,4856,1,60.6,4,4,3,443,4Lost
15311,4582,84,11758.489999999998,1,1,1,111,High Value1
15312,4657,4,128.24,3,2,3,323,Medium Value3
15314,4781,1,70.08,4,4,3,443,4Lost
15315,4646,2,91.38,3,3,3,333,Lost3
15316,4908,1,165.0,4,4,2,442,4Low Value
15318,4585,1,36.96,1,4,4,144,144
15319,4865,1,17.700000000000003,4,4,4,444,444
15320,4626,1,55.55,2,4,4,244,244
15321,4652,3,611.7000000000002,3,2,1,321,Medium Value1
15322,4667,1,160.83999999999997,3,4,2,342,3Low Value
15325,4685,1,61.259999999999984,3,4,3,343,3Lost
15326,4915,1,60.779999999999994,4,4,3,443,4Lost
15327,4634,1,10.2,3,4,4,344,344
15329,4621,3,213.68,2,2,2,222,Medium Value2
15330,4642,1,69.6,3,4,3,343,3Lost
15333,4790,1,378.53999999999996,4,4,1,441,4Low Value
15334,4738,3,63.349999999999994,4,2,3,423,Low Value3
15335,4635,1,17.9,3,4,4,344,344
15339,4648,2,103.57,3,3,3,333,Lost3
15341,4662,1,517.36,3,4,1,341,3Low Value
15342,4711,1,103.19999999999999,3,4,3,343,3Lost
15343,4669,1,109.2,3,4,3,343,3Lost
15344,4614,2,107.56,2,3,3,233,2Lost
15345,4627,1,29.9,2,4,4,244,244
15346,4914,1,47.10000000000001,4,4,4,444,444
15348,4654,1,15.0,3,4,4,344,344
15349,4740,2,67.76,4,3,3,433,Lost3
15351,4594,6,326.13000000000005,1,1,2,112,High Value2
15353,4836,1,59.9,4,4,3,443,4Lost
15355,4611,1,55.6,2,4,4,244,244
15356,4613,9,530.0899999999999,2,1,1,211,2High Value
15358,4586,19,1725.94,1,1,1,111,High Value1
15360,4621,1,49.6,2,4,4,244,244
15361,4943,1,253.32,4,4,2,442,4Low Value
15364,4677,1,89.56000000000002,3,4,3,343,3Lost
15365,4607,6,430.5800000000001,2,1,1,211,2High Value
15366,4657,2,166.44,3,3,2,332,3Medium Value
15367,4639,3,369.12,3,2,1,321,Medium Value1
15368,4603,1,279.24,2,4,2,242,2Low Value
15370,4653,5,463.45,3,1,1,311,3High Value
15372,4719,1,449.55999999999995,3,4,1,341,3Low Value
15373,4590,8,425.06999999999994,1,1,1,111,High Value1
15376,4622,3,314.19,2,2,2,222,Medium Value2
15379,4751,7,867.5199999999999,4,1,1,411,4High Value
15380,4590,2,198.20000000000002,1,3,2,132,1Medium Value
15382,4596,5,1337.96,1,1,1,111,High Value1
15384,4751,2,103.99000000000001,4,3,3,433,Lost3
15385,4622,1,10.2,2,4,4,244,244
15386,4768,1,35.28,4,4,4,444,444
15392,4586,4,393.58,1,2,1,121,High Value1
15393,4863,1,43.2,4,4,4,444,444
15394,4591,4,354.71999999999997,1,2,1,121,High Value1
15395,4907,1,31.85,4,4,4,444,444
15396,4694,1,101.28,3,4,3,343,3Lost
15397,4871,1,14.850000000000001,4,4,4,444,444
15398,4598,2,239.34000000000003,1,3,2,132,1Medium Value
15399,4583,3,186.22,1,2,2,122,High Value2
15400,4710,2,105.4,3,3,3,333,Lost3
15402,4730,2,68.5,4,3,3,433,Lost3
15405,4771,1,15.440000000000001,4,4,4,444,444
15406,4613,2,91.3,2,3,3,233,2Lost
15407,4615,4,329.27,2,2,2,222,Medium Value2
15408,4846,1,110.75,4,4,3,443,4Lost
15410,4666,7,633.1500000000001,3,1,1,311,3High Value
15411,4608,4,321.45,2,2,2,222,Medium Value2
15412,4753,1,11.8,4,4,4,444,444
15414,4591,2,96.58,1,3,3,133,1Lost
15415,4895,1,158.35,4,4,2,442,4Low Value
15416,4646,4,552.79,3,2,1,321,Medium Value1
15417,4667,1,111.0,3,4,3,343,3Lost
15419,4606,1,34.4,2,4,4,244,244
15421,4640,3,112.1,3,2,3,323,Medium Value3
15422,4905,1,15.299999999999999,4,4,4,444,444
15424,4836,2,49.56,4,3,4,434,Lost4
15426,4601,4,183.03000000000003,2,2,2,222,Medium Value2
15427,4615,3,213.14999999999998,2,2,2,222,Medium Value2
15428,4597,1,46.620000000000005,1,4,4,144,144
15429,4608,2,104.09000000000002,2,3,3,233,2Lost
15432,4605,1,40.2,2,4,4,244,244
15433,4849,1,55.56,4,4,4,444,444
15434,4590,4,141.5,1,2,2,122,High Value2
15435,4604,1,35.74999999999999,2,4,4,244,244
15436,4594,3,231.13000000000002,1,2,2,122,High Value2
15437,4844,1,56.43000000000001,4,4,4,444,444
15438,4713,1,26.299999999999997,3,4,4,344,344
15440,4636,3,56.44,3,2,4,324,Medium Value4
15443,4583,7,771.3,1,1,1,111,High Value1
15444,4591,2,334.65000000000003,1,3,1,131,1Medium Value
15445,4846,1,25.5,4,4,4,444,444
15447,4912,1,28.52,4,4,4,444,444
15448,4894,1,96.2,4,4,3,443,4Lost
15449,4608,3,211.42999999999998,2,2,2,222,Medium Value2
15450,4612,1,25.4,2,4,4,244,244
15452,4611,3,172.77000000000004,2,2,2,222,Medium Value2
15453,4583,7,278.28999999999996,1,1,2,112,High Value2
15454,4944,1,48.55,4,4,4,444,444
15456,4865,3,70.84,4,2,3,423,Low Value3
15457,4844,1,32.97,4,4,4,444,444
15458,4607,1,23.4,2,4,4,244,244
15460,4936,1,17.549999999999997,4,4,4,444,444
15462,4676,1,19.799999999999997,3,4,4,344,344
15463,4611,1,45.8,2,4,4,244,244
15464,4920,1,177.54999999999998,4,4,2,442,4Low Value
15465,4664,9,896.75,3,1,1,311,3High Value
15466,4667,1,45.25000000000001,3,4,4,344,344
15467,4591,3,97.97999999999999,1,2,3,123,High Value3
15468,4633,1,95.75,3,4,3,343,3Lost
15469,4632,2,75.6,2,3,3,233,2Lost
15471,4584,1,53.45,1,4,4,144,144
15472,4695,1,59.8,3,4,3,343,3Lost
15473,4596,2,306.0,1,3,2,132,1Medium Value
15475,4659,1,98.61000000000001,3,4,3,343,3Lost
15478,4622,2,230.68999999999997,2,3,2,232,2Medium Value
15482,4597,8,1770.2,1,1,1,111,High Value1
15483,4743,4,52.839999999999996,4,2,4,424,Low Value4
15484,4583,4,760.8399999999999,1,2,1,121,High Value1
15485,4612,2,177.67000000000002,2,3,2,232,2Medium Value
15489,4604,3,435.46000000000004,2,2,1,221,Medium Value1
15491,4682,5,595.54,3,1,1,311,3High Value
15492,4656,1,122.32,3,4,3,343,3Lost
15493,4614,5,320.51,2,1,2,212,2High Value
15494,4603,2,322.28000000000003,2,3,2,232,2Medium Value
15497,4599,2,288.6,1,3,2,132,1Medium Value
15498,4584,20,2621.0299999999997,1,1,1,111,High Value1
15500,4590,4,330.0,1,2,2,122,High Value2
15502,4597,6,1135.3299999999997,1,1,1,111,High Value1
15503,4944,1,41.6,4,4,4,444,444
15504,4663,1,16.9,3,4,4,344,344
15505,4634,5,972.8599999999999,3,1,1,311,3High Value
15506,4604,3,221.0,2,2,2,222,Medium Value2
15507,4753,1,146.47,4,4,2,442,4Low Value
15508,4771,5,281.84,4,1,2,412,4High Value
15511,4593,5,230.19,1,1,2,112,High Value2
15512,4941,1,15.299999999999999,4,4,4,444,444
15513,4615,14,3305.51,2,1,1,211,2High Value
15514,4594,10,1022.4899999999999,1,1,1,111,High Value1
15516,4628,1,9.9,2,4,4,244,244
15517,4815,1,95.78,4,4,3,443,4Lost
15518,4646,6,411.77000000000004,3,1,1,311,3High Value
15520,4583,1,64.38,1,4,3,143,1Lost
15521,4622,6,387.13,2,1,1,211,2High Value
15522,4614,2,45.86,2,3,4,234,234
15523,4666,1,252.50000000000003,3,4,2,342,3Low Value
15525,4584,2,107.47,1,3,3,133,1Lost
15527,4600,8,661.54,1,1,1,111,High Value1
15528,4836,1,123.61,4,4,3,443,4Lost
15529,4604,9,700.57,2,1,1,211,2High Value
15530,4603,4,326.00000000000006,2,2,2,222,Medium Value2
15531,4590,2,491.7400000000001,1,3,1,131,1Medium Value
15532,4607,4,332.23,2,2,2,222,Medium Value2
15533,4601,3,163.35999999999999,2,2,2,222,Medium Value2
15535,4755,3,168.39,4,2,2,422,4Medium Value
15537,4745,1,7.5,4,4,4,444,444
15539,4589,1,119.87000000000002,1,4,3,143,1Lost
15540,4593,1,37.650000000000006,1,4,4,144,144
15541,4696,1,23.73,3,4,4,344,344
15543,4870,1,38.5,4,4,4,444,444
15544,4591,8,647.0999999999999,1,1,1,111,High Value1
15545,4636,1,38.879999999999995,3,4,4,344,344
15547,4589,13,1077.1,1,1,1,111,High Value1
15549,4739,2,330.85,4,3,2,432,4Medium Value
15550,4586,4,127.95,1,2,3,123,High Value3
15551,4618,1,101.0,2,4,3,243,2Lost
15552,4799,1,7.78,4,4,4,444,444
15553,4642,1,70.53,3,4,3,343,3Lost
15554,4859,1,25.2,4,4,4,444,444
15555,4594,14,851.3299999999999,1,1,1,111,High Value1
15556,4606,1,79.08,2,4,3,243,2Lost
15557,4610,1,118.26,2,4,3,243,2Lost
15561,4593,3,65.46000000000001,1,2,3,123,High Value3
15563,4604,3,312.29,2,2,2,222,Medium Value2
15565,4652,1,16.5,3,4,4,344,344
15567,4600,1,24.96,1,4,4,144,144
15568,4584,3,126.91,1,2,3,123,High Value3
15569,4685,4,552.98,3,2,1,321,Medium Value1
15570,4592,10,842.8900000000001,1,1,1,111,High Value1
15571,4593,4,186.63000000000002,1,2,2,122,High Value2
15572,4586,7,591.49,1,1,1,111,High Value1
15573,4613,2,127.42999999999999,2,3,3,233,2Lost
15574,4759,2,47.07,4,3,4,434,Lost4
15576,4619,1,134.3,2,4,3,243,2Lost
15577,4733,3,65.77000000000001,4,2,3,423,Low Value3
15579,4650,2,62.71,3,3,3,333,Lost3
15581,4738,8,147.32,4,1,2,412,4High Value
15582,4802,1,63.480000000000004,4,4,3,443,4Lost
15584,4605,4,88.55,2,2,3,223,Medium Value3
15585,4758,1,121.24999999999999,4,4,3,443,4Lost
15587,4632,1,111.96,2,4,3,243,2Lost
15589,4837,2,90.10000000000001,4,3,3,433,Lost3
15592,4628,1,94.74000000000001,2,4,3,243,2Lost
15593,4652,1,71.4,3,4,3,343,3Lost
15594,4612,4,378.82,2,2,1,221,Medium Value1
15596,4796,3,222.99999999999994,4,2,2,422,4Medium Value
15597,4617,1,32.160000000000004,2,4,4,244,244
15598,4635,1,63.06,3,4,3,343,3Lost
15599,4608,2,136.32999999999998,2,3,3,233,2Lost
15601,4593,13,1102.1200000000003,1,1,1,111,High Value1
15602,4590,6,305.22,1,1,2,112,High Value2
15604,4634,1,36.52,3,4,4,344,344
15605,4618,4,134.3,2,2,3,223,Medium Value3
15606,4643,8,687.63,3,1,1,311,3High Value
15607,4918,1,54.76,4,4,4,444,444
15608,4610,4,271.78,2,2,2,222,Medium Value2
15609,4766,1,112.68,4,4,3,443,4Lost
15610,4633,1,53.14,3,4,4,344,344
15611,4591,6,197.85,1,1,2,112,High Value2
15612,4618,2,124.1,2,3,3,233,2Lost
15615,4592,18,2145.8,1,1,1,111,High Value1
15618,4614,4,165.951,2,2,2,222,Medium Value2
15620,4638,3,186.9,3,2,2,322,Medium Value2
15621,4586,2,198.72,1,3,2,132,1Medium Value
15622,4625,7,925.82,2,1,1,211,2High Value
15623,4723,1,60.129999999999995,4,4,3,443,4Lost
15624,4717,2,88.53,3,3,3,333,Lost3
15625,4685,3,314.1,3,2,2,322,Medium Value2
15626,4656,2,139.48000000000002,3,3,2,332,3Medium Value
15628,4586,8,477.0,1,1,1,111,High Value1
15630,4627,2,212.74,2,3,2,232,2Medium Value
15632,4597,8,624.3999999999999,1,1,1,111,High Value1
15634,4599,1,65.7,1,4,3,143,1Lost
15636,4671,2,117.0,3,3,3,333,Lost3
15637,4634,1,36.900000000000006,3,4,4,344,344
15639,4716,1,15.120000000000001,3,4,4,344,344
15640,4586,12,2297.7,1,1,1,111,High Value1
15641,4687,4,177.4,3,2,2,322,Medium Value2
15643,4864,1,76.69999999999999,4,4,3,443,4Lost
15644,4748,4,147.33999999999997,4,2,2,422,4Medium Value
15645,4600,1,138.21,1,4,2,142,1Low Value
15646,4828,1,28.200000000000003,4,4,4,444,444
15648,4786,2,199.3,4,3,2,432,4Medium Value
15651,4618,3,154.86,2,2,2,222,Medium Value2
15652,4673,1,102.80000000000001,3,4,3,343,3Lost
15653,4674,2,432.11999999999995,3,3,1,331,3Medium Value
15654,4591,1,103.56,1,4,3,143,1Lost
15655,4825,1,123.71,4,4,3,443,4Lost
15656,4627,3,253.3,2,2,2,222,Medium Value2
15657,4604,1,30.0,2,4,4,244,244
15658,4779,2,109.2,4,3,3,433,Lost3
15659,4625,1,45.0,2,4,4,244,244
15660,4607,8,372.34,2,1,1,211,2High Value
15661,4899,1,6.6000000000000005,4,4,4,444,444
15663,4688,1,29.04,3,4,4,344,344
15664,4632,1,33.36,2,4,4,244,244
15665,4750,2,415.47,4,3,1,431,4Medium Value
15667,4621,1,70.56,2,4,3,243,2Lost
15669,4685,3,151.02,3,2,2,322,Medium Value2
15670,4878,1,106.50000000000001,4,4,3,443,4Lost
15671,4607,5,299.46,2,1,2,212,2High Value
15673,4670,4,799.27,3,2,1,321,Medium Value1
15674,4655,4,371.87,3,2,1,321,Medium Value1
15675,4737,1,29.72,4,4,4,444,444
15676,4600,3,824.46,1,2,1,121,High Value1
15677,4631,1,240.15,2,4,2,242,2Low Value
15678,4634,1,36.0,3,4,4,344,344
15679,4606,4,156.06,2,2,2,222,Medium Value2
15680,4591,2,121.63,1,3,3,133,1Lost
15681,4607,4,178.04,2,2,2,222,Medium Value2
15683,4699,1,17.4,3,4,4,344,344
15687,4590,8,634.05,1,1,1,111,High Value1
15689,4943,1,45.599999999999994,4,4,4,444,444
15690,4586,2,46.199999999999996,1,3,4,134,134
15692,4610,1,37.199999999999996,2,4,4,244,244
15694,4607,8,451.89,2,1,1,211,2High Value
15695,4848,1,81.44999999999999,4,4,3,443,4Lost
15696,4615,7,403.93999999999994,2,1,1,211,2High Value
15699,4599,1,50.379999999999995,1,4,4,144,144
15700,4754,2,104.39,4,3,3,433,Lost3
15701,4584,4,228.65,1,2,2,122,High Value2
15704,4722,3,462.35999999999996,4,2,1,421,4Medium Value
15705,4783,1,75.9,4,4,3,443,4Lost
15706,4646,3,159.35,3,2,2,322,Medium Value2
15707,4617,4,170.42,2,2,2,222,Medium Value2
15708,4622,6,557.8,2,1,1,211,2High Value
15709,4865,1,36.8,4,4,4,444,444
15712,4591,4,174.89999999999998,1,2,2,122,High Value2
15713,4725,1,53.1,4,4,4,444,444
15714,4593,1,10.75,1,4,4,144,144
15716,4727,3,70.21,4,2,3,423,Low Value3
15717,4816,1,19.8,4,4,4,444,444
15719,4614,13,1033.0800000000002,2,1,1,211,2High Value
15720,4606,1,198.05,2,4,2,242,2Low Value
15721,4593,1,186.96000000000004,1,4,2,142,1Low Value
15722,4617,4,429.75000000000006,2,2,1,221,Medium Value1
15723,4946,1,20.549999999999997,4,4,4,444,444
15724,4866,1,23.4,4,4,4,444,444
15725,4597,1,130.43,1,4,3,143,1Lost
15727,4598,7,1324.6800000000003,1,1,1,111,High Value1
15729,4794,1,15.0,4,4,4,444,444
15730,4647,3,304.76,3,2,2,322,Medium Value2
15732,4794,1,51.00000000000001,4,4,4,444,444
15733,4864,1,42.8,4,4,4,444,444
15734,4696,2,57.0,3,3,4,334,Lost4
15737,4596,5,233.95,1,1,2,112,High Value2
15738,4600,15,976.69,1,1,1,111,High Value1
15739,4648,1,103.6,3,4,3,343,3Lost
15740,4631,1,24.900000000000002,2,4,4,244,244
15743,4598,4,167.73000000000002,1,2,2,122,High Value2
15745,4601,4,201.20999999999998,2,2,2,222,Medium Value2
15746,4716,1,42.480000000000004,3,4,4,344,344
15747,4594,3,207.16,1,2,2,122,High Value2
15748,4622,1,31.75,2,4,4,244,244
15749,4817,3,13698.5,4,2,1,421,4Medium Value
15750,4584,6,417.85,1,1,1,111,High Value1
15752,4621,6,428.15,2,1,1,211,2High Value
15754,4633,3,105.33000000000001,3,2,3,323,Medium Value3
15755,4592,6,465.07,1,1,1,111,High Value1
15756,4643,4,90.83,3,2,3,323,Medium Value3
15757,4647,2,178.09999999999997,3,3,2,332,3Medium Value
15758,4606,1,29.700000000000003,2,4,4,244,244
15759,4940,1,5.04,4,4,4,444,444
15762,4647,2,151.49,3,3,2,332,3Medium Value
15763,4613,2,244.98999999999998,2,3,2,232,2Medium Value
15764,4670,5,794.63,3,1,1,311,3High Value
15766,4646,1,15.0,3,4,4,344,344
15768,4785,2,71.5,4,3,3,433,Lost3
15769,4589,14,10867.380000000001,1,1,1,111,High Value1
15773,4587,1,18.4,1,4,4,144,144
15774,4650,1,75.0,3,4,3,343,3Lost
15775,4827,1,17.700000000000003,4,4,4,444,444
15776,4715,1,69.82,3,4,3,343,3Lost
15777,4823,3,296.85,4,2,2,422,4Medium Value
15780,4824,2,160.1,4,3,2,432,4Medium Value
15781,4607,2,55.699999999999996,2,3,4,234,234
15782,4591,3,481.22,1,2,1,121,High Value1
15783,4592,1,19.8,1,4,4,144,144
15785,4614,4,449.02,2,2,1,221,Medium Value1
15786,4628,3,1195.5300000000002,2,2,1,221,Medium Value1
15787,4608,3,144.45000000000002,2,2,2,222,Medium Value2
15789,4940,1,56.94,4,4,4,444,444
15790,4592,1,37.14,1,4,4,144,144
15791,4625,2,244.70000000000002,2,3,2,232,2Medium Value
15793,4621,1,93.36000000000001,2,4,3,243,2Lost
15795,4731,1,198.37,4,4,2,442,4Low Value
15796,4583,8,624.53,1,1,1,111,High Value1
15797,4886,1,244.79999999999998,4,4,2,442,4Low Value
15799,4657,3,140.59,3,2,2,322,Medium Value2
15800,4689,2,181.64,3,3,2,332,3Medium Value
15801,4628,3,194.59000000000003,2,2,2,222,Medium Value2
15803,4633,1,119.54,3,4,3,343,3Lost
15804,4582,12,501.4100000000001,1,1,1,111,High Value1
15805,4605,12,1173.32,2,1,1,211,2High Value
15806,4628,2,139.85,2,3,2,232,2Medium Value
15807,4632,2,253.57999999999998,2,3,2,232,2Medium Value
15808,4888,3,441.25000000000006,4,2,1,421,4Medium Value
15809,4618,3,102.28999999999999,2,2,3,223,Medium Value3
15810,4752,3,253.7,4,2,2,422,4Medium Value
15811,4604,5,470.89000000000004,2,1,1,211,2High Value
15812,4689,3,479.20000000000005,3,2,1,321,Medium Value1
15813,4789,2,207.99999999999997,4,3,2,432,4Medium Value
15814,4598,4,492.50999999999993,1,2,1,121,High Value1
15815,4645,3,268.02,3,2,2,322,Medium Value2
15819,4631,4,318.57000000000005,2,2,2,222,Medium Value2
15820,4901,1,15.9,4,4,4,444,444
15821,4626,2,93.25,2,3,3,233,2Lost
15822,4585,2,317.0,1,3,2,132,1Medium Value
15825,4754,1,59.22,4,4,3,443,4Lost
15826,4638,2,331.34000000000003,3,3,2,332,3Medium Value
15827,4655,10,390.91,3,1,1,311,3High Value
15829,4681,2,177.17999999999998,3,3,2,332,3Medium Value
15830,4619,1,53.36,2,4,4,244,244
15831,4640,3,195.01,3,2,2,322,Medium Value2
15832,4836,1,179.8,4,4,2,442,4Low Value
15834,4652,3,527.18,3,2,1,321,Medium Value1
15835,4626,4,205.48,2,2,2,222,Medium Value2
15836,4632,1,29.75,2,4,4,244,244
15837,4646,1,85.5,3,4,3,343,3Lost
15838,4593,13,5408.04,1,1,1,111,High Value1
15839,4615,3,277.1,2,2,2,222,Medium Value2
15840,4640,2,72.36,3,3,3,333,Lost3
15841,4654,3,80.94,3,2,3,323,Medium Value3
15843,4885,1,43.2,4,4,4,444,444
15844,4628,1,10.2,2,4,4,244,244
15845,4599,8,703.43,1,1,1,111,High Value1
15847,4620,2,53.1,2,3,4,234,234
15850,4601,2,55.96,2,3,4,234,234
15852,4779,1,11.57,4,4,4,444,444
15853,4633,1,21.22,3,4,4,344,344
15854,4586,8,367.2,1,1,1,111,High Value1
15855,4718,5,142.29999999999998,3,1,2,312,3High Value
15856,4586,22,3059.13,1,1,1,111,High Value1
15857,4600,1,140.1,1,4,2,142,1Low Value
15858,4597,4,196.55,1,2,2,122,High Value2
15860,4622,6,184.47,2,1,2,212,2High Value
15861,4594,7,528.47,1,1,1,111,High Value1
15862,4590,3,105.92,1,2,3,123,High Value3
15863,4607,2,21.4,2,3,4,234,234
15864,4608,3,398.2800000000001,2,2,1,221,Medium Value1
15865,4622,3,116.9,2,2,3,223,Medium Value3
15866,4683,1,71.47000000000001,3,4,3,343,3Lost
15867,4587,14,919.5999999999999,1,1,1,111,High Value1
15869,4859,2,63.88999999999999,4,3,3,433,Lost3
15870,4614,1,148.94,2,4,2,242,2Low Value
15872,4596,1,70.94999999999999,1,4,3,143,1Lost
15874,4645,6,1259.52,3,1,1,311,3High Value
15877,4583,2,105.09,1,3,3,133,1Lost
15881,4894,3,88.85000000000001,4,2,3,423,Low Value3
15882,4780,1,5.9,4,4,4,444,444
15883,4584,2,74.73,1,3,3,133,1Lost
15885,4675,1,17.700000000000003,3,4,4,344,344
15886,4642,1,32.35,3,4,4,344,344
15888,4662,1,14.07,3,4,4,344,344
15889,4738,1,10.94,4,4,4,444,444
15891,4808,1,112.78,4,4,3,443,4Lost
15895,4731,1,14.33,4,4,4,444,444
15897,4776,2,26.65,4,3,4,434,Lost4
15898,4583,3,81.55,1,2,3,123,High Value3
15900,4605,1,30.279999999999998,2,4,4,244,244
15901,4598,3,63.989999999999995,1,2,3,123,High Value3
15903,4591,5,1038.48,1,1,1,111,High Value1
15904,4590,1,36.96,1,4,4,144,144
15906,4601,6,393.33000000000004,2,1,1,211,2High Value
15907,4585,3,238.41,1,2,2,122,High Value2
15909,4755,1,19.799999999999997,4,4,4,444,444
15910,4582,8,206.56,1,1,2,112,High Value2
15912,4815,1,43.35,4,4,4,444,444
15916,4598,6,311.0799999999999,1,1,2,112,High Value2
15917,4829,1,14.750000000000002,4,4,4,444,444
15918,4772,2,34.550000000000004,4,3,4,434,Lost4
15919,4601,1,82.49000000000001,2,4,3,243,2Lost
15920,4736,3,22.880000000000003,4,2,4,424,Low Value4
15921,4754,1,40.97,4,4,4,444,444
15925,4776,1,22.400000000000002,4,4,4,444,444
15930,4649,1,75.8,3,4,3,343,3Lost
15932,4586,5,300.02,1,1,2,112,High Value2
15933,4603,3,176.90000000000003,2,2,2,222,Medium Value2
15935,4821,2,323.94,4,3,2,432,4Medium Value
15937,4646,1,19.799999999999997,3,4,4,344,344
15939,4716,8,1160.08,3,1,1,311,3High Value
15942,4715,1,57.7,3,4,4,344,344
15944,4858,1,17.700000000000003,4,4,4,444,444
15947,4664,1,301.96,3,4,2,342,3Low Value
15948,4590,2,190.89,1,3,2,132,1Medium Value
15949,4598,2,67.64,1,3,3,133,1Lost
15950,4613,4,339.99000000000007,2,2,1,221,Medium Value1
15951,4590,2,154.25,1,3,2,132,1Medium Value
15952,4615,4,119.41,2,2,3,223,Medium Value3
15953,4597,7,264.81,1,1,2,112,High Value2
15955,4606,9,931.2099999999999,2,1,1,211,2High Value
15957,4613,1,42.97,2,4,4,244,244
15958,4656,1,3.95,3,4,4,344,344
15963,4601,2,111.56,2,3,3,233,2Lost
15965,4599,2,199.49,1,3,2,132,1Medium Value
15967,4605,2,63.949999999999996,2,3,3,233,2Lost
15969,4584,1,39.8,1,4,4,144,144
15970,4885,1,33.0,4,4,4,444,444
15971,4634,4,383.7,3,2,1,321,Medium Value1
15974,4621,7,717.5899999999999,2,1,1,211,2High Value
15975,4666,1,103.65,3,4,3,343,3Lost
15976,4747,2,89.25999999999999,4,3,3,433,Lost3
15977,4599,2,87.41,1,3,3,133,1Lost
15978,4659,1,132.28,3,4,3,343,3Lost
15980,4670,3,412.87,3,2,1,321,Medium Value1
15981,4606,6,614.5,2,1,1,211,2High Value
15983,4604,2,106.53,2,3,3,233,2Lost
15984,4584,9,398.71999999999997,1,1,1,111,High Value1
15985,4705,2,288.6,3,3,2,332,3Medium Value
15986,4612,1,29.999999999999996,2,4,4,244,244
15987,4594,3,104.59,1,2,3,123,High Value3
15988,4601,1,34.7,2,4,4,244,244
15990,4626,2,180.87999999999997,2,3,2,232,2Medium Value
15992,4585,1,13.52,1,4,4,144,144
15993,4590,7,599.8900000000001,1,1,1,111,High Value1
15994,4636,1,107.14999999999999,3,4,3,343,3Lost
