"name","nickname","wins","losses","draws","height_cm","weight_in_kg","reach_in_cm","stance","date_of_birth","significant_strikes_landed_per_minute","significant_striking_accuracy","significant_strikes_absorbed_per_minute","significant_strike_defence","average_takedowns_landed_per_15_minutes","takedown_accuracy","takedown_defense","average_submissions_attempted_per_15_minutes"
"Donovan Beard","The Highlight Reel","7","2","0","187.96","83.91","198.12","Orthodox","1989-11-05","0.0","0.0","5.77","28.0","0.0","0.0","0.0","0.0"
"Thaddeus Luster","","0","1","0","190.5","95.25","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jay Cucciniello","","8","1","0","170.18","70.31","","Orthodox","1986-07-23","0.93","21.0","4.73","36.0","0.0","0.0","71.0","0.0"
"Simon Biyong","","7","1","0","","92.99","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Alexander Munoz","","7","2","0","175.26","70.31","182.88","Switch","1990-02-27","3.7","42.0","4.73","55.0","3.0","40.0","100.0","0.0"
"Nicdali Rivera-Calanoc","The Night Queen","9","10","0","160.02","47.63","","","","1.82","20.0","2.42","78.0","0.0","0.0","0.0","0.0"
"Stephanie Frausto","Lil Bovy","8","7","0","157.48","52.16","154.94","Orthodox","1990-09-20","1.43","21.0","3.57","60.0","0.0","0.0","0.0","0.0"
"Rocky Long","","21","37","1","","65.77","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chris Avila","","5","4","0","177.8","65.77","","Orthodox","1993-01-16","2.37","30.0","4.17","48.0","0.0","0.0","46.0","0.0"
"Keenan Raymond","","3","3","0","","74.84","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Fabricio Guerreiro","","21","5","0","177.8","65.77","","","","1.87","31.0","2.2","67.0","2.0","50.0","0.0","0.0"
"Viktoriia Dudakova","","8","0","0","165.1","52.16","170.18","Orthodox","1999-01-26","3.14","52.0","2.45","50.0","2.45","41.0","50.0","0.0"
"Hiroyuki Abe","Abe Ani","8","15","3","167.64","65.77","","Orthodox","","1.71","36.0","3.11","63.0","0.0","0.0","33.0","0.0"
"Alexandre Barros","Baixinho","22","11","0","175.26","77.11","","Southpaw","1976-11-19","0.98","40.0","4.05","36.0","1.84","50.0","100.0","0.0"
"Billy Miles","The Kid","2","2","0","177.8","77.11","","Orthodox","1978-04-28","0.0","0.0","1.25","33.0","0.0","0.0","0.0","0.0"
"Frank Megallon","","2","3","0","177.8","83.91","","Southpaw","","1.14","21.0","5.32","54.0","0.0","0.0","0.0","0.0"
"Shimon Smotritsky","The Assassin","8","2","0","187.96","77.11","187.96","Orthodox","2000-08-22","3.52","34.0","8.67","56.0","3.52","33.0","50.0","0.0"
"Lukasz Sajewski","Wookie","13","3","0","172.72","70.31","180.34","Orthodox","1990-11-27","2.06","35.0","3.88","57.0","1.01","25.0","66.0","0.0"
"Pat Audinwood","Awesomely Awesome","11","2","1","182.88","70.31","","Orthodox","1986-04-16","1.17","12.0","4.31","41.0","0.8","50.0","0.0","0.0"
"Bobby Sanchez","The Kid","10","35","0","170.18","70.31","","Orthodox","","0.0","0.0","0.0","100.0","0.0","0.0","100.0","0.0"
"Luis Gomez","Tiger Junior","4","1","0","170.18","65.77","172.72","Orthodox","1995-01-28","1.57","33.0","4.03","55.0","4.48","50.0","33.0","0.0"
"Sean Wilson","P-Town","36","29","0","172.72","65.77","","","","1.01","31.0","5.88","62.0","0.0","0.0","0.0","0.0"
"Roman Kopylov","","12","2","0","182.88","83.91","190.5","Southpaw","1991-05-04","4.72","53.0","4.11","60.0","0.47","50.0","92.0","0.0"
"Marcin Wrzosek","The Polish Zombie","12","4","0","175.26","70.31","","","","3.47","43.0","4.07","43.0","3.0","25.0","33.0","0.0"
"Marlon Sims","","3","4","0","","77.11","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kathryn Paprocki","","3","2","0","160.02","52.16","160.02","Orthodox","1993-04-28","1.0","23.0","4.27","43.0","0.0","0.0","0.0","0.0"
"Michael Page","Venom","12","0","0","187.96","77.11","","","","4.53","76.0","0.45","77.0","3.4","100.0","100.0","0.0"
"Ramon Taveras","The Savage","9","2","0","172.72","61.23","177.8","Southpaw","1994-01-09","7.2","58.0","6.17","66.0","0.0","0.0","0.0","0.0"
"Carlo Pedersoli Jr.","Semento","11","3","0","180.34","77.11","190.5","Southpaw","1993-06-08","4.17","37.0","4.12","61.0","2.91","44.0","0.0","0.0"
"Matt Dixon","Magic","9","1","0","177.8","77.11","190.5","Switch","1995-10-09","1.97","43.0","4.56","37.0","3.06","30.0","0.0","0.0"
"Nursulton Ruziboev","Black","35","8","2","195.58","83.91","193.04","Orthodox","1993-11-19","4.68","66.0","2.34","40.0","11.69","100.0","0.0","0.0"
"Talita Nogueira","Treta","6","0","0","177.8","65.77","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ketlen Souza","Esquentadinha","13","4","0","160.02","56.7","160.02","Orthodox","1994-08-18","0.0","0.0","1.71","70.0","0.0","0.0","0.0","0.0"
"Isao Kobayashi","","21","4","4","172.72","65.77","","","","1.01","33.0","1.66","45.0","2.17","100.0","100.0","0.0"
"Dakota Bush","","8","4","0","177.8","70.31","185.42","Orthodox","1994-06-09","2.77","38.0","4.42","41.0","2.4","33.0","0.0","0.0"
"Steven Graham","","2","1","0","185.42","131.54","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mizuki","","15","6","0","160.02","52.16","165.1","Orthodox","1994-08-19","4.56","50.0","5.62","48.0","0.33","14.0","85.0","0.0"
"Justin McCully","The Insane One","11","5","2","185.42","102.06","185.42","Orthodox","1976-02-18","1.58","37.0","2.02","46.0","1.28","44.0","43.0","0.0"
"Jose Alday","Pochito","14","6","1","170.18","61.23","172.72","Orthodox","1991-09-14","3.13","44.0","3.13","58.0","0.0","0.0","57.0","0.0"
"Gerard Gordeau","","2","2","0","195.58","97.98","","Orthodox","1959-03-30","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Josh Shockman","The War Hammer","6","3","0","193.04","106.59","","Southpaw","1980-12-29","0.87","32.0","0.87","58.0","0.0","0.0","23.0","0.0"
"Rhys McKee","Skeletor","10","5","1","187.96","77.11","198.12","Orthodox","1995-09-10","6.06","48.0","9.47","44.0","0.0","0.0","33.0","0.0"
"Carter Williams","The Beast","4","5","0","185.42","120.2","","Orthodox","","1.55","36.0","2.32","58.0","2.9","33.0","100.0","0.0"
"Javy Ayala","Eye Candy","10","5","0","185.42","120.2","","","","0.83","25.0","5.0","33.0","0.0","0.0","0.0","0.0"
"Augusto Sakai","","16","5","1","190.5","120.2","195.58","Orthodox","1991-05-09","4.6","49.0","3.83","48.0","0.23","40.0","56.0","0.0"
"Jeff Cox","The Grinder","10","7","0","177.8","70.31","","Orthodox","1968-08-02","0.56","25.0","1.69","33.0","4.23","50.0","80.0","0.0"
"Jason Suttie","Nobunaga","0","1","0","182.88","95.25","","Orthodox","1973-08-07","2.07","83.0","4.97","36.0","0.0","0.0","0.0","0.0"
"Collin Anglin","","8","3","0","175.26","65.77","180.34","Orthodox","1993-02-20","4.59","48.0","5.54","51.0","2.28","66.0","100.0","0.0"
"Denis Sobolev","","4","7","0","190.5","97.98","","Orthodox","","0.0","0.0","5.45","33.0","0.0","0.0","0.0","0.0"
"Jin Oh Kim","","0","4","0","175.26","92.99","","Orthodox","","5.06","25.0","8.43","50.0","0.0","0.0","66.0","0.0"
"Adli Edwards","","4","1","0","","65.77","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Joshua Wang-Kim","Twin Dragon","5","2","0","175.26","61.23","180.34","Switch","1992-11-16","2.95","40.0","4.43","60.0","1.17","100.0","66.0","0.0"
"Elisha Helsper","Knuckles","0","4","0","167.64","61.23","","Orthodox","1983-02-06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ryan Parker","","0","1","0","190.5","106.59","","Southpaw","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Billy Goff","","9","2","0","177.8","77.11","182.88","Switch","1998-06-18","10.22","46.0","4.3","64.0","4.04","40.0","100.0","0.0"
"Lu Zhengyong","","12","7","0","","56.7","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jean Silva","White Bear","19","12","3","167.64","72.57","","Orthodox","1977-10-08","0.73","22.0","2.93","52.0","0.0","0.0","0.0","0.0"
"Wes Shivers","","7","1","0","203.2","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Brandon Lewis","","6","2","0","162.56","61.23","177.8","Orthodox","1997-08-02","2.17","29.0","3.63","53.0","1.0","15.0","20.0","0.0"
"Josh Paiva","","8","2","0","167.64","56.7","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Issac DeJesus","","12","7","1","","65.77","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Filip Pejic","","12","2","2","172.72","61.23","","Orthodox","1992-07-21","0.0","0.0","0.88","33.0","0.0","0.0","0.0","0.0"
"Alex Reyes","The Executioner","13","4","0","180.34","70.31","185.42","Orthodox","1986-10-02","4.04","39.0","10.91","40.0","0.0","0.0","0.0","0.0"
"Mark Eddiva","","6","3","0","172.72","65.77","172.72","Orthodox","1986-02-16","3.37","45.0","2.98","54.0","1.45","22.0","63.0","0.0"
"Murad Chunkaiev","","8","4","0","180.34","83.91","","Orthodox","","0.85","16.0","3.41","66.0","8.53","100.0","0.0","0.0"
"Gilbert Aldana","El Peligro","6","2","0","185.42","113.4","","Orthodox","1977-08-25","2.91","54.0","6.26","26.0","2.57","40.0","33.0","0.0"
"Kelly Faszholz","","4","2","0","172.72","61.23","","Orthodox","1985-04-09","4.01","48.0","3.61","52.0","0.0","0.0","44.0","0.0"
"Ryan Bastianelli","Relentless","6","7","0","165.1","61.23","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jinensibieke Asikeerbai","","36","11","0","167.64","70.31","175.26","Orthodox","1988-07-10","2.0","50.0","10.0","0.0","0.0","0.0","0.0","0.0"
"Nurullo Aliev","Tajik Eagle","9","0","0","177.8","70.31","182.88","Orthodox","2000-12-08","2.5","51.0","0.46","59.0","3.06","44.0","0.0","0.0"
"Danny Davis","","13","11","1","187.96","77.11","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Shin Haraguchi","","7","0","0","167.64","70.31","172.72","Switch","1998-11-27","2.99","70.0","0.65","39.0","14.01","80.0","0.0","0.0"
"John Matua","","1","4","0","187.96","181.44","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Reza Nasri","","0","1","0","180.34","92.99","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Aaron Trujillo","","0","1","0","165.1","56.7","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Atsushi Yamamoto","","19","11","3","167.64","63.05","","Orthodox","1980-10-02","1.97","39.0","1.27","70.0","1.12","33.0","100.0","0.0"
"Akira Kikuchi","","16","4","0","172.72","70.31","","Orthodox","1978-07-23","3.67","56.0","0.4","14.0","2.0","40.0","100.0","0.0"
"Marcelo Brito","Jungle Boy","13","8","0","185.42","77.11","","Orthodox","1977-11-27","0.6","20.0","3.53","55.0","0.0","0.0","50.0","0.0"
"Reese Andy","Riptide","7","3","0","182.88","92.99","","Orthodox","1973-03-31","2.87","50.0","3.5","58.0","0.67","20.0","40.0","0.0"
"Fredy Serrano","El Profe","3","2","0","160.02","56.7","165.1","Orthodox","1979-09-22","1.58","26.0","1.89","61.0","2.84","25.0","84.0","0.0"
"Daniel Gallemore","Big Kansas","7","3","0","195.58","120.2","","","","3.1","41.0","6.0","52.0","0.0","0.0","0.0","0.0"
"Gilbert Jimenez","","8","12","1","","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Alexander Poppeck","","9","3","0","187.96","92.99","","Orthodox","1992-04-06","4.01","57.0","9.81","33.0","0.0","0.0","0.0","0.0"
"Dillon Smith","","0","0","0","182.88","77.11","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cesar Almeida","Cesinha","4","0","0","185.42","83.91","187.96","Orthodox","1988-03-28","4.73","61.0","1.87","48.0","0.0","0.0","70.0","0.0"
"Hugo Cunha","Silverback","6","0","0","193.04","113.4","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jason McLean","","6","7","0","165.1","65.77","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Laverne Clark","","27","21","1","180.34","77.11","","Orthodox","1973-12-02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Adrienna Jenkins","AJ","19","6","0","172.72","65.77","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Val Woodburn","The Animal","7","1","0","172.72","83.91","187.96","Orthodox","1993-08-10","3.16","22.0","11.05","30.0","0.0","0.0","100.0","0.0"
"David Lee","","12","10","0","177.8","70.31","","Orthodox","","1.49","50.0","3.31","42.0","0.0","0.0","50.0","0.0"
"Fabio Mello","","11","8","0","165.1","70.31","","Southpaw","","0.86","35.0","3.94","50.0","0.0","0.0","0.0","0.0"
"Rosi Sexton","The Surgeon","13","5","0","160.02","61.23","","Orthodox","1977-07-16","3.31","39.0","7.42","41.0","0.75","10.0","80.0","0.0"
"Claudio Ribeiro","","11","4","0","185.42","83.91","195.58","Orthodox","1992-07-17","4.65","57.0","3.34","31.0","0.76","50.0","75.0","0.0"
"Dave Rickels","The Caveman","18","4","0","180.34","70.31","","","","4.29","59.0","5.53","42.0","0.0","0.0","25.0","0.0"
"Ben Reiter","The Hunter","17","2","1","190.5","83.91","","","","1.8","46.0","1.53","54.0","7.0","43.0","0.0","0.0"
"Ryan Madigan","","5","3","0","182.88","77.11","","Orthodox","","0.0","0.0","3.35","47.0","0.0","0.0","0.0","0.0"
"Joey Roberts","","4","3","0","187.96","90.72","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Felix Lee Mitchell","","2","7","0","","","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Richie Smullen","","3","1","1","175.26","70.31","172.72","Orthodox","1991-08-17","1.98","77.0","2.26","65.0","8.49","66.0","0.0","0.0"
"Alberta Cerra Leon","","0","1","0","172.72","107.95","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Andrew Todhunter","The Sniper","8","0","0","182.88","83.91","","Switch","1987-11-30","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Horacio Gutierrez","The Punisher","4","3","0","177.8","65.77","","","","0.86","26.0","2.91","46.0","0.0","0.0","50.0","0.0"
"Kolton Englund","White Assassin","9","4","0","177.8","70.31","175.26","Orthodox","1993-07-09","2.31","25.0","11.54","40.0","0.0","0.0","0.0","0.0"
"Wagner Silva","Wagnao","6","3","0","182.88","77.11","","Orthodox","1987-02-07","1.69","29.0","2.87","65.0","0.0","0.0","58.0","0.0"
"Kevin Knabjian","","12","7","1","177.8","77.11","","Orthodox","1984-07-05","0.0","0.0","15.56","22.0","0.0","0.0","100.0","0.0"
"Alonzo Martinez","Zo Diddy","42","20","1","177.8","70.31","","","","3.07","27.0","7.33","52.0","0.0","0.0","0.0","0.0"
"Taiyilake Nueraji","Super Saiyan","9","1","0","187.96","77.11","190.5","Southpaw","2001-01-12","11.01","48.0","7.39","58.0","0.0","0.0","0.0","0.0"
"Jorge Ortiz","The Naked Man","18","9","1","182.88","83.91","","Orthodox","","3.53","58.0","2.8","73.0","0.0","0.0","0.0","0.0"
"Mark Madsen","The Olympian","12","2","0","172.72","70.31","182.88","Orthodox","1984-09-23","3.56","49.0","3.97","52.0","2.86","66.0","62.0","0.0"
"Ahmad Hassanzada","Lion of the Ring","10","2","0","185.42","70.31","190.5","Orthodox","1996-11-20","2.59","34.0","4.42","40.0","2.5","22.0","0.0","0.0"
"Josh San Diego","JSD","8","3","0","177.8","61.23","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Eric Galvan","","0","0","0","","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rafael Fiziev","Ataman","12","3","0","172.72","70.31","180.34","Switch","1993-03-05","4.9","51.0","4.97","49.0","0.29","40.0","89.0","0.0"
"Matt Pedro","","3","1","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"JJ Okanovich","The Bosnian Bomber","7","1","0","180.34","70.31","193.04","Orthodox","1990-11-04","6.93","55.0","5.27","50.0","0.0","0.0","100.0","0.0"
"Abu Azaitar","Captain Morocco","14","4","1","175.26","83.91","193.04","Orthodox","1986-03-10","4.38","43.0","4.32","51.0","1.0","37.0","42.0","0.0"
"Ariel Gandulla","","7","9","0","180.34","92.99","","Orthodox","1968-05-07","1.95","23.0","2.07","72.0","1.88","66.0","0.0","0.0"
"Brandon Polcare","","1","1","0","","56.7","","","","0.43","50.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dave Courchaine","","20","7","0","172.72","77.11","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Johnny Rhodes","","2","1","0","182.88","95.25","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Pat Benson","","3","5","3","175.26","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Vitaly Minakov","","20","0","0","187.96","112.94","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Byron Bloodworth","","6","3","0","172.72","61.23","","Orthodox","1983-08-16","1.82","28.0","5.18","50.0","0.0","0.0","0.0","0.0"
"Cameron VanCamp","Jumpman","15","7","1","187.96","70.31","187.96","Switch","1993-04-27","5.31","47.0","6.41","40.0","0.0","0.0","0.0","0.0"
"Ronald Carillo","","4","2","0","","56.7","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Steve White","","1","4","0","180.34","79.38","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Stephen Ledbetter","","8","3","0","175.26","65.77","","Orthodox","1982-06-30","1.2","38.0","1.6","57.0","5.0","45.0","100.0","0.0"
"Kengo Watanabe","","8","13","3","193.04","99.79","","Orthodox","1976-01-31","0.6","40.0","3.4","35.0","1.0","100.0","37.0","0.0"
"Augusto Mendes","Tanquinho","6","2","0","167.64","61.23","165.1","Orthodox","1983-03-03","2.42","34.0","3.91","56.0","1.75","33.0","80.0","0.0"
"Josh McDonald","","9","5","0","","83.91","","","","0.8","57.0","3.4","33.0","9.0","50.0","0.0","0.0"
"Ike Villanueva","Hurricane","18","14","0","185.42","92.99","185.42","Orthodox","1984-04-04","3.66","38.0","7.24","36.0","0.6","50.0","100.0","0.0"
"Kenji Arai","","15","15","5","177.8","65.77","","Southpaw","1979-10-05","8.79","27.0","10.29","39.0","0.0","0.0","0.0","0.0"
"Felipe Pena","Preguica","0","0","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Waachiim Spiritwolf","Native Warrior","12","13","1","172.72","77.11","","","","10.0","100.0","10.0","0.0","0.0","0.0","0.0","0.0"
"Norman Parke","Stormin'","23","6","1","180.34","70.31","177.8","Southpaw","1986-12-22","3.06","35.0","2.88","64.0","1.98","26.0","77.0","0.0"
"Alan Baudot","The Black Samourai","8","3","0","190.5","110.22","200.66","Orthodox","1988-02-01","5.36","58.0","4.82","46.0","0.0","0.0","62.0","0.0"
"Guilherme Viana","","7","3","0","193.04","92.99","","","","2.92","40.0","2.72","59.0","1.2","66.0","77.0","0.0"
"Manuel Gaxhja","","7","0","0","172.72","70.31","","Switch","1997-07-23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jairzinho Rozenstruik","Bigi Boy","13","5","0","187.96","109.77","198.12","Orthodox","1988-03-17","2.81","45.0","3.15","45.0","0.0","0.0","73.0","0.0"
"Tanner Boser","The Bulldozer","21","10","1","187.96","92.99","190.5","Orthodox","1991-08-02","4.7","52.0","2.75","58.0","0.0","0.0","63.0","0.0"
"Eldari Kurtanidze","","0","1","0","167.64","106.59","","Orthodox","1972-04-16","0.47","20.0","3.72","60.0","0.0","0.0","0.0","0.0"
"Jesus Pinedo","El Mudo","16","5","1","177.8","70.31","","Southpaw","1996-06-22","3.23","38.0","4.37","52.0","2.5","100.0","100.0","0.0"
"Mitch Raposo","","5","1","0","165.1","56.7","162.56","Switch","1998-10-16","2.57","25.0","3.18","56.0","3.67","66.0","0.0","0.0"
"Gary Frazier","","3","3","0","182.88","111.13","","Orthodox","","1.5","39.0","2.77","46.0","0.0","0.0","100.0","0.0"
"Francois Botha","White Buffalo","0","1","0","187.96","117.93","","Orthodox","1968-09-28","0.0","0.0","1.05","77.0","0.0","0.0","0.0","0.0"
"Todd Butler","","1","4","0","185.42","90.72","","Southpaw","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kelly Kobold","Blood Red","19","3","1","167.64","61.23","","Orthodox","1983-02-25","2.33","21.0","4.11","59.0","1.67","11.0","0.0","0.0"
"John Lewis","","3","4","3","182.88","70.31","","Southpaw","","0.0","0.0","4.0","66.0","0.0","0.0","0.0","0.0"
"Andrew Ramm","The","4","4","0","185.42","72.57","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ruben Villareal","Warpath","22","28","3","193.04","120.2","","Orthodox","1970-05-01","5.18","53.0","4.86","35.0","0.0","0.0","0.0","0.0"
"Doug Kay","","0","0","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"David Smith","","5","1","0","","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Micheal Gillmore","The Gentleman","6","5","0","180.34","77.11","182.88","Orthodox","1987-03-28","2.04","57.0","3.02","43.0","0.0","0.0","50.0","0.0"
"Fabio Cherant","Water Buffalo","7","4","0","185.42","92.99","187.96","Southpaw","1994-11-25","1.35","40.0","4.89","38.0","0.0","0.0","0.0","0.0"
"Mayana Kellem","","7","1","0","165.1","61.23","","Orthodox","1981-07-07","1.94","22.0","2.9","62.0","0.0","0.0","0.0","0.0"
"Puja Tomar","The Cyclone","8","4","0","","52.16","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Elvis Mutapcic","The King","15","6","1","182.88","83.91","182.88","Orthodox","1986-07-19","3.41","40.0","4.27","38.0","0.0","0.0","81.0","0.0"
"Alexander Sarnavskiy","Tiger","35","6","0","180.34","70.31","","","","1.43","66.0","2.06","42.0","0.0","0.0","75.0","0.0"
"Joe Merritt","","7","2","0","182.88","77.11","","Orthodox","1984-03-07","1.53","58.0","0.73","66.0","0.0","0.0","68.0","0.0"
"Aliev Makhmud","","0","1","0","167.64","88.45","","Southpaw","1970-02-13","1.12","30.0","2.24","36.0","2.1","50.0","0.0","0.0"
"Brad Gumm","","10","6","1","180.34","77.11","","Orthodox","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Adrian Diaz","","11","4","1","177.8","65.77","","Southpaw","1988-04-26","0.48","42.0","3.84","51.0","2.4","50.0","0.0","0.0"
"Feng Pengchao","","15","9","1","","61.23","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jordan Radev","","23","5","0","170.18","83.91","","Southpaw","1976-09-28","1.35","23.0","2.38","66.0","0.0","0.0","80.0","0.0"
"Tadao Yasuda","","2","4","0","193.04","140.61","","Orthodox","1963-10-09","2.7","73.0","0.85","60.0","0.75","14.0","0.0","0.0"
"Young Hwang","","8","5","0","175.26","61.23","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Xue Do Won","","0","1","0","170.18","74.84","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Drew Pendleton","","5","0","0","","65.77","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Matt Andersen","","14","8","1","187.96","104.33","","Southpaw","1971-05-29","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Estefani Almeida","","7","3","0","162.56","56.7","","Orthodox","1988-10-17","3.13","37.0","6.07","42.0","0.0","0.0","0.0","0.0"
"Thomas Campbell","","3","3","0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kevin Roddy","K-Rod","15","16","1","180.34","65.77","","","","2.64","30.0","2.38","60.0","0.0","0.0","50.0","0.0"
"David Avellan","","2","1","0","175.26","83.91","","Orthodox","","3.33","25.0","10.0","57.0","0.0","0.0","0.0","0.0"
"Ashkan Mokhtarian","The Assassin","13","3","0","167.64","56.7","170.18","Southpaw","1985-09-15","1.95","43.0","3.66","43.0","0.54","16.0","33.0","0.0"
"Koyomi Matsushima","","13","6","0","170.18","65.77","167.64","Orthodox","1992-10-08","2.7","47.0","2.83","59.0","9.0","52.0","33.0","0.0"
"Marco Ruas","King of the Streets","9","4","2","185.42","95.25","","Orthodox","1961-01-23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Brett Rogers","The Grim","17","10","0","195.58","120.2","205.74","Orthodox","1981-02-17","3.17","44.0","3.2","46.0","0.0","0.0","58.0","0.0"
"Brianna Fortino","The Bull","9","3","0","152.4","52.16","157.48","Southpaw","1993-08-04","3.53","41.0","3.23","57.0","2.5","45.0","66.0","0.0"
"Devin Cole","","20","10","1","193.04","108.86","","Orthodox","1976-10-01","3.5","55.0","2.14","48.0","2.18","42.0","66.0","0.0"
"Ryan Stonitsch","","8","1","0","175.26","77.11","","Southpaw","1977-02-03","2.53","36.0","2.53","71.0","0.0","0.0","0.0","0.0"
"Rodney Faverus","","25","20","3","182.88","97.52","","Southpaw","","2.3","53.0","1.6","54.0","4.5","100.0","25.0","0.0"
"James Mulheron","","11","2","0","177.8","110.22","185.42","Orthodox","1988-02-20","2.4","31.0","3.47","42.0","0.0","0.0","25.0","0.0"
"Jonny Carson","","11","7","0","177.8","70.31","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nick Hein","Sergeant","14","5","0","167.64","70.31","167.64","Southpaw","1984-04-24","2.65","35.0","3.61","59.0","0.86","33.0","83.0","0.0"
"Adam Hunter","Warhammer","7","1","0","185.42","83.91","","Orthodox","1983-10-16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Mark Cherico","The Pride of Bloomfield","11","1","0","170.18","65.77","175.26","Orthodox","1986-05-12","3.69","34.0","7.37","56.0","5.03","50.0","0.0","0.0"
"Nick Nolte","","5","4","0","182.88","77.11","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kyu Sung Kim","","12","5","0","","56.7","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Gleristone Santos","Toninho Furia","33","7","0","175.26","65.77","","","","3.4","31.0","4.4","64.0","0.0","0.0","75.0","0.0"
"Emily Ducote","Gordinha","13","8","0","157.48","52.16","160.02","Orthodox","1994-01-01","6.93","48.0","7.98","56.0","0.25","14.0","92.0","0.0"
"Andy Waters","","1","2","0","182.88","77.11","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jason Gilliam","","14","9","0","182.88","77.11","","Orthodox","","0.79","33.0","3.14","42.0","0.0","0.0","0.0","0.0"
"Johnny Cisneros","The Tattooed Terror","9","6","0","180.34","77.11","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Art Jimmerson","","0","1","0","185.42","88.9","","Orthodox","1963-08-04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Justin Hawes","The Hawk","6","9","0","180.34","92.99","","","","0.0","0.0","3.41","37.0","0.0","0.0","0.0","0.0"
