sport,event,year,athlete_id,country_id,medal
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,62358,49,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,62358,49,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,62638,195,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,62995,96,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,62995,96,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,62996,167,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,62996,167,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,62996,167,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,62996,167,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,62996,167,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,63092,49,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,63092,49,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,63092,49,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,63092,49,Silver
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,63231,166,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,63231,166,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,63346,162,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,63507,146,Gold
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,63507,146,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,63507,146,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,63507,146,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,63507,146,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,63581,52,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,63581,52,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,63742,167,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,63742,167,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,63780,193,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,63780,193,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,63780,193,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,63915,52,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,63915,52,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,63929,146,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,63929,146,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,63929,146,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,63929,146,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,64088,85,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,64088,85,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,64126,136,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,64126,136,Bronze
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,64182,52,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,64182,52,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,64182,52,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,64238,12,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,64384,52,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,64384,52,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,64443,152,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,64443,152,Silver
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,64452,52,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,64452,52,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,64452,52,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,64930,62,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,64930,62,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,64979,179,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,64979,179,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,65033,71,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,65033,71,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,65033,71,Bronze
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,65376,166,Gold
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,65376,166,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,65376,166,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,65376,166,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,65376,166,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,65423,152,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,65423,152,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,65423,152,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,65539,66,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,65539,66,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,65539,66,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,65539,66,Silver
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,65946,66,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,65946,66,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,65946,66,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,65946,66,Silver
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,65987,24,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,65987,24,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,65987,24,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,65987,24,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,65987,24,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,66206,125,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,66206,125,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,66305,12,Silver
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,66305,12,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,66305,12,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,66305,12,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,66305,12,Bronze
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,66322,52,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,66322,52,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,66322,52,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,66322,52,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,66907,178,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,66981,66,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,67100,66,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,67100,66,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,67124,92,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,67275,167,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,67448,18,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,67448,18,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,67448,18,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,67515,34,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,67515,34,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,67515,34,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,67515,34,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,67515,34,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,67623,96,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,67623,96,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,67798,171,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,67798,171,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,67798,171,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,67967,171,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,67967,171,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,68324,152,Gold
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,68324,152,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,68324,152,Silver
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,68423,62,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,68423,62,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,68423,62,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,68423,62,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,68439,66,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,68439,66,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,68439,66,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,68739,94,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,68845,146,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,68845,146,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,69006,71,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,69006,71,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,69006,71,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,69006,71,Silver
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,69006,71,Silver
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,69006,71,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,69009,62,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,69009,62,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,69380,40,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,69380,40,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,69380,40,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,69380,40,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,69380,40,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,69768,102,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,69768,102,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,69768,102,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,69768,102,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,69796,195,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,69796,195,Gold
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,69796,195,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,69796,195,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,69806,73,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,69806,73,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,70099,178,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,70099,178,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,70099,178,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,70113,178,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,70113,178,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,70204,121,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,70274,178,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,70274,178,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,70274,178,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,70274,178,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,70274,178,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,70730,179,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,70730,179,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,70763,67,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,70933,173,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,70933,173,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,71051,152,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,71224,26,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,71224,26,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,71874,136,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,71874,136,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,71875,136,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,71875,136,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,72158,71,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,72158,71,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,72168,166,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,72168,166,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,72580,18,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,72580,18,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,72580,18,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,72643,90,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,72643,90,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,73012,146,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,73012,146,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,73012,146,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,73012,146,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,73201,12,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,73357,52,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,73357,52,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,73799,66,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,73799,66,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,73799,66,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,73799,66,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,73986,29,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,73986,29,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,74007,49,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,74007,49,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,74007,49,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,74007,49,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,74035,193,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,74035,193,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,74213,66,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,74228,152,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,74228,152,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,74228,152,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,74228,152,Gold
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,74273,40,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,74273,40,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,74273,40,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,74318,195,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,74318,195,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,74318,195,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,74318,195,Bronze
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,74460,67,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,74460,67,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,74460,67,Bronze
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,74781,67,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,74781,67,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,74922,146,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,74922,146,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,74922,146,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,74922,146,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,75017,167,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,75017,167,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,75017,167,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,75017,167,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,75250,67,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,75250,67,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,75367,92,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,75367,92,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,75367,92,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,76458,166,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,76458,166,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,76535,193,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,76535,193,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,76635,12,Gold
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,76776,152,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,76991,12,Gold
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,76991,12,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,76991,12,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,76991,12,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,77006,12,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,77006,12,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,77065,152,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,77065,152,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,77079,167,Gold
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,77079,167,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,77079,167,Gold
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,77079,167,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,77079,167,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,77650,195,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,77650,195,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,78179,2,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,78179,2,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,78884,92,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,78884,92,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,78884,92,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,78938,67,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,78938,67,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,79041,12,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,79041,12,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,79041,12,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,79041,12,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,79041,12,Bronze
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,79423,158,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,79499,34,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,79499,34,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,79603,9,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,79603,9,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,79687,66,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,79697,84,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,79697,84,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,79697,84,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,79697,84,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,79875,195,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,79875,195,Bronze
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,79875,195,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,79875,195,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,80235,67,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,80235,67,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,80235,67,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,80367,67,Silver
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,80367,67,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,80618,94,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,80618,94,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,80691,166,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,80691,166,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,80691,166,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,80966,103,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,80966,103,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,81113,92,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,81113,92,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,81843,52,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,81843,52,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,81843,52,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,81843,52,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,81846,52,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,81846,52,Silver
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,81846,52,Silver
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,81846,52,Bronze
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,81846,52,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,81846,52,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,82613,26,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,82613,26,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,82613,26,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,82694,136,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,82694,136,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,82694,136,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,82694,136,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,82748,53,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,82748,53,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,82748,53,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,82748,53,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,83233,171,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,83233,171,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,83496,179,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,83553,22,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,83658,73,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,83658,73,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,83658,73,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,83658,73,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,83660,73,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,83660,73,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,83872,178,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,83954,193,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,83954,193,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,83954,193,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,84287,94,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,84287,94,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,84287,94,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,84478,92,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,84570,94,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,84732,96,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,84732,96,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,84732,96,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,84732,96,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,84732,96,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,85205,178,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,85205,178,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,85205,178,Gold
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,85499,71,
