tag,date,question_count,question_pct,unanswered_count,unanswered_pct
google-spreadsheet,2016-10-29,9301,7.33215e-4,3910,0.001106169
actionscript,2016-10-29,8911,7.02472e-4,2445,6.9171e-4
ios,2016-10-29,470323,0.037076497,153899,0.043539258
amazon-elasticache,2016-10-29,270,2.13e-5,117,3.31e-5
ios9,2016-10-28,4350,3.42939e-4,2003,5.66708e-4
amazon-dynamodb,2016-10-28,2880,2.27049e-4,1028,2.90852e-4
amazon,2016-10-28,3490,2.75139e-4,1352,3.82521e-4
dropbox-api,2016-10-28,1691,1.33312e-4,677,1.9154e-4
amazon-rds-aurora,2016-10-28,75,5.91e-6,36,1.02e-5
amazon-emr,2016-10-28,601,4.74e-5,268,7.58e-5
amazon-cloudsearch,2016-10-28,234,1.84e-5,89,2.52e-5
dropbox,2016-10-28,2642,2.08285e-4,1007,2.84906e-4
stripe-payments,2016-10-28,2474,1.9504e-4,970,2.74437e-4
amazon-glacier,2016-10-28,122,9.62e-6,32,9.05e-6
azure,2016-10-28,35189,0.00277417,11917,0.003371654
amazon-lambda,2016-10-28,195,1.54e-5,67,1.9e-5
citrix,2016-10-28,503,3.97e-5,240,6.79e-5
amazon-swf,2016-10-28,173,1.36e-5,51,1.44e-5
google-spreadsheet,2016-10-28,9297,7.32941e-4,3907,0.001105401
excel,2016-10-28,105512,0.008318176,37481,0.010604434
amazon-cloudformation,2016-10-28,651,5.13e-5,233,6.59e-5
amazon-elasticache,2016-10-28,270,2.13e-5,117,3.31e-5
amazon-ecs,2016-10-28,177,1.4e-5,67,1.9e-5
actionscript-3,2016-10-28,40165,0.003166468,11016,0.003116751
amazon-rds,2016-10-28,1207,9.52e-5,434,1.22791e-4
amazon-vpc,2016-10-28,371,2.92e-5,115,3.25e-5
actionscript,2016-10-28,8911,7.02512e-4,2445,6.91763e-4
amazon-s3,2016-10-28,15677,0.00123592,6015,0.001701821
windows,2016-10-28,101663,0.008014735,30441,0.008612614
amazon-elb,2016-10-28,617,4.86e-5,205,5.8e-5
sql-server,2016-10-28,180963,0.014266455,41686,0.01179414
amazon-data-pipeline,2016-10-28,212,1.67e-5,98,2.77e-5
ios8,2016-10-28,9495,7.48553e-4,3457,9.78088e-4
amazon-sns,2016-10-28,761,6e-5,355,1.0044e-4
cognos,2016-10-28,709,5.59e-5,304,8.6e-5
amazon-elastic-beanstalk,2016-10-28,300,2.37e-5,160,4.53e-5
amazon-redshift,2016-10-28,1576,1.24246e-4,600,1.69758e-4
amazon-ebs,2016-10-28,268,2.11e-5,41,1.16e-5
amazon-mws,2016-10-28,386,3.04e-5,143,4.05e-5
amazon-cloudwatch,2016-10-28,367,2.89e-5,152,4.3e-5
amazon-route53,2016-10-28,538,4.24e-5,179,5.06e-5
amazon-web-services,2016-10-28,32413,0.002555327,12196,0.003450611
amazon-kinesis,2016-10-28,282,2.22e-5,116,3.28e-5
osx,2016-10-28,72155,0.005688451,23204,0.006565104
amazon-sqs,2016-10-28,897,7.07e-5,295,8.35e-5
amazon-cloudfront,2016-10-28,1413,1.11396e-4,534,1.51084e-4
amazon-simpledb,2016-10-28,377,2.97e-5,76,2.15e-5
android,2016-10-28,910724,0.071798139,338294,0.095712957
amazon-ses,2016-10-28,524,4.13e-5,180,5.09e-5
amazon-cognito,2016-10-28,621,4.9e-5,211,5.97e-5
mongodb,2016-10-28,71742,0.005655849,23981,0.006784828
paypal,2016-10-28,15792,0.001244982,7432,0.002102723
amazon-ec2,2016-10-28,15063,0.001187514,5314,0.001503488
ios,2016-10-28,470302,0.037076984,153890,0.043540075
azure,2016-10-27,35124,0.002771167,11889,0.003368274
amazon-cognito,2016-10-27,614,4.84e-5,205,5.81e-5
amazon-ecs,2016-10-27,176,1.39e-5,67,1.9e-5
google-spreadsheet,2016-10-27,9276,7.31848e-4,3896,0.001103784
amazon-swf,2016-10-27,173,1.36e-5,51,1.44e-5
stripe-payments,2016-10-27,2469,1.94794e-4,969,2.74524e-4
ios9,2016-10-27,4349,3.43124e-4,2006,5.68327e-4
amazon-vpc,2016-10-27,369,2.91e-5,114,3.23e-5
windows,2016-10-27,101599,0.00801583,30403,0.008613485
amazon-s3,2016-10-27,15659,0.001235451,6001,0.001700164
amazon-ses,2016-10-27,524,4.13e-5,180,5.1e-5
amazon,2016-10-27,3490,2.75351e-4,1351,3.82757e-4
amazon-emr,2016-10-27,600,4.73e-5,267,7.56e-5
amazon-cloudformation,2016-10-27,648,5.11e-5,232,6.57e-5
citrix,2016-10-27,503,3.97e-5,240,6.8e-5
amazon-rds,2016-10-27,1205,9.51e-5,433,1.22675e-4
amazon-route53,2016-10-27,540,4.26e-5,179,5.07e-5
amazon-ebs,2016-10-27,267,2.11e-5,40,1.13e-5
paypal,2016-10-27,15775,0.001244595,7415,0.002100744
amazon-elasticache,2016-10-27,270,2.13e-5,117,3.31e-5
ios8,2016-10-27,9493,7.48972e-4,3455,9.78848e-4
amazon-glacier,2016-10-27,122,9.63e-6,32,9.07e-6
amazon-mws,2016-10-27,386,3.05e-5,143,4.05e-5
dropbox-api,2016-10-27,1690,1.33334e-4,676,1.91515e-4
amazon-cloudsearch,2016-10-27,234,1.85e-5,89,2.52e-5
amazon-lambda,2016-10-27,194,1.53e-5,66,1.87e-5
android,2016-10-27,910168,0.071809497,338002,0.095760064
actionscript,2016-10-27,8909,7.02896e-4,2442,6.91852e-4
amazon-cloudfront,2016-10-27,1410,1.11245e-4,533,1.51006e-4
amazon-kinesis,2016-10-27,281,2.22e-5,116,3.29e-5
ios,2016-10-27,469932,0.037076363,153722,0.043551553
excel,2016-10-27,105357,0.008312324,37388,0.010592414
amazon-rds-aurora,2016-10-27,74,5.84e-6,35,9.92e-6
mongodb,2016-10-27,71666,0.005654169,23941,0.006782639
amazon-simpledb,2016-10-27,376,2.97e-5,75,2.12e-5
amazon-sqs,2016-10-27,897,7.08e-5,295,8.36e-5
osx,2016-10-27,72091,0.005687783,23164,0.006562675
amazon-data-pipeline,2016-10-27,211,1.66e-5,97,2.75e-5
amazon-elastic-beanstalk,2016-10-27,300,2.37e-5,160,4.53e-5
sql-server,2016-10-27,180793,0.014263978,41614,0.011789677
cognos,2016-10-27,709,5.59e-5,304,8.61e-5
amazon-elb,2016-10-27,615,4.85e-5,205,5.81e-5
amazon-sns,2016-10-27,759,5.99e-5,354,1.00293e-4
amazon-cloudwatch,2016-10-27,365,2.88e-5,150,4.25e-5
amazon-redshift,2016-10-27,1570,1.23869e-4,595,1.68572e-4
amazon-web-services,2016-10-27,32340,0.002551537,12147,0.003441411
amazon-ec2,2016-10-27,15040,0.001186614,5293,0.001499579
amazon-dynamodb,2016-10-27,2871,2.26514e-4,1022,2.89547e-4
dropbox,2016-10-27,2641,2.08365e-4,1006,2.85006e-4
actionscript-3,2016-10-27,40159,0.003168434,11011,0.003119567
amazon-elasticache,2016-10-26,270,2.13e-5,117,3.32e-5
amazon-route53,2016-10-26,540,4.26e-5,179,5.07e-5
actionscript,2016-10-26,8907,7.03053e-4,2440,6.91772e-4
amazon-ebs,2016-10-26,267,2.11e-5,40,1.13e-5
paypal,2016-10-26,15771,0.00124484,7413,0.002101658
amazon-cloudfront,2016-10-26,1409,1.11216e-4,533,1.51112e-4
amazon-kinesis,2016-10-26,281,2.22e-5,116,3.29e-5
ios,2016-10-26,469708,0.037075308,153625,0.043554736
amazon-rds,2016-10-26,1204,9.5e-5,433,1.22761e-4
amazon-ec2,2016-10-26,15027,0.001186121,5289,0.001499499
citrix,2016-10-26,503,3.97e-5,240,6.8e-5
excel,2016-10-26,105280,0.008310002,37342,0.010586877
amazon-cloudformation,2016-10-26,646,5.1e-5,230,6.52e-5
azure,2016-10-26,35099,0.002770446,11875,0.003366691
amazon-rds-aurora,2016-10-26,74,5.84e-6,35,9.92e-6
amazon-emr,2016-10-26,600,4.74e-5,267,7.57e-5
amazon,2016-10-26,3488,2.75317e-4,1350,3.82742e-4
mongodb,2016-10-26,71619,0.005653022,23920,0.006781508
amazon-simpledb,2016-10-26,376,2.97e-5,75,2.13e-5
amazon-ses,2016-10-26,523,4.13e-5,180,5.1e-5
osx,2016-10-26,72064,0.005688204,23152,0.006563897
amazon-sqs,2016-10-26,897,7.08e-5,295,8.36e-5
amazon-data-pipeline,2016-10-26,211,1.67e-5,97,2.75e-5
amazon-ecs,2016-10-26,176,1.39e-5,67,1.9e-5
cognos,2016-10-26,709,5.6e-5,305,8.65e-5
sql-server,2016-10-26,180710,0.014263868,41578,0.01178783
amazon-elb,2016-10-26,615,4.85e-5,205,5.81e-5
windows,2016-10-26,101561,0.00801645,30391,0.00861619
amazon-s3,2016-10-26,15652,0.001235453,5997,0.001700226
amazon-vpc,2016-10-26,369,2.91e-5,114,3.23e-5
amazon-sns,2016-10-26,758,5.98e-5,353,1.0008e-4
amazon-cognito,2016-10-26,614,4.85e-5,205,5.81e-5
amazon-cloudwatch,2016-10-26,365,2.88e-5,150,4.25e-5
amazon-redshift,2016-10-26,1570,1.23924e-4,595,1.6869e-4
amazon-web-services,2016-10-26,32308,0.002550156,12134,0.003440144
stripe-payments,2016-10-26,2464,1.94488e-4,964,2.73301e-4
ios9,2016-10-26,4349,3.43278e-4,2006,5.68728e-4
amazon-dynamodb,2016-10-26,2868,2.26379e-4,1022,2.8975e-4
dropbox,2016-10-26,2640,2.0838e-4,1005,2.84926e-4
amazon-swf,2016-10-26,173,1.37e-5,51,1.45e-5
actionscript-3,2016-10-26,40156,0.003169619,11009,0.003121195
amazon-elastic-beanstalk,2016-10-26,300,2.37e-5,160,4.54e-5
amazon-mws,2016-10-26,386,3.05e-5,143,4.05e-5
google-spreadsheet,2016-10-26,9269,7.31624e-4,3894,0.001103993
dropbox-api,2016-10-26,1689,1.33316e-4,675,1.91368e-4
amazon-cloudsearch,2016-10-26,234,1.85e-5,89,2.52e-5
amazon-lambda,2016-10-26,194,1.53e-5,66,1.87e-5
amazon-glacier,2016-10-26,122,9.63e-6,32,9.07e-6
ios8,2016-10-26,9492,7.49229e-4,3454,9.79255e-4
android,2016-10-26,909764,0.07180986,337785,0.095765845
mongodb,2016-10-25,71498,0.005651286,23864,0.006780688
amazon-elasticache,2016-10-25,270,2.13e-5,117,3.32e-5
amazon-elb,2016-10-25,610,4.82e-5,202,5.74e-5
amazon-s3,2016-10-25,15620,0.001234631,5982,0.001699731
amazon-swf,2016-10-25,173,1.37e-5,51,1.45e-5
dropbox,2016-10-25,2639,2.0859e-4,1004,2.85275e-4
amazon-mws,2016-10-25,386,3.05e-5,143,4.06e-5
amazon-dynamodb,2016-10-25,2861,2.26138e-4,1019,2.8954e-4
amazon-lambda,2016-10-25,194,1.53e-5,69,1.96e-5
ios9,2016-10-25,4343,3.43278e-4,2002,5.68851e-4
amazon-vpc,2016-10-25,369,2.92e-5,114,3.24e-5
amazon-cognito,2016-10-25,612,4.84e-5,204,5.8e-5
amazon-cloudsearch,2016-10-25,233,1.84e-5,88,2.5e-5
actionscript-3,2016-10-25,40144,0.003173048,11002,0.003126119
amazon-sns,2016-10-25,752,5.94e-5,348,9.89e-5
stripe-payments,2016-10-25,2459,1.94362e-4,961,2.73057e-4
amazon-cloudwatch,2016-10-25,365,2.89e-5,150,4.26e-5
azure,2016-10-25,34988,0.002765501,11815,0.003357109
dropbox-api,2016-10-25,1688,1.33422e-4,674,1.9151e-4
amazon-web-services,2016-10-25,32225,0.002547117,12096,0.003436969
amazon-redshift,2016-10-25,1566,1.23779e-4,593,1.68496e-4
ios,2016-10-25,469054,0.037074837,153314,0.043562849
amazon-cloudfront,2016-10-25,1405,1.11054e-4,532,1.51163e-4
amazon-simpledb,2016-10-25,376,2.97e-5,75,2.13e-5
amazon-emr,2016-10-25,597,4.72e-5,266,7.56e-5
google-spreadsheet,2016-10-25,9243,7.30581e-4,3878,0.001101896
paypal,2016-10-25,15750,0.001244901,7398,0.002102062
amazon-ses,2016-10-25,523,4.13e-5,180,5.11e-5
amazon-elastic-beanstalk,2016-10-25,300,2.37e-5,160,4.55e-5
excel,2016-10-25,105045,0.008302911,37222,0.010576259
amazon-ecs,2016-10-25,174,1.38e-5,67,1.9e-5
osx,2016-10-25,71971,0.005688711,23116,0.006568212
amazon-kinesis,2016-10-25,278,2.2e-5,113,3.21e-5
amazon-cloudformation,2016-10-25,645,5.1e-5,230,6.54e-5
amazon-sqs,2016-10-25,897,7.09e-5,295,8.38e-5
windows,2016-10-25,101399,0.008014724,30301,0.008609726
amazon-ebs,2016-10-25,267,2.11e-5,40,1.14e-5
amazon,2016-10-25,3486,2.75539e-4,1353,3.84443e-4
amazon-route53,2016-10-25,534,4.22e-5,175,4.97e-5
actionscript,2016-10-25,8906,7.03945e-4,2440,6.93304e-4
amazon-rds-aurora,2016-10-25,73,5.77e-6,34,9.66e-6
amazon-rds,2016-10-25,1201,9.49e-5,431,1.22465e-4
citrix,2016-10-25,502,3.97e-5,239,6.79e-5
amazon-glacier,2016-10-25,121,9.56e-6,32,9.09e-6
amazon-data-pipeline,2016-10-25,210,1.66e-5,96,2.73e-5
cognos,2016-10-25,707,5.59e-5,303,8.61e-5
android,2016-10-25,908556,0.071813679,337173,0.095804359
amazon-ec2,2016-10-25,15009,0.001186336,5280,0.001500264
sql-server,2016-10-25,180453,0.014263268,41502,0.011792378
ios8,2016-10-25,9490,7.50106e-4,3453,9.8114e-4
amazon-cloudformation,2016-10-24,644,5.09e-5,230,6.54e-5
amazon-rds-aurora,2016-10-24,73,5.77e-6,34,9.67e-6
google-spreadsheet,2016-10-24,9230,7.30058e-4,3874,0.00110194
amazon-emr,2016-10-24,598,4.73e-5,268,7.62e-5
amazon-elastic-beanstalk,2016-10-24,300,2.37e-5,160,4.55e-5
amazon,2016-10-24,3484,2.75572e-4,1353,3.84854e-4
azure,2016-10-24,34951,0.00276449,11799,0.003356166
mongodb,2016-10-24,71427,0.005649587,23823,0.006776301
actionscript-3,2016-10-24,40136,0.00317461,10997,0.003128043
amazon-cognito,2016-10-24,609,4.82e-5,202,5.75e-5
amazon-simpledb,2016-10-24,376,2.97e-5,75,2.13e-5
osx,2016-10-24,71925,0.005689003,23100,0.006570678
amazon-sqs,2016-10-24,896,7.09e-5,294,8.36e-5
amazon-ses,2016-10-24,522,4.13e-5,179,5.09e-5
amazon-route53,2016-10-24,532,4.21e-5,174,4.95e-5
stripe-payments,2016-10-24,2452,1.93943e-4,956,2.71928e-4
cognos,2016-10-24,706,5.58e-5,302,8.59e-5
amazon-data-pipeline,2016-10-24,210,1.66e-5,96,2.73e-5
sql-server,2016-10-24,180311,0.014261909,41461,0.011793381
amazon-s3,2016-10-24,15610,0.001234693,5980,0.001700982
amazon-elb,2016-10-24,608,4.81e-5,201,5.72e-5
amazon-mws,2016-10-24,386,3.05e-5,143,4.07e-5
amazon-vpc,2016-10-24,369,2.92e-5,114,3.24e-5
amazon-cloudwatch,2016-10-24,365,2.89e-5,151,4.3e-5
dropbox-api,2016-10-24,1686,1.33356e-4,672,1.91146e-4
amazon-web-services,2016-10-24,32183,0.002545557,12075,0.003434675
amazon-redshift,2016-10-24,1562,1.23548e-4,590,1.67823e-4
windows,2016-10-24,101334,0.008015131,30269,0.008609871
amazon-glacier,2016-10-24,121,9.57e-6,32,9.1e-6
amazon-sns,2016-10-24,751,5.94e-5,348,9.9e-5
amazon-lambda,2016-10-24,192,1.52e-5,68,1.93e-5
amazon-cloudsearch,2016-10-24,233,1.84e-5,88,2.5e-5
amazon-dynamodb,2016-10-24,2857,2.25978e-4,1016,2.88996e-4
ios9,2016-10-24,4343,3.43515e-4,2002,5.69459e-4
amazon-ec2,2016-10-24,14991,0.001185733,5265,0.001497604
ios8,2016-10-24,9490,7.50624e-4,3454,9.82473e-4
dropbox,2016-10-24,2638,2.08655e-4,1003,2.85297e-4
android,2016-10-24,907962,0.071816363,336903,0.095830296
actionscript,2016-10-24,8905,7.04353e-4,2439,6.93762e-4
ios,2016-10-24,468753,0.037076638,153177,0.043570421
amazon-ebs,2016-10-24,267,2.11e-5,40,1.14e-5
amazon-ecs,2016-10-24,174,1.38e-5,68,1.93e-5
amazon-kinesis,2016-10-24,278,2.2e-5,113,3.21e-5
paypal,2016-10-24,15741,0.001245052,7391,0.002102331
amazon-cloudfront,2016-10-24,1404,1.11051e-4,534,1.51894e-4
citrix,2016-10-24,501,3.96e-5,238,6.77e-5
amazon-swf,2016-10-24,173,1.37e-5,52,1.48e-5
amazon-rds,2016-10-24,1199,9.48e-5,429,1.22027e-4
excel,2016-10-24,104933,0.008299798,37173,0.010573674
amazon-elasticache,2016-10-24,269,2.13e-5,116,3.3e-5
amazon-elb,2016-10-22,605,4.79e-5,199,5.66e-5
amazon-ec2,2016-10-22,14989,0.001185638,5258,0.001496585
mongodb,2016-10-22,71393,0.005647209,23799,0.006773896
amazon-s3,2016-10-22,15603,0.001234206,5976,0.001700949
amazon-cognito,2016-10-22,609,4.82e-5,202,5.75e-5
sql-server,2016-10-22,180325,0.014263794,41450,0.011797921
amazon-data-pipeline,2016-10-22,209,1.65e-5,95,2.7e-5
amazon-ecs,2016-10-22,173,1.37e-5,67,1.91e-5
actionscript,2016-10-22,8904,7.04311e-4,2438,6.93928e-4
android,2016-10-22,907880,0.071813785,336691,0.095832498
azure,2016-10-22,34959,0.002765273,11794,0.003356925
amazon-ebs,2016-10-22,267,2.11e-5,40,1.14e-5
cognos,2016-10-22,706,5.58e-5,302,8.6e-5
ios,2016-10-22,468783,0.037081008,153111,0.043580047
excel,2016-10-22,104925,0.00829962,37147,0.01057316
amazon-rds,2016-10-22,1199,9.48e-5,430,1.22391e-4
amazon-elastic-beanstalk,2016-10-22,300,2.37e-5,160,4.55e-5
amazon-cloudformation,2016-10-22,644,5.09e-5,230,6.55e-5
amazon-ses,2016-10-22,523,4.14e-5,178,5.07e-5
amazon,2016-10-22,3484,2.75586e-4,1352,3.8482e-4
amazon-sqs,2016-10-22,895,7.08e-5,294,8.37e-5
amazon-kinesis,2016-10-22,278,2.2e-5,113,3.22e-5
osx,2016-10-22,71932,0.005689863,23095,0.006573538
paypal,2016-10-22,15741,0.00124512,7385,0.002101991
amazon-emr,2016-10-22,598,4.73e-5,269,7.66e-5
stripe-payments,2016-10-22,2452,1.93954e-4,956,2.72106e-4
amazon-simpledb,2016-10-22,376,2.97e-5,75,2.13e-5
amazon-cloudfront,2016-10-22,1402,1.10899e-4,533,1.51708e-4
amazon-web-services,2016-10-22,32171,0.002544744,12064,0.003433778
amazon-redshift,2016-10-22,1562,1.23555e-4,591,1.68216e-4
dropbox-api,2016-10-22,1686,1.33363e-4,672,1.91271e-4
amazon-cloudwatch,2016-10-22,365,2.89e-5,151,4.3e-5
amazon-sns,2016-10-22,750,5.93e-5,347,9.88e-5
ios8,2016-10-22,9490,7.50664e-4,3453,9.82829e-4
amazon-lambda,2016-10-22,189,1.5e-5,67,1.91e-5
amazon-glacier,2016-10-22,121,9.57e-6,32,9.11e-6
amazon-cloudsearch,2016-10-22,233,1.84e-5,88,2.5e-5
amazon-route53,2016-10-22,531,4.2e-5,175,4.98e-5
actionscript-3,2016-10-22,40132,0.003174464,10996,0.003129793
windows,2016-10-22,101413,0.008021817,30247,0.008609209
amazon-vpc,2016-10-22,368,2.91e-5,113,3.22e-5
amazon-dynamodb,2016-10-22,2855,2.25832e-4,1014,2.88615e-4
amazon-rds-aurora,2016-10-22,73,5.77e-6,34,9.68e-6
ios9,2016-10-22,4342,3.43455e-4,2001,5.69545e-4
google-spreadsheet,2016-10-22,9234,7.30414e-4,3871,0.001101804
amazon-mws,2016-10-22,386,3.05e-5,143,4.07e-5
amazon-elasticache,2016-10-22,269,2.13e-5,116,3.3e-5
amazon-swf,2016-10-22,173,1.37e-5,52,1.48e-5
dropbox,2016-10-22,2638,2.08667e-4,1002,2.85199e-4
citrix,2016-10-22,501,3.96e-5,238,6.77e-5
amazon-ec2,2016-10-21,15003,0.001186304,5277,0.001499096
amazon-cloudformation,2016-10-21,645,5.1e-5,231,6.56e-5
amazon-ebs,2016-10-21,267,2.11e-5,41,1.16e-5
ios8,2016-10-21,9494,7.50701e-4,3458,9.82353e-4
android,2016-10-21,908391,0.071827377,337331,0.095829131
cognos,2016-10-21,707,5.59e-5,303,8.61e-5
google-spreadsheet,2016-10-21,9234,7.30142e-4,3878,0.001101664
ios9,2016-10-21,4355,3.44355e-4,2013,5.71855e-4
amazon-vpc,2016-10-21,368,2.91e-5,113,3.21e-5
amazon-s3,2016-10-21,15611,0.001234379,5992,0.001702214
stripe-payments,2016-10-21,2452,1.93881e-4,956,2.71578e-4
amazon,2016-10-21,3486,2.75642e-4,1356,3.85214e-4
amazon-emr,2016-10-21,599,4.74e-5,270,7.67e-5
amazon-rds,2016-10-21,1200,9.49e-5,431,1.22439e-4
paypal,2016-10-21,15765,0.001246553,7412,0.002105596
amazon-elasticache,2016-10-21,270,2.13e-5,117,3.32e-5
amazon-glacier,2016-10-21,122,9.65e-6,33,9.37e-6
amazon-mws,2016-10-21,386,3.05e-5,143,4.06e-5
dropbox-api,2016-10-21,1686,1.33313e-4,672,1.909e-4
amazon-cloudsearch,2016-10-21,233,1.84e-5,88,2.5e-5
actionscript,2016-10-21,8905,7.04128e-4,2439,6.92874e-4
ios,2016-10-21,468968,0.037081832,153381,0.043572625
amazon-kinesis,2016-10-21,281,2.22e-5,116,3.3e-5
amazon-cloudfront,2016-10-21,1403,1.10937e-4,535,1.51983e-4
excel,2016-10-21,104987,0.008301424,37229,0.010576024
mongodb,2016-10-21,71447,0.005649358,23860,0.006778089
amazon-simpledb,2016-10-21,377,2.98e-5,76,2.16e-5
amazon-sqs,2016-10-21,894,7.07e-5,294,8.35e-5
amazon-data-pipeline,2016-10-21,209,1.65e-5,95,2.7e-5
sql-server,2016-10-21,180377,0.01426258,41520,0.011795006
amazon-elb,2016-10-21,605,4.78e-5,199,5.65e-5
amazon-cloudwatch,2016-10-21,365,2.89e-5,151,4.29e-5
amazon-web-services,2016-10-21,32199,0.002546011,12106,0.003439086
amazon-redshift,2016-10-21,1564,1.23667e-4,594,1.68744e-4
windows,2016-10-21,101476,0.008023802,30337,0.008618133
amazon-sns,2016-10-21,751,5.94e-5,348,9.89e-5
dropbox,2016-10-21,2639,2.08667e-4,1003,2.8493e-4
amazon-dynamodb,2016-10-21,2853,2.2559e-4,1014,2.88058e-4
actionscript-3,2016-10-21,40136,0.003173599,10999,0.003124609
amazon-ecs,2016-10-21,173,1.37e-5,67,1.9e-5
amazon-cognito,2016-10-21,608,4.81e-5,202,5.74e-5
amazon-swf,2016-10-21,173,1.37e-5,53,1.51e-5
azure,2016-10-21,34965,0.002764714,11814,0.003356118
amazon-elastic-beanstalk,2016-10-21,301,2.38e-5,161,4.57e-5
osx,2016-10-21,71965,0.005690354,23141,0.006573922
amazon-rds-aurora,2016-10-21,73,5.77e-6,34,9.66e-6
amazon-lambda,2016-10-21,188,1.49e-5,67,1.9e-5
amazon-route53,2016-10-21,531,4.2e-5,174,4.94e-5
citrix,2016-10-21,502,3.97e-5,239,6.79e-5
amazon-ses,2016-10-21,522,4.13e-5,177,5.03e-5
amazon-data-pipeline,2016-10-20,209,1.65e-5,96,2.73e-5
amazon-cloudsearch,2016-10-20,233,1.84e-5,88,2.5e-5
amazon-cloudformation,2016-10-20,642,5.08e-5,228,6.48e-5
amazon-lambda,2016-10-20,187,1.48e-5,66,1.88e-5
amazon-ecs,2016-10-20,173,1.37e-5,67,1.91e-5
amazon-dynamodb,2016-10-20,2851,2.25583e-4,1015,2.8864e-4
dropbox-api,2016-10-20,1685,1.33324e-4,672,1.91098e-4
amazon-sqs,2016-10-20,892,7.06e-5,292,8.3e-5
osx,2016-10-20,71917,0.005690386,23118,0.006574182
cognos,2016-10-20,705,5.58e-5,302,8.59e-5
amazon-mws,2016-10-20,385,3.05e-5,142,4.04e-5
dropbox,2016-10-20,2636,2.0857e-4,1002,2.8494e-4
windows,2016-10-20,101389,0.008022307,30286,0.008612521
amazon-simpledb,2016-10-20,377,2.98e-5,76,2.16e-5
amazon-glacier,2016-10-20,122,9.65e-6,33,9.38e-6
amazon-sns,2016-10-20,748,5.92e-5,347,9.87e-5
amazon-elasticache,2016-10-20,269,2.13e-5,116,3.3e-5
amazon-route53,2016-10-20,532,4.21e-5,175,4.98e-5
paypal,2016-10-20,15758,0.001246835,7406,0.002106062
amazon-elastic-beanstalk,2016-10-20,301,2.38e-5,161,4.58e-5
mongodb,2016-10-20,71400,0.005649437,23838,0.006778855
citrix,2016-10-20,502,3.97e-5,239,6.8e-5
amazon-ec2,2016-10-20,14986,0.001185757,5271,0.001498939
amazon-rds,2016-10-20,1200,9.49e-5,432,1.2285e-4
amazon-rds-aurora,2016-10-20,72,5.7e-6,33,9.38e-6
amazon-redshift,2016-10-20,1563,1.23671e-4,594,1.68919e-4
amazon-emr,2016-10-20,597,4.72e-5,268,7.62e-5
amazon,2016-10-20,3480,2.75353e-4,1351,3.8419e-4
stripe-payments,2016-10-20,2448,1.93695e-4,953,2.71006e-4
amazon-web-services,2016-10-20,32153,0.002544085,12083,0.0034361
excel,2016-10-20,104887,0.008299084,37180,0.010572989
amazon-ses,2016-10-20,520,4.11e-5,176,5e-5
amazon-cloudwatch,2016-10-20,364,2.88e-5,150,4.27e-5
amazon-s3,2016-10-20,15596,0.001234023,5984,0.001701698
actionscript-3,2016-10-20,40132,0.003175418,10998,0.003127556
amazon-vpc,2016-10-20,368,2.91e-5,114,3.24e-5
azure,2016-10-20,34931,0.002763879,11802,0.003356163
amazon-cloudfront,2016-10-20,1400,1.10774e-4,533,1.51572e-4
ios9,2016-10-20,4352,3.44349e-4,2011,5.71878e-4
amazon-kinesis,2016-10-20,280,2.22e-5,115,3.27e-5
google-spreadsheet,2016-10-20,9221,7.29603e-4,3872,0.001101095
amazon-cognito,2016-10-20,608,4.81e-5,202,5.74e-5
amazon-swf,2016-10-20,173,1.37e-5,53,1.51e-5
ios8,2016-10-20,9494,7.51207e-4,3459,9.83653e-4
amazon-elb,2016-10-20,605,4.79e-5,199,5.66e-5
ios,2016-10-20,468675,0.037083612,153264,0.043584456
amazon-ebs,2016-10-20,267,2.11e-5,41,1.17e-5
sql-server,2016-10-20,180260,0.014262898,41468,0.01179238
actionscript,2016-10-20,8906,7.04681e-4,2440,6.93875e-4
android,2016-10-20,907801,0.071828979,337034,0.095843649
amazon-cognito,2016-10-19,607,4.81e-5,201,5.72e-5
azure,2016-10-19,34884,0.002762278,11776,0.003352891
amazon-ecs,2016-10-19,172,1.36e-5,68,1.94e-5
amazon-elastic-beanstalk,2016-10-19,301,2.38e-5,162,4.61e-5
actionscript-3,2016-10-19,40125,0.003177297,10993,0.003129962
amazon-web-services,2016-10-19,32109,0.00254255,12070,0.003436612
windows,2016-10-19,101299,0.008021333,30228,0.008606601
amazon-dynamodb,2016-10-19,2846,2.2536e-4,1015,2.88994e-4
dropbox,2016-10-19,2635,2.08651e-4,1002,2.8529e-4
amazon-sns,2016-10-19,745,5.9e-5,345,9.82e-5
amazon-redshift,2016-10-19,1559,1.23449e-4,592,1.68556e-4
amazon-cloudwatch,2016-10-19,364,2.88e-5,150,4.27e-5
android,2016-10-19,907137,0.071831424,336710,0.095869014
amazon-elb,2016-10-19,604,4.78e-5,199,5.67e-5
sql-server,2016-10-19,180088,0.014260218,41402,0.011788093
amazon-data-pipeline,2016-10-19,209,1.65e-5,96,2.73e-5
amazon-sqs,2016-10-19,891,7.06e-5,293,8.34e-5
osx,2016-10-19,71876,0.005691502,23092,0.006574836
amazon-simpledb,2016-10-19,377,2.99e-5,76,2.16e-5
mongodb,2016-10-19,71312,0.005646792,23792,0.006774069
amazon-rds-aurora,2016-10-19,72,5.7e-6,33,9.4e-6
excel,2016-10-19,104750,0.008294599,37111,0.010566342
