name,city,state,zipcode,country,cuisines,pickup_enabled,delivery_enabled,weighted_rating_value,aggregated_rating_count
Wingstop,Nashville,TN,37211,US,"American, Chicken, Fried Chicken, Wings",TRUE,TRUE,4.1,200
3 Coins Open Kitchen,Richmond Hill,ON,L4C,CA,"Breakfast & Brunch, Breakfast &Amp; Brunch, Burgers, Canadian, Canadien, Déjeuner Et Brunch, Déjeuners Incontournables, Dîner, Fish And Chips, Group Friendly, Hamburgers, Lunch, Must-Eat Breakfast, Poisson-Frites, Sandwich, Sandwiches & Subs, Sandwichs Et Sous-Marins",TRUE,TRUE,4.9,55
Tasty Baghdad Restaurant,Kansas City,MO,64119,US,"Appetizers, Arabian, Beverages, Chicken, Desserts, Grills, Hamburger, Kids Menu, Main Entrees, Middle Eastern, Milk Shakes, Salads, Sandwiches, Side Orders, Soups",TRUE,TRUE,2.8,9
McDonald's,Las Vegas,NV,89101,US,"American, Bakery, Breakfast, Burger, Cafe, Cheeseburger, Chicken, Coffee, Coffee And Tea, Dinner, Fast Food, Hamburger, Hamburgers, Ice Cream, Kids Menu, Lunch, Sandwiches",FALSE,TRUE,2.0,45
Ny Manhattan Slice Pizza,Miami,FL,33135,US,"American, Italian, Pizza",TRUE,TRUE,1.9,19
Petro-Canada,Montréal,QC,H4P,CA,"Convenience, Everyday Essentials, Grocery, Home & Personal Care, Home &Amp; Personal Care, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Snacks",TRUE,TRUE,4.3,43
More Soul,Saskatoon,SK,S7K 1L9,CA,"Africain, African, Ailes, Chicken, Ethiopian, Fruits De Mer, Halal, Hot Dogs & Sausages, Hot Dogs Et Saucisses, Offers, Offres, Poulet, Seafood, Steakhouse, Wings, Éthiopien",TRUE,TRUE,3.6,1
Starbucks,Buffalo,NY,14216,US,"Bakery, Breakfast And Brunch, Cafe, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA® Instant, Whole Bean",FALSE,TRUE,4.3,85
Great American Cookies,Panama City Beach,FL,32407,US,"American, Bakery, Cakes, Dessert, Desserts, Snacks",TRUE,TRUE,4.0,34
Latin Grill,Fort Myers,FL,33907,US,"Affordable Meals, Caribbean, Exclusive To Eats, Latin, Latin American, Mexican, Only Available Here",TRUE,TRUE,4.4,64
Gorditas Patty's Mexican Restaurant,Little Rock,AR,72209,US,"Breakfast, Burritos, Desserts, Fast Food, Kids Menu, Latin, Latin American, Mexican, New Mexican, Sandwiches, Seafood, Taco, Tacos",TRUE,TRUE,4.5,190
Starbucks,Markham,ON,L6C 0G6,CA,"Bakery, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Group Friendly, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.6,29
Fried Chicken Crave - Union,Nashville,TN,37201,US,"American, Chicken, Comfort Food, Dessert, Desserts, Fast Food, Fried Chicken, Salads, Sandwiches, Soul Food, Wings",FALSE,TRUE,2.4,67
MrBeast Burger,Greenville,SC,29615,US,"American, Burgers, Chicken, Dessert, Hamburgers, Sandwich, Sandwiches",FALSE,TRUE,3.0,18
McDonald's,Conway,AR,72034,US,"American, Breakfast, Burger, Burgers, Cheeseburger, Chicken, Coffee, Desserts, Fast Food, Hamburger, Salad",FALSE,TRUE,3.8,20
Starbucks,Newmarket,ON,L3Y 0A4,CA,"Bakery, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Group Friendly, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.6,67
Saddle Up Bar And Grill 4300 Sw 3rd St,Oklahoma City,OK,73108,US,"American (Traditional), Bar and Grill, Hot Dogs, Noodles, Salads, Sandwiches",TRUE,TRUE,2.0,1
Starbucks,Halifax,NS,B3J 3M7,CA,"Bakery, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Group Friendly, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.7,200
Pieology,Siloam Springs,AR,72761,US,"Desserts, Gluten Free, Gluten-Free, Pizza, Salads",TRUE,TRUE,4.7,74
Chirpyhut Fried Chicken,Vancouver,BC,V5Y,CA,"Ailes, American, Burgers, Chicken, Comfort Food, Fait-Maison, Group Friendly, Hamburgers, Homemade, Hot Deal Summer, Offers, Offres, Poulet, Promos D'été, Wings",TRUE,TRUE,4.5,105
Montana's Bbq & Bar,Kitchener,ON,N2E,CA,"Alcohol, Alcool, American, Américain, Barbecue, Bbq, Beer, Bière, Bud Light, Budweiser, Burgers, Chicken, Fish And Chips, Food & Drinks, Fruits De Mer, Group Friendly, Hamburgers, Nourriture Et Boissons, Pepsi, Poisson-Frites, Poulet, Pub Food, Sandwich, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Souper, Steakhouse, Vin, Wine",TRUE,TRUE,4.6,100
Breakfast Beauties,Pittsburgh,PA,15222,US,"Alcohol, American, Breakfast, Breakfast And Brunch, Breakfast Burrito, Burritos, Cafe, Comfort Food",FALSE,TRUE,3.2,29
Enjoy Cafe 1+1,Richmond,BC,V6X,CA,"Asian, Asian Fusion, Café/Thé, Chicken, Chinese, Chinois, Coffee/Tea, Food & Drinks, Noodle Shop, Nouilles, Nourriture Et Boissons, Poulet, Sandwiches & Subs, Sandwichs Et Sous-Marins",TRUE,TRUE,4.6,123
Starbucks,Chesterfield,MO,63017,US,"Bakery, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.3,66
24/7 Gourmet Pizza,Redmond,WA,98052,US,"Curry, Gyro, Pasta, Pizza, Salads, Subs, Vegetarian",FALSE,TRUE,1.0,128
House Of Pasta,Lilburn,GA,30047,US,"Comfort Food, Italian, Pasta",FALSE,TRUE,2.6,28
Starbucks,Markham,ON,L6C 0G6,CA,"Bakery, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Group Friendly, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.6,29
Mojo's Tacos,St. Augustine,FL,32080,US,"Latin American, Mexican, Tacos",TRUE,TRUE,4.4,40
9 Queen Chinese Express,Brampton,ON,L6W 2A7,CA,"Alcohol, Alcool, Allergy Friendly, Asian, Asian Fusion, Asiatique, Beau, Bon, Local, Beer, Bière, Boissons Alcoolisées, Chicken, Chinese, Chinois, Fall Food Moments, Family Meals, Featured Restos, Food & Drinks, Fringales Nocturnes, Global Diversity Month, Group Friendly, Healthy, International, Late Night Cravings, Liquor, Local Goods, Mois Mondial De La Diversité, Noodle Shop, Nouilles, Nourriture Et Boissons, Poulet, Restos Vedettes, Santé, Saveurs D’Automne",TRUE,TRUE,4.3,201
Fehrenbacher's Pizza,Aventura,FL,33180,US,"Burgers, Pizza, Wings",TRUE,TRUE,1.9,19
Carne En Vara En Orlando Fl,Orlando,FL,32839,US,"American, Barbeque, Bbq, Burgers, Hamburgers",FALSE,TRUE,3.8,5
Subway,Appleton,WI,54914,US,"American, Fast Food, Healthy Food, National Brand, Sandwich, Subs & Sandwiches",TRUE,TRUE,3.9,5
Wendy's,Anchorage,AK,99503,US,"American, Breakfast, Burgers, Chicken, Dinner, Fast Food, Hamburgers, Lunch",TRUE,TRUE,3.2,376
Petro-Canada,St. Albert,AB,T8N3P8,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.0,1
Subway,Madison,WI,53716,US,"American, Fast Food, Healthy, Healthy Food, Sandwich, Sandwiches, Subs, Subs & Sandwiches, Wraps",TRUE,TRUE,2.9,25
Frankie's Bistro,North Miami,FL,33161,US,"American, Italian, Pasta, Pizza, Seafood",FALSE,TRUE,2.6,138
Are You Hungry,Miami,FL,33138,US,"American, Burgers, Fast Food, Hamburgers, Sandwiches",TRUE,TRUE,2.2,56
Hot Wings Co,Santa Ana,CA,92705,US,"Alcohol, American, Boneless Wings, Chicken, Chicken Tenders, Chicken Wings, Comfort Food, Fast Food, Fried Chicken, Halal, Sandwiches, Wings",TRUE,TRUE,2.6,36
Philadelphia Pizza,Ewing Township,NJ,8618,US,"Dinner, Lunch, Pasta, Pizza, Salads",TRUE,TRUE,2.4,5
Ab Liquor Outlet,Calgary,AB,T2A 6X7,CA,"Alcohol, Alcool, Beer, Bière, Boissons Alcoolisées, Bud Light, Budweiser, Corona, Drinks, Liquor, Off-Licences, Party Essentials, Tout Pour La Fête, Wine",FALSE,TRUE,4.9,1
Pizza Hut,Compton,CA,90220,US,"American, Dinner, Fast Food, Italian, Lunch, Pasta, Pizza, Wings",TRUE,TRUE,3.7,66
Million's Crab,West Chester,OH,45069,US,"American, Family Meals, Salads, Seafood, Southern",TRUE,TRUE,3.6,22
Abe & Mary's,Montréal,QC,H3G,CA,"Beau, Bon, Local, Biologique, Breakfast & Brunch, Café/Thé, Coffee/Tea, Dessert, Desserts, Déjeuner Et Brunch, Gluten Free, Gluten Friendly, Healthy, Local Goods, Local Legends, Légendes Locales, Offers, Offres, Organic, Salads, Sandwiches & Subs, Sandwichs Et Sous-Marins, Santé, Sensible Au Gluten, Smoothies, Soup, Soupe, Vegan, Vegetarian, Végétalien, Végétarien",FALSE,TRUE,4.6,27
A&w,Waterloo,ON,N2J,CA,"American, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Burgers, Canadian, Canadien, Chicken, Déjeuner Et Brunch, Ete2022, Family Meals, Fast Food, Hamburgers, Locally Sourced, Poulet, Prêt-À-Manger, Repas Familial, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale, Summer2022, Vegetarian, Végétarien",TRUE,TRUE,4.8,11
Big Pi Pizza Co.,San Antonio,TX,78229,US,"American, Fried Foods, Halal, Italian, Pasta, Pizza, Wings",TRUE,TRUE,2.7,25
Petro-Canada,Coquitlam,BC,V3K,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,4.6,1
Ohop Orono House Of Pizza,Penobscot County,ME,4473,US,"American, Dinner, Italian, Late Night Food, Lunch, Pizza",FALSE,TRUE,4.4,4208
A&w,Waterloo,ON,N2J,CA,"American, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Burgers, Canadian, Canadien, Chicken, Déjeuner Et Brunch, Ete2022, Family Meals, Fast Food, Hamburgers, Locally Sourced, Poulet, Prêt-À-Manger, Repas Familial, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale, Summer2022, Vegetarian, Végétarien",TRUE,TRUE,4.8,11
Philly Fresh Cheesesteaks,San Diego,CA,92128,US,"Alcohol, American, American (New), Burgers, Cheesesteaks, Desserts, Healthy, Sandwiches",FALSE,TRUE,2.8,19
Petro-Canada,Leduc,AB,T9E,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.8,1
Wendy's,Rochester,NY,14626,US,"American, Breakfast, Burgers, Chicken, Dinner, Fast Food, Hamburgers, Lunch",TRUE,TRUE,3.4,40
Zanzibar Cafe,Charlotte,NC,28206,US,"African, Baked Fish, Beer, Burgers, Cognac, Create Your Meal, Drinks, Extra Meat, Fish Meals, Fried Tilapia, Fufu, Grill, Healthy, Hookah, Lunch Meals, Lunch Portion, Main Course, Mix Drinks, Rotisserie, Salads, Sides, Tequila, Vegetarian, Vodka, Whiskey, Wine, Wings, Zanzibar Special Pepper Sauce",TRUE,TRUE,2.7,6
Tyga Bites,Woodbury,MN,55129,US,"American, Chicken, Chicken Strips, Dessert, Sandwich, Wings",FALSE,TRUE,3.0,6
Greasy Goods,Whittier,CA,90604,US,"American, Burgers, Sandwich",FALSE,TRUE,2.0,7
Petro-Canada,Spruce Grove,AB,T7X,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,5.0,1
Pizza Hut,Compton,CA,90220,US,"American, Dinner, Fast Food, Italian, Lunch, Pasta, Pizza, Wings",TRUE,TRUE,3.7,66
Petro-Canada,Red Deer,AB,T4N,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe",TRUE,TRUE,4.7,1
Starbucks,Reno,NV,89523,US,"Bakery, Breakfast And Brunch, Cafe, Coffee & Tea, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Group Friendly, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.9,22
Petro-Canada,Montréal,QC,H4B,CA,"Convenience, Everyday Essentials, Grocery, Home & Personal Care, Home &Amp; Personal Care, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Offers, Offres, Snacks",TRUE,TRUE,4.6,22
Nana's Cafe & Bakery,Sacramento,CA,95815,US,"Arabian, Bakery, Breakfast, Cafe, Cafes, Lunch, Middle Eastern, Sandwiches",TRUE,TRUE,2.3,11
Petro-Canada,Edmonton,AB,T5G,CA,"American, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Kid Friendly, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.3,18
Petro-Canada,London,ON,N6E,CA,"Ben & Jerry's, Convenience, Cool Treats, Dépanneur, Everyday Essentials, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Hot Deal Summer, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, New, Nouveau, Offers, Offres, Pepsi, Promos D'été, Snacks",TRUE,TRUE,3.6,1
Montana's Bbq & Bar,Saskatoon,SK,S7M 1L2,CA,"American, Barbecue, Bbq, Bistro, Burgers, Chicken, Diner, Hamburgers, Offers, Offres, Pepsi, Poulet, Pub Food, Souper, Steakhouse",TRUE,TRUE,4.6,19
Montana's Bbq & Bar,Red Deer,AB,T4R 3A2,CA,"American, Américain, Barbecue, Bbq, Burgers, Chicken, Hamburgers, Locally Sourced, Offers, Offres, Pepsi, Poulet, Sandwich, Sandwiches & Subs, Sandwichs Et Sous-Marins, Source Locale, Steak, Steakhouse",TRUE,TRUE,4.1,34
O'malley's Alley,Manhattan,KS,66502,US,"Bar/Pub Food, Burgers, Subs & Sandwiches, Wings",FALSE,TRUE,2.3,15
7 Cravings Soulfood Seafood Express,"Cleveland,",OH,44109,US,"American, Burgers, Soul Food",TRUE,TRUE,2.7,23
Mojo's Tacos,St. Augustine,FL,32080,US,"Latin American, Mexican, Tacos",TRUE,TRUE,4.4,40
Petro-Canada,Airdrie,AB,T4A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.1,1
Aapna Meat Sweets Dosa,Edmonton,AB,T6X 1L1,CA,"Asian, Chicken, Chinese, Chinois, Fait-Maison, Family Meals, Fruits De Mer, Healthy, Homemade, Indian, Indien, International, Noodle Shop, Nouilles, Offers, Offres, Poulet, Santé, Seafood, Vegetarian, Végétarien",TRUE,TRUE,3.6,16
Taco Bell,Clarkston,MI,48346,US,"Bowls, Breakfast, Breakfast And Brunch, Burritos, Chicken, Coffee And Tea, Dessert, Dinner, Donuts, Fast Food, Late Night, Lunch, Mexican, Potato, Steak, Tacos, Tex-Mex, Vegetarian",TRUE,TRUE,2.0,361
A Perfect Pizza And East Indian Cuisine,Airdrie,AB,T4A,CA,"American, Américain, Chicken, Comfort Food, Donair, Fast Food, Global Diversity Month, Healthy, Indian, Indien, Mois Mondial De La Diversité, Pasta, Pizza, Poulet, Prêt-À-Manger, Salads, Vegetarian Friendly",TRUE,TRUE,4.5,42
Empanadas Monumental,The Bronx,NY,10472,US,"Dinner, Dominican, Empanadas, Latin American, Lunch, Sandwiches, Shakes, Smoothies And Juices",TRUE,TRUE,2.0,46
3 Brothers Shawarma & Poutine,Gatineau,QC,J8X,CA,"Ailes, American, Bistro, Burgers, Canadian, Canadien, Chicken, Dessert, Desserts, Diner, Donair, Dîner, European, Européen, Fast Food, Food & Drinks, Hamburgers, Healthy, Italian, Italien, Lunch, Mediterranean, Middle Eastern, Moyen-Oriental, Méditerranéen, Nourriture Et Boissons, Pasta, Pitas, Poulet, Prêt-À-Manger, Pâtes, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Santé, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.3,52
Petro-Canada,Leduc,AB,T9E,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.8,1
Petro-Canada,Spruce Grove,AB,T7X,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,5.0,1
McClane's Burger,San Diego,CA,92154,US,"American, Burgers, Comfort Food, Dessert, Desserts, Fast Food, Fries, Hamburgers, Sandwiches, Traditional American",TRUE,TRUE,2.3,6
Mario's Lord Of The Wings,Cincinnati,OH,45211,US,"American, Fast Food, Sandwich, Wings",TRUE,TRUE,2.0,52
Chuck's Cheesesteaks,Fort Mill,SC,29708,US,"Alcohol, American, Cheesesteaks, Comfort Food, Deli, Fast Food, Healthy, Kids Friendly, Lunch, Sandwich, Sandwiches",TRUE,TRUE,2.3,171
Etoile Mirabel,Mirabel,QC,J7J,CA,"American, Beau, Bon, Local, Burgers, Dessert, Desserts, Fruits De Mer, Hamburgers, Italian, Italien, Local Goods, Local Legends, Légendes Locales, Pasta, Pizza, Pâtes, Seafood",TRUE,TRUE,4.6,35
Wing Boss,Granbury,TX,76049,US,"American, Bar Food, Bbq, Cajun, Chicken, Desserts, Drinks, Fowl Play, Lil' Boss, Order Menu - By The Piece, Order Menu - Group Pack Wings, Order Menu - Tender Combos & Packs, Order Menu - Tenders, Side Shows, Wings",TRUE,TRUE,2.7,11
Zesty - Shawarma & Halal Grill,Burlington,ON,L7M,CA,"10th Anniversary, 10ᵉ Anniversaire, Arabian, Ben & Jerry's, Burgers, Canadian, Canadien, Donair, Fall Food Moments, Family Meals, Halal, Hamburgers, Mediterranean, Middle Eastern, Moyen-Oriental, Méditerranéen, Offers, Offres, Pitas, Saveurs D’Automne",TRUE,TRUE,4.6,28
Starbucks,Philadelphia,PA,19114,US,"Bakery, Breakfast And Brunch, Cafe, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.3,145
Starbucks,Kingston,ON,K7L 1A6,CA,"Bakery, Breakfast &Amp; Brunch, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.8,63
Luciano's South Park Mall,San Antonio,TX,78224,US,"American, Desserts, Family Meals, Group Friendly, Italian, Pasta, Pizza, Salads, Wings",TRUE,TRUE,3.9,40
Dunkin',Janesville,WI,53546,US,"Bakery Food, Breakfast, Breakfast And Brunch, Coffee & Tea, Dessert, Donuts, National Brand",FALSE,TRUE,2.4,41
Starbucks,Brampton,ON,L6Y 0H7,CA,"Bakery, Breakfast &Amp; Brunch, Breakfast And Brunch, Cafe, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.5,108
Krauszer's,New Brunswick,NJ,8901,US,"Deli, Grocery, Pickup, Sandwich, Sandwiches, Takeout",FALSE,TRUE,2.0,2
6ixside Burger,Pickering,ON,L1V,CA,"Ailes, American, Américain, Beau, Bon, Local, Burgers, Chicken, Food & Drinks, Fried Chicken, Gluten Free, Gluten Friendly, Group Friendly, Halal, Hamburgers, Local Goods, New, Nourriture Et Boissons, Nouveau, Offers, Offres, Poulet, Sandwiches, Sans Gluten, Sensible Au Gluten, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.9,201
Enjoy Cafe 1+1,Richmond,BC,V6X,CA,"Asian, Asian Fusion, Café/Thé, Chicken, Chinese, Chinois, Coffee/Tea, Food & Drinks, Noodle Shop, Nouilles, Nourriture Et Boissons, Poulet, Sandwiches & Subs, Sandwichs Et Sous-Marins",TRUE,TRUE,4.6,123
Starbucks,Warwick,RI,2886,US,"Bakery, Breakfast And Brunch, Cafe, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.3,34
Cluck U Chicken,Hoboken,NJ,7030,US,"American, Bowls, Chicken, Dinner, Hamburgers, Late Night, Lunch, Lunch Specials, Wings, Wraps",TRUE,TRUE,2.0,58
Petro-Canada,Edmonton,AB,T6R,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.8,1
A&w,Chilliwack,BC,V2R 3N4,CA,"American, Américain, Bistro, Breakfast & Brunch, Burgers, Canadian, Canadien, Chicken, Diner, Déjeuner Et Brunch, Fast Food, Hamburgers, Offers, Offres, Poulet, Prêt-À-Manger, Sandwiches & Subs, Sandwichs Et Sous-Marins, Souper, Vegan",TRUE,TRUE,3.9,1
3 Coins Open Kitchen,Richmond Hill,ON,L4C,CA,"Breakfast & Brunch, Breakfast &Amp; Brunch, Burgers, Canadian, Canadien, Déjeuner Et Brunch, Déjeuners Incontournables, Dîner, Fish And Chips, Group Friendly, Hamburgers, Lunch, Must-Eat Breakfast, Poisson-Frites, Sandwich, Sandwiches & Subs, Sandwichs Et Sous-Marins",TRUE,TRUE,4.9,55
Petro-Canada,Regina,SK,S4N,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,3.6,1
Soul Food Sundayz,Hartford,CT,6114,US,"Burgers, Soul Food, Southern",TRUE,TRUE,3.5,93
