home_player_Y3,SJH,away_player_1,BWH,match_api_id,home_player_X7,VCH,away_player_9,id,away_player_Y7,home_player_10,cross,shoton,away_team_api_id,away_player_10,home_player_Y2,LBH,away_player_Y4,home_team_api_id,B365H,VCA,home_player_Y8,home_player_X4,home_player_3,away_player_X7,home_player_X1,BWD,home_player_6,card,goal,away_player_5,away_player_X1,B365D,home_player_Y4,home_player_1,away_player_Y10,away_player_3,away_player_X9,BSD,away_player_X4,home_player_Y9,away_player_X10,WHA,IWD,IWA,LBA,season,home_player_X2,league_id,BSH,date,away_player_Y9,home_player_Y7,away_player_Y6,home_player_Y10,home_player_9,home_player_5,home_player_Y11,away_player_X3,away_player_7,country_id,away_player_6,home_player_X10,shotoff,away_player_Y11,away_player_X11,GBA,home_player_4,home_player_Y1,home_team_goal,PSA,SJA,corner,home_player_11,away_player_X2,B365A,away_player_X5,away_player_Y5,home_player_Y6,BSA,LBD,home_player_X6,home_player_7,home_player_8,GBH,home_player_Y5,WHH,stage,GBD,BWA,WHD,away_player_X8,home_player_X3,possession,home_player_X9,IWH,away_player_Y8,away_player_Y2,home_player_X8,PSD,PSH,away_player_Y3,away_player_11,away_player_X6,home_player_X5,away_team_goal,SJD,foulcommit,home_player_2,away_player_Y1,VCD,home_player_X11,away_player_2,away_player_4,away_player_8
3.0,1.91,39890.0,,493031,4.0,2.0,94289.0,160,7.0,37945.0,,,9996,,3.0,,3.0,9999,1.85,3.2,7.0,6.0,16387.0,4.0,1.0,,45832.0,,,26235.0,1.0,3.6,3.0,38318.0,10.0,38788.0,8.0,3.25,6.0,7.0,4.0,3.2,3.1,3.0,,2008/2009,2.0,1,2.0,2009-03-07 00:00:00,7.0,7.0,7.0,10.0,163670.0,94284.0,10.0,4.0,38312.0,1,,4.0,,10.0,6.0,3.5,94288.0,1.0,2,,4.0,,33622.0,2.0,4.0,8.0,3.0,7.0,3.3,,2.0,26669.0,33671.0,2.0,3.0,2.0,25,3.3,,3.2,6.0,4.0,,8.0,2.1,7.0,3.0,6.0,,,3.0,,2.0,8.0,0,3.4,,38247.0,1.0,3.25,6.0,,39878.0,
3.0,1.29,32990.0,1.25,493032,4.0,1.28,94184.0,161,7.0,12574.0,,,4049,9144.0,3.0,1.29,3.0,9991,1.28,8.5,7.0,6.0,36841.0,4.0,1.0,5.0,33662.0,,,148289.0,1.0,5.5,3.0,104378.0,10.0,37972.0,8.0,4.75,6.0,7.0,4.0,8.5,4.5,9.0,8.0,2008/2009,2.0,1,1.25,2009-03-07 00:00:00,7.0,7.0,7.0,10.0,38229.0,,10.0,4.0,148292.0,1,37085.0,4.0,,10.0,6.0,9.0,38255.0,1.0,2,,10.0,,46335.0,2.0,9.5,8.0,3.0,7.0,10.0,4.5,2.0,38233.0,104382.0,1.3,3.0,1.29,25,4.75,10.0,4.33,6.0,4.0,,8.0,1.25,7.0,3.0,6.0,,,3.0,97368.0,2.0,8.0,0,5.0,,38248.0,1.0,4.5,6.0,35580.0,37976.0,
3.0,2.4,38391.0,2.4,493033,4.0,2.4,38786.0,162,7.0,38419.0,,,9993,38371.0,3.0,2.38,3.0,9986,2.5,2.65,7.0,6.0,,4.0,1.0,3.2,38246.0,,,38322.0,1.0,3.25,3.0,95597.0,10.0,,8.0,3.2,6.0,7.0,4.0,2.75,3.1,2.6,2.6,2008/2009,2.0,1,2.38,2009-03-07 00:00:00,7.0,7.0,7.0,10.0,131409.0,94462.0,10.0,4.0,36852.0,1,30910.0,4.0,,10.0,6.0,2.6,37571.0,1.0,0,,2.88,,164732.0,2.0,2.8,8.0,3.0,7.0,2.62,3.2,2.0,38423.0,38435.0,2.5,3.0,2.25,25,3.25,2.6,3.2,6.0,4.0,,8.0,2.3,7.0,3.0,6.0,,,3.0,41106.0,2.0,8.0,0,3.2,,,1.0,3.25,6.0,36849.0,36845.0,38784.0
3.0,4.75,34480.0,4.7,493034,4.0,4.35,38393.0,163,7.0,33657.0,,,8635,38253.0,3.0,4.0,3.0,8203,4.5,1.75,7.0,6.0,67958.0,4.0,1.0,3.3,37112.0,,,164694.0,1.0,3.6,3.0,38327.0,10.0,38389.0,8.0,3.3,6.0,7.0,4.0,1.7,3.2,1.7,1.72,2008/2009,2.0,1,4.2,2009-03-13 00:00:00,7.0,7.0,7.0,10.0,164352.0,67898.0,10.0,4.0,38378.0,1,30949.0,4.0,,10.0,6.0,1.75,38801.0,1.0,2,,1.73,,26502.0,2.0,1.75,8.0,3.0,7.0,1.75,3.4,2.0,67959.0,148286.0,4.5,3.0,4.33,26,3.4,1.7,3.3,6.0,4.0,,8.0,4.2,7.0,3.0,6.0,,,3.0,37069.0,2.0,8.0,1,3.5,,67950.0,1.0,3.3,6.0,38388.0,31316.0,38383.0
3.0,1.57,37937.0,1.55,493035,4.0,1.55,32690.0,164,7.0,25957.0,,,9987,42153.0,3.0,1.53,3.0,9985,1.57,5.0,7.0,6.0,38800.0,4.0,1.0,3.55,35412.0,,,148313.0,1.0,3.5,3.0,,10.0,38293.0,8.0,3.6,6.0,7.0,4.0,4.8,3.7,5.0,5.5,2008/2009,2.0,1,1.53,2009-03-15 00:00:00,7.0,7.0,7.0,10.0,37262.0,47411.0,10.0,4.0,9307.0,1,37202.0,4.0,,10.0,6.0,6.0,37861.0,1.0,2,,6.5,,38369.0,2.0,6.0,8.0,3.0,7.0,5.5,3.5,2.0,26224.0,39591.0,1.55,3.0,1.57,26,3.6,5.65,3.6,6.0,4.0,,8.0,1.5,7.0,3.0,6.0,,,3.0,38782.0,2.0,8.0,0,3.5,,30692.0,1.0,3.6,6.0,38785.0,104411.0,43158.0
3.0,,38252.0,,493036,4.0,,,165,7.0,38786.0,,,9998,39145.0,3.0,,3.0,9993,,,7.0,6.0,36849.0,4.0,1.0,,38371.0,,,166554.0,1.0,,3.0,38391.0,10.0,39151.0,8.0,,6.0,7.0,4.0,,,,,2008/2009,2.0,1,,2009-03-14 00:00:00,7.0,7.0,7.0,10.0,38784.0,38322.0,10.0,4.0,46890.0,1,,4.0,,10.0,6.0,,,1.0,2,,,,34334.0,2.0,,8.0,3.0,7.0,,,2.0,30910.0,36852.0,,3.0,,26,,,,6.0,4.0,,8.0,,7.0,3.0,6.0,,,3.0,119118.0,2.0,8.0,0,,,42812.0,1.0,,6.0,39156.0,68064.0,39158.0
3.0,1.9,95597.0,1.85,493037,4.0,1.9,164732.0,166,7.0,,,,9986,38246.0,3.0,1.83,3.0,9994,2.1,3.6,7.0,6.0,11569.0,4.0,1.0,3.25,12099.0,,,131404.0,1.0,3.25,3.0,30934.0,10.0,37571.0,8.0,3.25,6.0,7.0,4.0,3.5,3.1,3.2,3.6,2008/2009,2.0,1,1.95,2009-03-14 00:00:00,7.0,7.0,7.0,10.0,38257.0,38273.0,10.0,4.0,38435.0,1,,4.0,,10.0,6.0,3.6,14642.0,1.0,0,,4.0,,69629.0,2.0,3.6,8.0,3.0,7.0,3.4,3.3,2.0,38290.0,,2.0,3.0,1.91,26,3.2,3.95,3.2,6.0,4.0,,8.0,2.0,7.0,3.0,6.0,,,3.0,38419.0,2.0,8.0,0,3.3,,38292.0,1.0,3.25,6.0,,94462.0,131409.0
3.0,2.8,36835.0,2.7,493038,6.0,2.7,38357.0,167,7.0,149367.0,,,9984,37065.0,3.0,2.6,3.0,7947,2.88,2.3,7.0,6.0,46459.0,4.0,1.0,3.2,26606.0,,,104386.0,1.0,3.4,3.0,39153.0,10.0,37021.0,8.0,3.2,6.0,7.0,4.0,2.38,3.2,2.4,2.37,2008/2009,2.0,1,2.5,2009-03-14 00:00:00,7.0,7.0,7.0,10.0,,67896.0,10.0,4.0,37957.0,1,32863.0,4.0,,10.0,6.0,2.5,131406.0,1.0,1,,2.4,,116788.0,2.0,2.38,8.0,3.0,7.0,2.5,3.2,4.0,15662.0,178291.0,2.6,3.0,2.5,26,3.25,2.4,3.25,6.0,4.0,,2.0,2.4,7.0,3.0,8.0,,,3.0,78462.0,2.0,8.0,0,3.25,,39575.0,1.0,3.25,6.0,37047.0,37051.0,37909.0
3.0,1.8,104378.0,1.75,493039,4.0,1.85,38229.0,168,7.0,27423.0,,,9991,12574.0,3.0,1.75,3.0,8342,1.8,4.0,7.0,6.0,39578.0,4.0,1.0,3.3,37983.0,,,,1.0,3.4,3.0,37990.0,10.0,38337.0,8.0,3.3,6.0,7.0,4.0,3.75,3.4,3.7,4.0,2008/2009,2.0,1,1.91,2009-03-15 00:00:00,7.0,7.0,7.0,10.0,52280.0,37858.0,10.0,4.0,37044.0,1,33662.0,4.0,,10.0,6.0,4.2,21812.0,1.0,1,,4.33,,38440.0,2.0,4.0,8.0,3.0,7.0,3.5,3.3,2.0,38336.0,38366.0,1.83,3.0,1.83,26,3.3,4.35,3.2,6.0,4.0,,8.0,1.75,7.0,3.0,6.0,,,3.0,46335.0,2.0,8.0,4,3.4,,38342.0,1.0,3.25,6.0,36841.0,38255.0,32760.0
3.0,1.67,38318.0,1.6,493040,4.0,1.65,163670.0,169,7.0,38231.0,,,9999,37945.0,3.0,1.61,3.0,10000,1.75,4.5,7.0,6.0,37100.0,4.0,1.0,3.55,37893.0,,,94284.0,1.0,3.5,3.0,37900.0,10.0,16387.0,8.0,3.4,6.0,7.0,4.0,4.33,3.4,4.2,5.0,2008/2009,2.0,1,1.7,2009-03-14 00:00:00,7.0,7.0,7.0,10.0,131530.0,37889.0,10.0,4.0,26669.0,1,45832.0,4.0,,10.0,6.0,5.0,37903.0,1.0,0,,5.0,,130027.0,2.0,4.75,8.0,3.0,7.0,4.33,3.25,2.0,37981.0,131531.0,1.65,3.0,1.67,26,3.5,5.05,3.4,6.0,4.0,,8.0,1.65,7.0,3.0,6.0,,,3.0,33622.0,2.0,8.0,0,3.5,,37886.0,1.0,3.5,6.0,38247.0,94288.0,33671.0
3.0,2.5,33676.0,2.4,493041,4.0,2.25,40521.0,170,7.0,148960.0,,,8571,131486.0,3.0,2.25,3.0,9996,2.7,2.9,7.0,6.0,38788.0,4.0,1.0,3.2,,,,67939.0,1.0,3.25,3.0,148308.0,10.0,39625.0,8.0,3.1,6.0,7.0,4.0,2.5,3.0,2.7,2.75,2008/2009,2.0,1,2.3,2009-03-14 00:00:00,7.0,7.0,7.0,10.0,26235.0,39878.0,10.0,4.0,39859.0,1,67940.0,4.0,,10.0,6.0,2.75,38312.0,1.0,1,,2.7,,94289.0,2.0,2.62,8.0,3.0,7.0,2.8,3.2,2.0,,26916.0,2.4,3.0,2.5,26,3.25,2.6,3.1,6.0,4.0,,8.0,2.3,7.0,3.0,6.0,,,3.0,,2.0,8.0,0,3.25,,,1.0,3.25,6.0,6803.0,148302.0,
3.0,4.2,38341.0,4.0,493042,4.0,3.75,39848.0,171,7.0,9144.0,,,10001,17883.0,3.0,3.6,3.0,4049,4.33,1.85,7.0,6.0,37976.0,4.0,1.0,3.3,37085.0,,,47410.0,1.0,3.6,3.0,32990.0,10.0,,8.0,3.25,6.0,7.0,4.0,1.83,,,1.83,2008/2009,2.0,1,3.8,2009-03-14 00:00:00,7.0,7.0,7.0,10.0,,94184.0,10.0,4.0,38353.0,1,30404.0,4.0,,10.0,6.0,1.83,148289.0,1.0,1,,1.83,,97368.0,2.0,1.8,8.0,3.0,7.0,1.83,3.3,2.0,37972.0,38410.0,4.0,3.0,3.75,26,3.4,1.8,3.2,6.0,4.0,,8.0,,7.0,3.0,6.0,,,3.0,50160.0,2.0,8.0,2,3.4,,148292.0,1.0,3.3,6.0,38348.0,38339.0,21834.0
3.0,4.0,37990.0,3.75,493043,4.0,3.4,38366.0,172,7.0,131486.0,,,8342,27423.0,3.0,3.75,3.0,8571,3.75,2.0,7.0,6.0,6803.0,4.0,1.0,3.15,39625.0,,,37858.0,1.0,3.3,3.0,33676.0,10.0,21812.0,8.0,3.3,6.0,7.0,4.0,1.83,3.3,1.9,1.8,2008/2009,2.0,1,3.5,2009-03-20 00:00:00,7.0,7.0,7.0,10.0,148327.0,148302.0,10.0,4.0,27364.0,1,37983.0,4.0,,10.0,6.0,2.05,39859.0,1.0,2,,1.8,,148329.0,2.0,2.0,8.0,3.0,7.0,1.91,3.3,2.0,,40521.0,3.4,3.0,3.6,27,3.25,1.9,3.3,6.0,4.0,,8.0,3.3,7.0,3.0,6.0,,,3.0,38440.0,2.0,8.0,3,3.4,,67940.0,1.0,3.25,6.0,39578.0,11736.0,38336.0
3.0,4.75,,4.8,493044,4.0,4.5,39591.0,173,7.0,38419.0,,,9985,25957.0,3.0,4.33,3.0,9986,4.75,1.7,7.0,6.0,,4.0,1.0,3.6,38246.0,,,47411.0,1.0,3.5,3.0,95597.0,10.0,38800.0,8.0,3.4,6.0,7.0,4.0,1.67,3.4,1.6,1.67,2008/2009,2.0,1,4.75,2009-03-22 00:00:00,7.0,7.0,7.0,10.0,131409.0,94462.0,10.0,4.0,35412.0,1,37262.0,4.0,,10.0,6.0,1.67,37571.0,1.0,1,,1.7,,164732.0,2.0,1.66,8.0,3.0,7.0,1.67,3.4,2.0,38423.0,38435.0,4.5,3.0,4.5,27,3.5,1.6,3.3,6.0,4.0,,8.0,4.6,7.0,3.0,6.0,,,3.0,38369.0,2.0,8.0,0,3.4,,,1.0,3.3,6.0,30692.0,37861.0,39631.0
3.0,1.67,37900.0,1.6,493045,4.0,1.6,130027.0,174,7.0,39875.0,,,10000,38231.0,3.0,1.57,3.0,9991,1.65,5.0,7.0,6.0,36841.0,4.0,1.0,3.4,33662.0,,,94030.0,1.0,3.6,3.0,104378.0,10.0,37886.0,8.0,3.5,6.0,7.0,4.0,4.8,3.3,4.0,5.0,2008/2009,2.0,1,1.62,2009-03-22 00:00:00,7.0,7.0,7.0,10.0,38229.0,104382.0,10.0,4.0,131531.0,1,37981.0,4.0,,10.0,6.0,5.0,38255.0,1.0,1,,4.75,,46335.0,2.0,4.75,8.0,3.0,7.0,5.0,3.5,2.0,37044.0,32760.0,1.65,3.0,1.62,27,3.4,5.25,3.4,6.0,4.0,,8.0,1.7,7.0,3.0,6.0,,,3.0,75500.0,2.0,8.0,0,3.5,,38248.0,1.0,3.4,6.0,37887.0,37903.0,131530.0
3.0,2.4,30934.0,2.4,493046,4.0,2.35,38257.0,175,7.0,39158.0,,,9994,,3.0,2.5,3.0,9998,2.25,2.7,7.0,6.0,39151.0,4.0,1.0,3.2,,,,38273.0,1.0,3.2,3.0,38252.0,10.0,14642.0,8.0,3.2,6.0,7.0,4.0,2.75,3.2,2.75,2.4,2008/2009,2.0,1,2.38,2009-03-21 00:00:00,7.0,7.0,7.0,10.0,38947.0,166554.0,10.0,4.0,38945.0,1,12099.0,4.0,,10.0,6.0,2.7,68064.0,1.0,0,,2.75,,,2.0,3.0,8.0,3.0,7.0,2.62,3.25,2.0,39145.0,46890.0,2.4,3.0,2.25,27,3.2,2.65,3.2,6.0,4.0,,8.0,2.2,7.0,3.0,6.0,,,3.0,69629.0,2.0,8.0,2,3.1,,39156.0,1.0,3.25,6.0,38292.0,,38290.0
3.0,1.57,39153.0,1.5,493047,4.0,1.6,178291.0,176,7.0,17883.0,,,7947,149367.0,3.0,1.53,3.0,10001,1.57,5.0,7.0,6.0,21834.0,4.0,1.0,3.7,38353.0,,,131406.0,1.0,3.75,3.0,38341.0,10.0,46459.0,8.0,3.5,8.0,7.0,4.0,5.5,3.7,5.0,5.5,2008/2009,2.0,1,1.62,2009-03-21 00:00:00,7.0,7.0,7.0,10.0,47410.0,38339.0,10.0,4.0,26606.0,1,,4.0,,10.0,6.0,5.0,,1.0,3,,5.5,,50160.0,2.0,5.25,6.0,3.0,7.0,5.0,3.5,2.0,38348.0,,1.6,3.0,1.53,27,3.6,5.8,3.5,6.0,4.0,,8.0,1.5,7.0,3.0,6.0,,,3.0,116788.0,2.0,8.0,1,3.6,,38349.0,1.0,3.4,6.0,39575.0,67896.0,15662.0
3.0,2.35,38327.0,2.2,493048,4.0,2.25,148286.0,177,7.0,37945.0,,,8203,33657.0,3.0,2.2,3.0,9999,2.2,2.8,7.0,6.0,16387.0,4.0,1.0,3.15,26669.0,,,164352.0,1.0,3.3,3.0,38318.0,10.0,67950.0,8.0,3.2,6.0,7.0,4.0,3.0,3.2,2.75,2.75,2008/2009,2.0,1,2.25,2009-03-21 00:00:00,7.0,7.0,7.0,10.0,148336.0,94284.0,10.0,4.0,37112.0,1,67898.0,4.0,,10.0,6.0,3.15,94288.0,1.0,1,,2.75,,33622.0,2.0,3.0,8.0,3.0,7.0,2.75,3.25,2.0,33671.0,163670.0,2.1,3.0,2.1,27,3.25,3.0,3.2,6.0,4.0,,8.0,2.2,7.0,3.0,6.0,,,3.0,26502.0,2.0,8.0,0,3.25,,38247.0,1.0,3.25,6.0,38801.0,67958.0,67959.0
3.0,1.67,12381.0,1.71,493049,4.0,1.65,94289.0,178,7.0,38251.0,,,9996,,3.0,,3.0,9984,1.57,5.0,7.0,6.0,37909.0,4.0,1.0,3.4,27110.0,,,39878.0,1.0,3.75,3.0,36835.0,10.0,38788.0,8.0,3.4,6.0,7.0,4.0,4.8,3.4,4.6,,2008/2009,2.0,1,1.62,2009-03-21 00:00:00,7.0,7.0,7.0,10.0,38357.0,37051.0,10.0,4.0,26916.0,1,37846.0,4.0,,10.0,6.0,4.5,37021.0,1.0,0,,4.75,,78462.0,2.0,5.25,8.0,3.0,7.0,5.0,,2.0,37957.0,104386.0,1.7,3.0,1.62,27,3.4,4.3,3.4,6.0,4.0,,8.0,1.6,7.0,3.0,6.0,,,3.0,,2.0,8.0,1,3.5,,37047.0,1.0,3.4,6.0,,38312.0,26235.0
3.0,1.27,32990.0,1.2,493050,4.0,1.2,94184.0,179,7.0,32690.0,,,4049,9144.0,3.0,1.25,3.0,9987,1.22,11.0,7.0,6.0,104411.0,4.0,1.0,5.5,42153.0,,,148289.0,1.0,5.5,3.0,37937.0,10.0,38410.0,8.0,5.5,6.0,7.0,4.0,8.0,6.0,12.0,8.0,2008/2009,2.0,1,1.22,2009-03-21 00:00:00,7.0,7.0,7.0,10.0,12245.0,148313.0,10.0,4.0,148292.0,1,37085.0,4.0,,10.0,6.0,10.0,148314.0,1.0,3,,9.5,,37202.0,2.0,11.0,8.0,3.0,7.0,9.0,5.0,2.0,9307.0,43158.0,1.25,3.0,1.25,27,5.0,10.25,5.0,6.0,4.0,,8.0,1.15,7.0,3.0,6.0,,,3.0,97368.0,2.0,8.0,0,5.0,,38293.0,1.0,5.5,6.0,37972.0,37976.0,
3.0,1.44,38391.0,1.4,493051,4.0,1.45,38786.0,180,7.0,10404.0,,,9993,38371.0,3.0,1.44,3.0,8635,1.4,7.5,7.0,6.0,38388.0,4.0,1.0,3.8,30949.0,,,38322.0,1.0,4.0,3.0,34480.0,10.0,,8.0,3.75,6.0,7.0,4.0,7.0,3.8,5.4,6.5,2008/2009,2.0,1,1.44,2009-03-21 00:00:00,7.0,7.0,7.0,10.0,38253.0,38389.0,10.0,4.0,36852.0,1,30910.0,4.0,,10.0,6.0,7.0,13423.0,1.0,2,,7.0,,37069.0,2.0,7.0,8.0,3.0,7.0,6.5,3.6,2.0,38393.0,36863.0,1.45,3.0,1.4,27,3.75,7.3,3.75,6.0,4.0,,8.0,1.45,7.0,3.0,6.0,,,3.0,34334.0,2.0,8.0,0,3.8,,33620.0,1.0,3.6,6.0,36849.0,36845.0,38784.0
3.0,5.0,34480.0,4.35,493052,4.0,4.35,164694.0,181,7.0,,,,8635,38253.0,3.0,4.0,3.0,9994,5.0,1.7,7.0,6.0,11569.0,4.0,1.0,3.4,12099.0,,,38389.0,1.0,3.6,3.0,30934.0,10.0,38388.0,8.0,3.4,6.0,7.0,4.0,1.8,3.3,1.7,1.73,2008/2009,2.0,1,4.33,2009-04-05 00:00:00,7.0,7.0,7.0,10.0,38257.0,38273.0,10.0,4.0,38383.0,1,38798.0,4.0,,10.0,6.0,1.72,14642.0,1.0,0,,1.7,,69629.0,2.0,1.6,8.0,3.0,7.0,1.7,3.4,2.0,38290.0,95609.0,4.5,3.0,3.75,28,3.4,1.7,3.3,6.0,4.0,,8.0,4.0,7.0,3.0,6.0,,,3.0,37069.0,2.0,8.0,0,3.5,,38292.0,1.0,3.4,6.0,33620.0,13423.0,38393.0
3.0,1.83,38252.0,1.75,493053,4.0,1.7,38947.0,182,7.0,,,,9998,39145.0,3.0,,3.0,9996,1.9,4.5,7.0,6.0,37846.0,4.0,1.0,3.25,,,,166554.0,1.0,3.3,3.0,148308.0,10.0,31810.0,8.0,3.4,6.0,7.0,4.0,4.5,3.2,4.2,,2008/2009,2.0,1,1.73,2009-04-04 00:00:00,7.0,7.0,7.0,10.0,26916.0,94289.0,10.0,4.0,39158.0,1,40008.0,4.0,,10.0,6.0,4.8,39878.0,1.0,3,,4.5,,,2.0,4.2,8.0,3.0,7.0,4.2,,2.0,,,1.73,3.0,1.67,28,3.25,4.3,3.3,6.0,4.0,,8.0,1.7,7.0,3.0,6.0,,,3.0,46890.0,2.0,8.0,2,3.3,,38788.0,1.0,3.3,6.0,39156.0,68064.0,
3.0,1.4,95597.0,1.45,493054,4.0,1.4,164732.0,183,7.0,27423.0,,,9986,38423.0,3.0,1.4,3.0,8342,1.5,7.0,7.0,6.0,11736.0,4.0,1.0,3.9,39578.0,,,94462.0,1.0,4.0,3.0,37990.0,10.0,,8.0,3.75,6.0,7.0,4.0,8.0,3.9,6.0,6.5,2008/2009,2.0,1,1.44,2009-04-04 00:00:00,7.0,7.0,7.0,10.0,38336.0,38366.0,10.0,4.0,38435.0,1,38246.0,4.0,,10.0,6.0,7.5,37858.0,1.0,2,,7.5,,38440.0,2.0,7.0,8.0,3.0,7.0,6.5,4.0,2.0,37979.0,27364.0,1.37,3.0,1.33,28,4.25,6.0,4.0,6.0,4.0,,8.0,1.4,7.0,3.0,6.0,,,3.0,38419.0,2.0,8.0,1,4.5,,21812.0,1.0,4.0,6.0,,37571.0,131409.0
3.0,1.95,36835.0,1.9,493055,4.0,1.9,78462.0,184,7.0,75500.0,,,9984,37065.0,3.0,1.91,3.0,10000,2.0,3.5,7.0,6.0,37886.0,4.0,1.0,3.3,37981.0,,,37051.0,1.0,3.4,3.0,37900.0,10.0,37909.0,8.0,3.3,6.0,7.0,4.0,3.5,3.3,3.3,3.5,2008/2009,2.0,1,1.91,2009-04-04 00:00:00,7.0,7.0,7.0,10.0,130027.0,94030.0,10.0,4.0,37957.0,1,38357.0,4.0,,10.0,6.0,3.6,37903.0,1.0,3,,3.75,,,2.0,3.6,8.0,3.0,7.0,3.5,3.2,2.0,131531.0,131530.0,1.95,3.0,1.91,28,3.25,3.55,3.2,6.0,4.0,,8.0,1.9,7.0,3.0,6.0,,,3.0,12692.0,2.0,8.0,1,3.35,,37887.0,1.0,3.3,6.0,37047.0,37021.0,104386.0
3.0,4.75,104378.0,4.35,493056,6.0,4.5,38229.0,185,7.0,149367.0,,,9991,33662.0,3.0,4.0,3.0,7947,4.75,1.7,7.0,6.0,46459.0,4.0,1.0,3.45,15662.0,,,104382.0,1.0,3.6,3.0,39153.0,10.0,38255.0,8.0,3.3,6.0,7.0,4.0,1.73,3.3,1.75,1.73,2008/2009,2.0,1,4.2,2009-04-04 00:00:00,7.0,7.0,7.0,10.0,,67896.0,10.0,4.0,38337.0,1,37044.0,4.0,,10.0,6.0,1.72,26606.0,1.0,1,,1.75,,116788.0,2.0,1.72,8.0,3.0,7.0,1.75,3.4,4.0,178291.0,45413.0,4.4,3.0,4.2,28,3.4,1.7,3.3,6.0,4.0,,2.0,3.9,7.0,3.0,8.0,,,3.0,12574.0,2.0,8.0,1,3.5,,34031.0,1.0,3.3,6.0,36841.0,,32760.0
3.0,2.8,38318.0,2.65,493057,4.0,2.75,148336.0,186,7.0,9144.0,,,9999,37945.0,3.0,2.62,3.0,4049,3.1,2.3,7.0,6.0,37976.0,4.0,1.0,3.35,37085.0,,,94284.0,1.0,3.3,3.0,32990.0,10.0,16387.0,8.0,3.2,6.0,7.0,4.0,2.38,3.2,2.3,2.3,2008/2009,2.0,1,2.75,2009-04-04 00:00:00,7.0,7.0,7.0,10.0,94184.0,,10.0,4.0,33671.0,1,45832.0,4.0,,10.0,6.0,2.4,15456.0,1.0,0,,2.4,,17703.0,2.0,2.3,8.0,3.0,7.0,2.3,3.2,2.0,37972.0,148292.0,2.65,3.0,2.62,28,3.25,2.35,3.1,6.0,4.0,,8.0,2.5,7.0,3.0,6.0,,,3.0,33622.0,2.0,8.0,1,3.35,,38410.0,1.0,3.25,6.0,46580.0,94288.0,163670.0
3.0,1.85,33676.0,1.8,493058,4.0,1.9,,187,7.0,17276.0,,,8571,148329.0,3.0,1.8,3.0,8203,1.85,3.6,7.0,6.0,67950.0,4.0,1.0,3.25,67898.0,,,67939.0,1.0,3.5,3.0,39573.0,10.0,39625.0,8.0,3.3,6.0,7.0,4.0,3.6,3.3,3.9,3.75,2008/2009,2.0,1,1.8,2009-04-04 00:00:00,7.0,7.0,7.0,10.0,148286.0,67941.0,10.0,4.0,38249.0,1,67940.0,4.0,,10.0,6.0,4.0,37112.0,1.0,1,,4.25,,33657.0,2.0,4.2,8.0,3.0,7.0,4.0,3.25,2.0,38791.0,,1.83,3.0,1.83,28,3.3,4.0,3.3,6.0,4.0,,8.0,1.75,7.0,3.0,6.0,,,3.0,,2.0,8.0,1,3.3,,38801.0,1.0,3.25,6.0,6803.0,46231.0,39859.0
3.0,1.7,38341.0,1.7,493059,4.0,1.7,47410.0,188,7.0,42153.0,,,10001,17883.0,3.0,1.67,3.0,9987,1.66,4.5,7.0,6.0,38293.0,4.0,1.0,3.3,32690.0,,,38339.0,1.0,3.6,3.0,37937.0,10.0,21834.0,8.0,3.4,6.0,7.0,4.0,4.33,3.3,4.0,4.5,2008/2009,2.0,1,1.73,2009-04-04 00:00:00,7.0,7.0,7.0,10.0,20445.0,148314.0,10.0,4.0,38348.0,1,38353.0,4.0,,10.0,6.0,4.75,43158.0,1.0,1,,5.0,,12245.0,2.0,5.25,8.0,3.0,7.0,4.2,3.3,2.0,38782.0,104411.0,1.65,3.0,1.7,28,3.5,4.5,3.3,6.0,4.0,,8.0,1.7,7.0,3.0,6.0,,,3.0,50160.0,2.0,8.0,4,3.5,,38785.0,1.0,3.3,6.0,38349.0,,
3.0,1.36,38391.0,1.45,493060,4.0,1.4,38786.0,189,7.0,37262.0,,,9993,41021.0,3.0,1.36,3.0,9985,1.36,8.0,7.0,8.0,37861.0,4.0,1.0,3.95,35412.0,,,38322.0,1.0,4.33,3.0,38797.0,10.0,36849.0,8.0,4.0,6.0,7.0,4.0,8.0,4.0,7.0,7.0,2008/2009,2.0,1,1.4,2009-04-05 00:00:00,7.0,7.0,7.0,10.0,39591.0,47411.0,10.0,4.0,30910.0,1,38371.0,4.0,,10.0,6.0,7.75,119117.0,1.0,3,,8.5,,38369.0,2.0,7.5,8.0,3.0,7.0,7.0,4.0,2.0,38800.0,39631.0,1.36,3.0,1.33,28,4.25,6.0,4.0,6.0,4.0,,8.0,1.35,7.0,3.0,6.0,,,3.0,38792.0,2.0,6.0,1,4.5,,30692.0,1.0,3.6,6.0,42812.0,,38784.0
