Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1435,11.6,0.18,0.49,2.5,0.059,5.0,14.0,0.9996,3.24,0.64,10.3,6
1524,8.8,0.725,0.22,2.0,0.1169999999999999,22.0,84.0,0.9976,3.27,0.55,9.7,5
1849,7.1,0.52,0.03,2.5,0.081,34.0,60.0,0.99538,3.36,0.7,10.2,6
1697,10.0,0.18,0.49,1.8,0.071,6.0,18.0,0.9994,3.22,0.73,9.2,6
573,12.5,0.45,0.49,2.6,0.095,14.0,28.0,0.9994,3.1,0.63,10.8,5
443,7.6,0.62,0.23,2.0,0.0819999999999999,19.0,102.0,0.9964,3.22,0.55,9.2,5
1759,11.9,0.36,0.51,2.4,0.077,10.0,47.0,0.9982,3.09,0.6,9.2,6
431,7.7,0.78,0.08,1.8,0.068,16.0,37.0,0.9969,3.42,0.68,9.6,5
1080,11.9,0.38,0.55,2.4,0.128,6.0,23.0,1.0008,3.16,0.62,9.5,5
1212,7.4,0.43,0.2,5.1,0.095,3.0,10.0,0.9971,3.25,0.72,9.2,5
433,7.5,0.38,0.21,1.7,0.086,29.0,45.0,0.99587,3.28,0.55,9.2,6
1474,7.6,0.46,0.21,1.8,0.079,14.0,66.0,0.99748,3.16,0.57,9.4,5
1607,7.7,0.46,0.26,2.0,0.079,27.0,61.0,0.9964,3.3,0.62,9.2,6
1468,7.1,0.78,0.08,2.3,0.0819999999999999,19.0,47.0,0.99738,3.34,0.56,9.2,5
1740,12.5,0.5,0.49,2.9,0.1,5.0,16.0,0.9994,3.14,0.61,11.4,6
1397,7.3,0.59,0.3,2.2,0.072,31.0,68.0,0.99786,3.47,0.72,9.4,5
1392,11.5,0.35,0.53,2.6,0.071,5.0,15.0,0.9982,3.1,0.65,10.4,8
1557,9.9,0.39,0.31,4.0,0.079,4.0,15.0,0.9986,3.4,0.61,10.9,6
1987,6.9,0.735,0.06,6.2,0.095,16.0,37.0,0.9955,3.39,0.82,10.2,7
349,7.8,0.735,0.02,4.0,0.064,4.0,12.0,0.99732,3.47,0.67,9.8,5
1197,6.9,0.4,0.27,2.1,0.0559999999999999,6.0,13.0,0.99672,3.26,0.6,11.3,6
1455,8.5,0.31,0.49,1.6,0.075,36.0,121.0,0.9974,3.03,0.82,9.9,6
1191,7.6,0.66,0.03,1.6,0.078,15.0,48.0,0.99586,3.33,0.47,10.0,6
1902,8.6,0.59,0.66,2.1,0.084,10.0,28.0,0.9976,3.14,0.66,9.2,5
1614,7.6,0.5,0.05,1.8,0.1159999999999999,3.0,9.0,0.99655,3.38,0.52,9.7,5
1787,7.0,0.49,0.28,2.1,0.077,32.0,71.0,0.99578,3.34,0.6,10.9,6
1006,7.0,0.705,0.02,1.9,0.076,27.0,61.0,0.99557,3.35,0.61,10.5,5
1942,7.9,0.725,0.24,1.8,0.106,19.0,77.0,0.99604,3.32,1.04,9.5,5
556,8.2,0.48,0.32,3.4,0.079,23.0,113.0,0.99712,3.28,0.66,11.0,8
1561,6.7,0.725,0.08,1.8,0.1169999999999999,14.0,23.0,0.9955,3.42,0.57,9.5,6
270,7.8,0.705,0.36,1.7,0.086,12.0,66.0,0.99627,3.29,0.52,10.9,6
488,10.6,0.63,0.41,2.8,0.107,20.0,67.0,0.99786,3.16,0.66,10.8,5
886,8.2,0.3,0.6,2.3,0.077,11.0,22.0,0.99549,3.4,0.85,11.8,7
165,7.0,0.57,0.06,2.3,0.078,31.0,131.0,0.9971,3.37,0.62,9.7,5
772,8.9,0.42,0.13,1.9,0.053,20.0,49.0,0.99525,3.19,0.83,11.2,5
485,9.9,0.41,0.28,2.8,0.107,23.0,143.0,0.99828,3.28,0.55,9.5,5
1615,6.7,0.56,0.0,1.7,0.077,34.0,54.0,0.9948,3.6,0.63,10.9,6
1587,8.3,0.84,0.17,2.1,0.095,5.0,19.0,0.99855,3.24,0.55,9.5,4
1211,8.7,0.57,0.26,2.6,0.094,24.0,147.0,0.9994,3.21,0.57,9.9,6
1858,8.9,0.53,0.24,2.6,0.077,34.0,141.0,0.9976,3.17,0.54,9.2,5
1066,11.6,0.32,0.55,2.4,0.085,14.0,31.0,1.00012,3.07,0.54,9.8,5
310,8.9,0.35,0.53,2.0,0.078,5.0,21.0,0.9973,3.17,0.55,9.5,5
980,6.6,0.57,0.02,1.9,0.084,27.0,53.0,0.9958,3.36,0.75,9.8,7
1214,9.9,0.615,0.24,5.15,0.098,4.0,11.0,0.9966,3.29,0.67,9.5,5
1885,11.5,0.38,0.56,2.6,0.087,6.0,24.0,0.9994,3.14,0.62,10.7,6
292,10.1,0.69,0.4,1.5,0.1,6.0,13.0,0.99774,3.35,0.5,9.5,5
592,9.4,0.39,0.49,2.0,0.0819999999999999,28.0,109.0,0.9988,3.12,0.75,9.9,6
560,9.6,0.27,0.53,2.3,0.091,23.0,58.0,0.998,3.16,0.78,10.1,7
1714,6.9,0.54,0.23,2.3,0.074,25.0,58.0,0.995,3.24,0.56,11.4,5
55,7.8,0.78,0.08,1.7,0.084,16.0,72.0,0.9971,3.02,0.48,9.7,5
223,7.2,0.62,0.06,2.3,0.076,28.0,52.0,0.9948,3.51,0.71,10.8,6
2033,7.1,0.69,0.0,2.8,0.102,4.0,10.0,0.99672,3.46,0.74,11.8,7
1118,8.2,0.82,0.03,1.8,0.078,18.0,38.0,0.9973,3.27,0.57,9.5,5
53,7.6,0.88,0.21,2.2,0.077,28.0,54.0,0.9963,3.27,0.47,9.8,5
107,6.8,0.54,0.04,1.9,0.064,16.0,86.0,0.99842,3.62,0.68,9.5,4
853,11.9,0.41,0.53,2.2,0.106,7.0,10.0,0.9986,3.19,0.64,10.2,6
1620,8.9,0.75,0.2,2.9,0.088,4.0,9.0,0.9994,3.3,0.52,9.8,5
580,8.3,0.38,0.3,1.2,0.104,38.0,76.0,0.99735,3.0,0.73,9.2,6
1633,8.3,0.45,0.49,3.6,0.07,6.0,24.0,0.9974,3.08,0.57,9.1,5
1332,6.0,0.655,0.22,2.1,0.076,26.0,35.0,0.99489,3.36,0.62,10.3,6
1874,7.9,0.705,0.11,2.0,0.0559999999999999,8.0,16.0,0.99603,3.54,0.48,11.5,5
1315,6.4,0.73,0.02,4.1,0.076,7.0,12.0,0.99508,3.51,0.52,11.4,6
1823,7.9,0.53,0.18,1.9,0.076,19.0,64.0,0.9962,3.38,0.65,10.6,6
1878,6.1,0.6,0.03,1.9,0.0579999999999999,22.0,49.0,0.99538,3.54,0.54,10.6,6
1057,12.0,0.48,0.63,3.3,0.084,6.0,15.0,1.0,3.2,0.64,9.4,6
840,8.2,0.47,0.34,3.0,0.067,23.0,44.0,0.99316,3.3,0.83,12.9,8
1971,9.2,0.28,0.54,5.6,0.061,6.0,18.0,0.9957,3.22,0.67,11.4,5
1352,7.2,0.52,0.3,2.2,0.062,5.0,14.0,0.99492,3.42,0.89,12.5,7
2035,6.7,0.46,0.19,2.4,0.067,14.0,35.0,0.9947,3.59,0.6,11.2,6
1116,7.8,0.545,0.12,5.2,0.096,11.0,25.0,0.99577,3.36,0.69,10.55,5
515,8.3,0.6,0.1,2.3,0.089,17.0,38.0,0.99803,3.26,0.54,9.0,5
119,8.7,0.47,0.19,4.0,0.088,6.0,14.0,0.9962,3.3,0.64,9.3,6
1453,7.6,0.64,0.07,1.7,0.079,40.0,64.0,0.99538,3.44,0.57,10.0,7
360,9.9,0.67,0.39,2.0,0.075,32.0,119.0,0.9988,3.24,0.55,9.4,5
1294,6.4,0.43,0.24,1.7,0.07,6.0,15.0,0.9956,3.39,0.64,10.9,5
1828,7.5,0.52,0.2,2.5,0.084,35.0,152.0,0.9959,3.34,0.49,9.6,5
1374,7.5,0.26,0.4,1.7,0.049,8.0,16.0,0.99648,3.3,0.54,10.3,5
1041,12.0,0.24,0.66,3.3,0.091,14.0,47.0,1.0004,3.16,0.79,11.0,6
22,8.0,0.69,0.0,3.0,0.093,5.0,28.0,0.99888,3.3,0.54,9.5,5
641,8.2,0.34,0.36,3.3,0.093,27.0,61.0,0.99736,3.27,0.84,12.0,7
1319,9.2,0.41,0.32,2.1,0.092,19.0,66.0,0.99734,3.28,0.65,9.6,5
1657,11.9,0.62,0.66,2.7,0.093,6.0,15.0,0.9986,3.08,0.57,10.5,3
308,7.7,0.835,0.0,2.0,0.086,15.0,54.0,0.99612,3.31,0.54,10.0,5
664,6.9,0.63,0.21,2.2,0.077,31.0,68.0,0.99732,3.53,0.55,9.6,5
549,7.1,0.78,0.07,2.1,0.074,27.0,60.0,0.9956,3.4,0.55,10.2,5
230,10.4,0.45,0.49,2.9,0.095,16.0,112.0,1.0004,3.16,0.64,9.2,6
1514,9.1,0.49,0.29,2.7,0.098,29.0,67.0,0.9987,3.31,0.62,9.4,5
1790,12.3,0.5,0.49,2.3,0.085,8.0,28.0,1.0002,3.19,0.47,9.6,5
819,7.8,0.77,0.08,2.0,0.068,15.0,64.0,0.99557,3.27,0.68,9.8,6
326,11.9,0.36,0.59,2.6,0.108,5.0,10.0,1.00015,3.2,0.78,10.8,7
1681,8.0,0.29,0.09,2.2,0.095,29.0,55.0,0.99498,3.42,0.81,12.0,6
1331,8.3,0.7,0.24,2.2,0.1,5.0,15.0,0.9976,3.12,0.49,9.3,5
1295,6.4,0.69,0.57,1.8,0.1169999999999999,5.0,10.0,0.99459,3.24,0.54,9.6,5
483,12.6,0.41,0.53,2.95,0.085,7.0,31.0,0.9976,3.05,0.82,10.3,6
554,7.5,0.52,0.12,2.3,0.132,29.0,44.0,0.99536,3.36,0.52,11.2,6
209,10.2,0.24,0.44,2.0,0.069,17.0,24.0,0.99728,3.22,0.51,11.0,7
929,6.7,0.59,0.18,2.1,0.076,31.0,34.0,0.99494,3.52,0.6,11.0,6
685,6.1,0.705,0.0,2.3,0.071,11.0,35.0,0.99685,3.61,0.82,10.0,7
192,10.0,0.5,0.54,2.5,0.085,7.0,19.0,0.9986,3.12,0.62,9.2,6
240,7.6,0.51,0.13,2.0,0.071,20.0,86.0,0.99546,3.32,0.63,11.2,5
1654,9.1,0.56,0.3,1.6,0.08,31.0,70.0,0.99652,3.25,0.48,9.5,4
872,7.3,0.725,0.12,1.6,0.063,14.0,31.0,0.99467,3.38,0.73,10.7,7
1092,7.8,0.31,0.36,2.1,0.109,5.0,10.0,0.99734,3.29,0.54,11.7,6
1673,9.1,0.5,0.45,2.3,0.0819999999999999,26.0,81.0,0.9997,3.28,0.74,9.6,5
1801,6.6,0.685,0.0,2.4,0.079,6.0,12.0,0.998,3.58,0.83,10.3,6
1829,7.2,0.59,0.18,2.3,0.067,28.0,109.0,0.9971,3.38,0.77,10.5,6
1854,11.3,0.28,0.57,2.3,0.084,8.0,17.0,0.9974,3.1,0.7,9.5,6
1688,6.7,0.43,0.24,2.1,0.078,43.0,77.0,0.9958,3.44,0.6,10.8,6
1111,13.5,0.35,0.49,1.6,0.084,14.0,35.0,0.9981,3.04,0.66,9.4,4
97,10.4,0.27,0.53,1.9,0.063,6.0,12.0,0.99604,3.2,1.13,10.5,6
984,8.3,0.52,0.0,2.3,0.079,20.0,49.0,0.99459,3.38,0.59,12.0,7
1411,7.6,0.46,0.24,2.1,0.077,25.0,99.0,0.9964,3.39,0.59,10.9,5
1936,7.7,0.51,0.21,2.4,0.079,29.0,55.0,0.9972,3.32,0.59,10.3,6
80,9.0,0.34,0.39,2.0,0.064,5.0,15.0,0.9974,3.18,0.57,10.7,6
1343,7.6,0.75,0.01,2.8,0.079,23.0,44.0,0.99668,3.37,0.55,9.9,6
439,8.4,0.74,0.07,1.6,0.0579999999999999,14.0,47.0,0.99488,3.17,0.45,11.0,5
1483,7.1,0.73,0.0,1.9,0.044,16.0,60.0,0.99494,3.6,0.54,10.0,5
16,11.5,0.27,0.6,2.3,0.089,11.0,25.0,0.99628,3.1,0.44,12.0,7
1349,10.6,0.63,0.24,2.4,0.1,6.0,23.0,0.9974,3.07,0.63,10.2,6
562,9.1,0.45,0.43,2.3,0.0819999999999999,24.0,64.0,0.9987,3.15,0.68,9.3,6
543,9.6,0.54,0.31,2.3,0.0969999999999999,16.0,72.0,0.99745,3.31,0.79,9.6,7
176,7.3,0.43,0.24,2.0,0.114,3.0,14.0,0.99648,3.27,0.54,9.5,5
915,7.3,0.6,0.0,2.5,0.087,30.0,135.0,0.9982,3.51,0.52,9.9,5
586,7.0,0.64,0.26,2.1,0.075,16.0,69.0,0.99633,3.1,0.58,9.8,5
1655,10.2,0.57,0.24,2.2,0.077,19.0,58.0,0.9976,3.26,0.74,9.7,6
910,8.0,0.38,0.46,2.6,0.072,32.0,41.0,0.99408,3.27,0.71,12.6,6
157,6.9,0.63,0.03,2.5,0.078,29.0,85.0,0.99746,3.55,0.4,9.5,5
975,7.6,0.36,0.29,2.1,0.104,9.0,23.0,0.9963,3.31,0.58,10.8,5
1728,9.3,0.635,0.1,1.9,0.077,37.0,55.0,0.99566,3.28,0.66,10.0,5
704,7.2,0.63,0.0,2.5,0.07,26.0,61.0,0.9976,3.51,0.54,10.8,5
850,6.3,0.835,0.0,2.3,0.055,8.0,18.0,0.995,3.54,0.63,11.0,6
272,6.4,0.36,0.08,2.2,0.075,10.0,44.0,0.9955,3.44,0.58,10.0,5
599,9.3,0.35,0.31,2.5,0.079,31.0,67.0,0.99708,3.28,0.55,11.2,4
767,9.9,0.35,0.47,2.0,0.0559999999999999,14.0,25.0,0.99396,3.18,0.47,10.1,6
1150,8.9,0.46,0.45,3.2,0.074,7.0,16.0,0.99914,3.29,0.71,11.7,7
1347,8.0,0.685,0.25,2.3,0.1169999999999999,17.0,61.0,0.99688,3.28,0.66,10.5,6
1107,8.4,0.48,0.24,2.6,0.079,19.0,110.0,0.9976,3.12,0.49,9.4,5
1982,10.1,0.56,0.24,2.6,0.079,6.0,24.0,0.9984,3.28,0.93,10.0,6
722,7.7,0.58,0.03,5.6,0.075,15.0,34.0,0.99734,3.33,0.58,10.1,5
1155,6.5,0.66,0.0,1.9,0.0579999999999999,24.0,58.0,0.9958,2.94,0.6,9.2,6
907,8.2,0.74,0.24,2.5,0.095,14.0,86.0,0.99855,3.42,0.59,9.2,5
1924,7.3,0.48,0.09,3.0,0.0969999999999999,10.0,24.0,0.99499,3.37,0.67,11.1,6
670,7.1,0.77,0.0,1.7,0.08,26.0,35.0,0.99612,3.38,0.63,9.7,5
314,8.8,0.21,0.32,2.6,0.065,23.0,53.0,0.9961,3.26,0.87,11.2,7
961,8.2,0.38,0.45,2.4,0.065,31.0,52.0,0.99332,3.21,0.69,11.0,5
127,9.1,0.34,0.33,3.4,0.073,30.0,92.0,0.99564,3.35,0.63,10.8,5
579,8.9,0.725,0.24,2.3,0.1009999999999999,11.0,104.0,0.9998,3.2,0.53,9.4,5
1011,7.5,0.66,0.0,2.6,0.123,6.0,15.0,0.99631,3.38,0.53,10.9,5
1640,7.4,0.33,0.33,1.7,0.06,27.0,63.0,0.9958,3.43,0.75,11.0,7
1497,9.9,0.5,0.45,3.0,0.104,8.0,19.0,0.99774,3.35,0.61,10.7,5
1440,7.8,0.725,0.05,1.8,0.074,6.0,16.0,0.9962,3.41,0.39,10.5,6
1958,11.6,0.33,0.49,1.8,0.07,7.0,47.0,0.9992,3.08,0.57,10.9,5
492,8.2,0.52,0.34,2.6,0.092,16.0,112.0,0.9974,3.08,0.64,9.4,5
1426,15.9,0.315,0.49,4.1,0.1939999999999999,8.0,46.0,1.00289,3.14,0.85,11.3,6
777,11.5,0.43,0.53,1.8,0.078,7.0,29.0,1.0001,3.15,0.48,11.0,5
1141,6.0,0.76,0.0,2.1,0.084,19.0,43.0,0.99508,3.52,0.5,9.4,4
383,6.3,0.61,0.13,2.2,0.08,27.0,60.0,0.99636,3.51,0.69,12.5,6
733,9.0,0.31,0.4,2.4,0.092,21.0,67.0,0.99786,3.31,0.56,10.9,4
1404,8.3,0.35,0.49,6.2,0.084,7.0,47.0,1.0004,3.26,0.63,11.5,5
1430,8.1,0.43,0.5,2.3,0.062,13.0,30.0,0.99572,3.27,0.69,11.3,7
1935,7.8,0.46,0.2,1.9,0.076,18.0,37.0,0.99672,3.61,0.71,10.0,6
745,6.2,0.7,0.08,1.8,0.066,14.0,29.0,0.9956,3.32,0.82,11.7,8
1879,7.9,0.74,0.23,2.8,0.091,16.0,63.0,0.9962,3.43,0.6,9.2,5
1072,7.7,0.53,0.18,2.6,0.106,12.0,31.0,0.99622,3.3,0.93,10.0,6
324,6.7,0.62,0.01,2.1,0.074,34.0,45.0,0.99538,3.46,0.7,11.9,6
1899,8.1,0.43,0.3,1.4,0.079,26.0,45.0,0.99724,3.3,0.92,10.3,7
1390,7.1,0.36,0.3,1.8,0.0819999999999999,12.0,19.0,0.99464,3.39,0.48,10.0,6
378,7.1,0.62,0.2,1.9,0.0819999999999999,41.0,55.0,0.99613,3.29,0.58,9.3,5
1106,6.2,0.84,0.04,1.8,0.099,16.0,44.0,0.9934,3.56,0.56,11.4,5
873,9.4,0.66,0.31,2.0,0.086,27.0,63.0,0.99708,3.07,0.58,9.8,5
518,6.0,0.35,0.19,1.8,0.069,16.0,38.0,0.99458,3.58,0.68,11.4,7
39,8.6,0.4,0.11,1.9,0.065,3.0,9.0,0.99765,3.1,0.47,10.7,5
293,12.8,0.5,0.49,2.6,0.088,20.0,112.0,0.999,3.14,0.61,9.5,5
776,6.7,0.52,0.13,2.3,0.077,16.0,59.0,0.99693,3.62,0.61,10.9,6
1042,12.5,0.44,0.63,2.3,0.085,24.0,38.0,0.99704,3.17,0.73,10.3,6
213,7.6,0.38,0.31,2.0,0.0819999999999999,21.0,74.0,0.9976,3.24,0.55,9.5,4
1480,9.3,0.48,0.44,2.2,0.07,43.0,113.0,0.9978,3.39,0.85,11.5,7
2015,7.0,0.5,0.57,2.1,0.073,24.0,52.0,0.99605,3.43,0.67,11.2,6
112,6.6,0.735,0.0,2.4,0.065,17.0,40.0,0.99774,3.47,0.55,9.9,5
1238,6.4,0.64,0.0,2.0,0.096,7.0,16.0,0.99712,3.61,0.52,11.6,6
965,9.6,0.69,0.24,2.4,0.071,16.0,40.0,0.9988,3.19,0.62,9.3,5
1943,8.3,0.32,0.32,3.8,0.067,5.0,13.0,0.99576,3.27,0.58,11.4,5
1554,8.7,1.04,0.24,2.0,0.095,5.0,16.0,0.9964,3.04,0.48,10.0,6
525,9.0,0.54,0.59,1.9,0.074,9.0,20.0,0.9978,3.3,0.61,9.4,5
1422,8.5,0.4,0.17,1.8,0.063,24.0,54.0,0.99925,3.31,0.56,12.0,7
1061,10.2,0.32,0.45,2.0,0.072,14.0,32.0,0.9956,3.33,0.76,11.2,6
1947,7.0,0.67,0.02,2.7,0.08,15.0,88.0,0.99745,3.34,0.68,10.2,7
449,10.6,0.24,0.43,1.8,0.066,8.0,26.0,0.9976,3.07,0.6,10.0,6
212,7.9,0.21,0.43,1.5,0.076,10.0,21.0,0.9958,3.28,0.53,10.4,5
1754,6.9,0.59,0.02,2.3,0.062,33.0,45.0,0.99489,3.34,0.47,10.5,6
1613,11.1,0.82,0.0,2.8,0.066,15.0,34.0,0.9986,3.24,0.56,10.8,6
462,7.4,0.66,0.32,3.1,0.0819999999999999,11.0,65.0,0.99744,3.16,0.64,12.8,7
1005,6.4,0.59,0.08,3.1,0.076,24.0,52.0,0.9957,3.04,0.57,12.0,7
511,10.6,0.5,0.34,4.0,0.073,6.0,22.0,0.9988,3.33,0.83,9.9,6
1009,10.2,0.35,0.42,2.0,0.061,18.0,29.0,0.99704,3.17,0.71,10.0,5
1678,8.6,0.52,0.25,2.2,0.077,19.0,64.0,0.99702,3.15,0.59,10.1,6
350,5.2,0.695,0.0,1.8,0.0409999999999999,6.0,12.0,0.99191,3.56,0.62,11.8,5
441,12.8,0.41,0.48,2.2,0.132,10.0,41.0,0.9997,3.17,0.64,12.6,8
1968,6.2,0.43,0.24,2.5,0.065,25.0,46.0,0.9934,3.37,0.84,11.9,7
1827,8.3,0.54,0.27,3.4,0.067,26.0,105.0,0.9962,3.26,0.8,12.1,7
56,9.3,0.5,0.49,1.5,0.098,5.0,15.0,0.99498,3.28,0.64,9.2,6
2031,8.8,0.48,0.3,3.2,0.09,25.0,105.0,0.998,3.31,0.53,9.4,5
803,6.7,0.635,0.07,2.0,0.078,32.0,46.0,0.99743,3.69,0.57,10.9,5
1868,8.0,0.64,0.2,1.8,0.1159999999999999,4.0,10.0,0.9966,3.27,0.6,9.5,6
1268,8.3,0.57,0.2,3.3,0.093,17.0,113.0,0.99815,3.26,0.49,9.5,5
1448,7.8,0.2,0.35,3.7,0.07,16.0,60.0,0.9982,3.43,0.58,9.4,5
1372,7.5,0.48,0.33,1.7,0.077,25.0,50.0,0.99535,3.31,1.12,10.0,7
1992,5.0,0.32,0.0,1.9,0.044,8.0,18.0,0.99235,3.78,0.73,12.4,6
473,7.8,0.55,0.31,2.6,0.084,35.0,103.0,0.9971,3.07,0.62,9.2,5
1716,6.6,0.78,0.0,2.2,0.078,34.0,52.0,0.99622,3.52,0.6,10.7,6
526,12.3,0.39,0.49,2.8,0.091,7.0,20.0,1.0014,3.12,0.49,9.4,5
604,13.9,0.49,0.63,3.8,0.077,5.0,35.0,1.0014,3.05,0.68,11.3,6
1133,9.9,0.6,0.49,2.7,0.086,23.0,143.0,0.9976,3.03,0.57,9.4,5
58,7.8,0.59,0.12,2.3,0.0819999999999999,32.0,46.0,0.9964,3.29,0.55,9.5,5
1653,8.8,0.38,0.49,2.1,0.078,22.0,49.0,0.99498,3.31,0.59,9.8,6
749,9.3,0.29,0.52,2.0,0.067,23.0,47.0,0.995,3.21,0.47,10.9,5
516,6.7,0.55,0.15,2.3,0.077,33.0,98.0,0.99488,3.28,0.56,10.8,5
476,7.2,0.77,0.03,2.5,0.089,36.0,45.0,0.99628,3.52,0.6,10.5,6
1165,7.0,0.39,0.32,3.8,0.08,4.0,9.0,0.99642,3.39,0.67,9.4,5
939,11.8,0.41,0.44,3.0,0.083,6.0,12.0,0.9986,3.23,0.64,11.4,5
276,8.7,0.78,0.2,2.1,0.092,16.0,86.0,0.9974,3.16,0.49,9.6,5
519,7.2,0.34,0.44,2.4,0.063,17.0,86.0,0.99459,3.42,0.58,11.5,6
390,9.1,0.35,0.52,2.2,0.07,23.0,44.0,0.99538,3.34,0.85,12.6,7
707,10.0,0.46,0.24,2.9,0.092,13.0,27.0,0.9987,3.32,0.87,10.0,7
1333,10.2,0.22,0.24,2.4,0.095,6.0,22.0,0.9994,3.33,0.87,10.4,6
774,7.7,0.725,0.07,1.9,0.1169999999999999,4.0,10.0,0.99655,3.31,0.55,9.5,6
489,8.4,0.56,0.22,2.5,0.0819999999999999,23.0,143.0,0.9988,3.18,0.52,9.6,5
3,8.1,0.87,0.22,2.6,0.084,11.0,65.0,0.9973,3.2,0.53,9.8,5
491,7.1,0.62,0.01,2.5,0.078,24.0,94.0,0.99743,3.52,0.63,9.3,6
702,6.8,0.57,0.02,2.2,0.076,31.0,58.0,0.99734,3.36,0.7,11.7,6
442,9.8,0.48,0.54,1.8,0.11,23.0,43.0,0.9984,3.02,0.62,10.8,6
530,8.7,0.28,0.36,2.8,0.067,26.0,52.0,0.99516,3.15,0.62,11.8,6
1340,10.0,0.37,0.49,4.1,0.072,8.0,26.0,0.9994,3.17,0.65,10.6,5
50,8.6,0.34,0.43,2.1,0.067,19.0,35.0,0.99516,3.29,0.66,11.8,6
1255,7.5,0.42,0.32,1.9,0.081,39.0,85.0,0.99728,3.35,0.64,9.0,5
705,7.2,0.65,0.01,2.6,0.093,42.0,51.0,0.997,3.51,0.71,10.8,7
463,6.0,0.69,0.0,1.9,0.057,15.0,32.0,0.99516,3.53,0.6,11.3,6
1366,8.9,0.4,0.24,2.3,0.092,22.0,49.0,0.99682,3.21,0.51,9.5,5
124,7.2,0.67,0.0,2.3,0.059,19.0,50.0,0.99242,3.35,0.47,11.0,5
166,9.0,0.62,0.26,2.6,0.079,27.0,66.0,0.9976,3.39,0.54,10.5,5
754,8.7,0.575,0.22,2.0,0.079,38.0,62.0,0.9958,3.12,0.48,9.5,5
372,8.1,0.885,0.03,3.0,0.081,7.0,17.0,0.99672,3.43,0.53,11.0,5
1052,8.3,0.835,0.0,2.2,0.084,6.0,31.0,0.9978,3.33,0.53,10.5,6
909,7.8,0.52,0.04,1.6,0.069,8.0,20.0,0.9958,3.41,0.62,9.0,4
121,9.7,0.45,0.49,2.5,0.078,21.0,119.0,0.9982,3.09,0.57,9.4,6
1463,6.8,0.78,0.0,2.4,0.068,8.0,17.0,0.99344,3.45,0.54,11.8,6
607,7.2,0.6,0.07,3.7,0.077,5.0,10.0,0.99702,3.28,0.58,11.0,5
1075,7.7,0.43,0.32,2.2,0.071,28.0,121.0,0.9966,3.32,0.83,9.5,5
1813,7.0,0.6,0.28,2.1,0.118,6.0,28.0,0.99616,3.43,0.59,9.8,6
1192,6.2,0.59,0.0,1.8,0.055,6.0,12.0,0.9958,3.45,0.54,11.0,5
1951,7.9,0.56,0.21,2.5,0.086,21.0,59.0,0.99656,3.1,0.7,9.8,6
301,6.4,0.64,0.1,1.7,0.091,11.0,35.0,0.99396,3.36,0.49,9.4,6
884,10.4,0.49,0.59,2.2,0.0819999999999999,8.0,19.0,0.9976,3.22,0.77,10.8,7
1679,8.3,0.43,0.4,2.2,0.068,8.0,27.0,0.99454,3.2,0.69,11.7,7
1643,6.6,0.66,0.0,2.2,0.089,18.0,38.0,0.99358,3.59,0.56,12.9,7
81,8.2,0.49,0.21,2.5,0.11,10.0,34.0,0.99761,3.21,0.7,9.0,6
1174,6.9,0.64,0.23,2.1,0.073,32.0,46.0,0.9963,3.35,0.64,10.1,6
296,7.7,0.26,0.42,2.6,0.074,21.0,67.0,0.9968,3.26,0.57,11.2,5
693,11.5,0.35,0.45,3.2,0.092,6.0,23.0,0.9996,3.36,0.6,11.0,5
781,9.1,0.53,0.42,1.6,0.083,14.0,22.0,0.99652,3.21,0.82,10.5,6
790,7.2,0.36,0.16,1.7,0.064,24.0,44.0,0.99514,3.4,0.53,10.3,5
858,11.3,0.5,0.49,2.6,0.085,18.0,101.0,1.0,3.17,0.44,9.5,6
1788,10.6,0.34,0.45,2.6,0.0819999999999999,17.0,86.0,0.9985,3.37,0.66,9.4,6
482,15.0,0.635,0.49,3.2,0.083,21.0,84.0,1.0021,2.98,0.68,12.0,5
1423,6.0,0.49,0.23,2.4,0.075,13.0,49.0,0.99728,3.52,0.6,9.5,5
827,7.8,0.58,0.21,1.9,0.08,8.0,65.0,0.99668,3.16,0.55,9.5,5
609,10.8,0.51,0.49,4.5,0.114,9.0,23.0,1.0002,3.26,1.09,9.6,5
1841,7.2,0.36,0.32,2.0,0.0819999999999999,31.0,68.0,0.99694,3.37,0.49,9.2,6
1903,8.0,0.37,0.46,2.1,0.074,24.0,44.0,0.99534,3.38,0.85,12.3,6
537,8.3,0.46,0.31,2.6,0.08,21.0,84.0,0.9981,3.48,0.63,9.5,6
446,8.0,0.69,0.19,2.5,0.114,34.0,106.0,0.9959,3.39,0.57,9.8,5
1470,6.8,0.62,0.01,1.7,0.08,37.0,53.0,0.9961,3.57,0.74,11.0,5
1300,7.9,0.3,0.4,2.8,0.067,15.0,21.0,0.99467,3.27,0.68,12.9,6
547,10.4,0.29,0.49,2.0,0.104,10.0,21.0,0.9976,3.16,1.95,11.0,7
487,8.1,0.51,0.0,2.3,0.07,12.0,19.0,0.99444,3.31,0.76,12.4,6
186,10.4,0.39,0.45,1.4,0.08,29.0,66.0,0.99704,3.22,0.65,10.0333333333333,6
972,8.1,0.885,0.23,2.0,0.0579999999999999,15.0,28.0,0.99578,3.28,0.6,9.7,5
1302,9.4,0.34,0.48,3.4,0.0819999999999999,31.0,54.0,0.9987,3.23,0.52,9.2,5
