,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,URLs
7160,Running: The Autobiography,Ronnie O'Sullivan,Sports,"Pool, Billiards & Snooker",Audible Audiobook,₹569.00,4.3,1361.0,https://www.amazon.in/Running-The-Autobiography/dp/B07CTBN9Z4/ref=zg_bs_g_1318270031_d_sccl_3/000-0000000-0000000?psc=1
7161,The Complete Book of Snooker Shots,David Horrix,Sports,"Pool, Billiards & Snooker",Paperback,"₹1,549.00",4.3,60.0,https://www.amazon.in/Complete-Book-Snooker-Shots/dp/1785003577/ref=zg_bs_g_1318270031_d_sccl_4/000-0000000-0000000?psc=1
7162,147 Snooker Drills and Exercises,Andrew Highfield,Sports,"Pool, Billiards & Snooker",Paperback,"₹1,367.00",4.4,94.0,https://www.amazon.in/Snooker-Drills-Exercises-Andrew-Highfield/dp/1785003550/ref=zg_bs_g_1318270031_d_sccl_5/000-0000000-0000000?psc=1
7163,Volleyball beautiful woman Photo AI Beautiful Breast 08 Artificial intelligence-generated image (Japanese Edition),AI Japan Beautiful Breast College,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹162.00,3.5,2.0,https://www.amazon.in/Volleyball-beautiful-Beautiful-Artificial-intelligence-generated-ebook/dp/B0CD9CKZGJ/ref=zg_bs_g_1318270031_d_sccl_6/000-0000000-0000000?psc=1
7164,youthful wave line Glow beneath the surface of the water (Japanese Edition),AIDreamFactory,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹449.00,3.5,13.0,https://www.amazon.in/youthful-beneath-surface-water-Japanese-ebook/dp/B0CS5HWFD9/ref=zg_bs_g_1318270031_d_sccl_7/000-0000000-0000000?psc=1
7165,Snooker: Art & Science,Dilson Silveira,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹343.00,2.5,6.0,https://www.amazon.in/Snooker-Art-Science-Dilson-Silveira-ebook/dp/B07G2Y9MPZ/ref=zg_bs_g_1318270031_d_sccl_8/000-0000000-0000000?psc=1
7166,Running: The Autobiography,Ronnie O'Sullivan,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹488.25,4.3,1361.0,https://www.amazon.in/Running-Autobiography-Ronnie-OSullivan-ebook/dp/B00E5D5SG4/ref=zg_bs_g_1318270031_d_sccl_9/000-0000000-0000000?psc=1
7167,Sports Beauty Vol2 AI Gravure Photography Collection Sports beauty women AI gravure photo collection (Japanese Edition),haruyama ai,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹138.00,0.0,0.0,https://www.amazon.in/Gravure-Photography-Collection-collection-Japanese-ebook/dp/B0CPBK7875/ref=zg_bs_g_1318270031_d_sccl_10/000-0000000-0000000?psc=1
7168,Dark blue swimming race suit photo collection of missies Standing pose edition Part2 (Japanese Edition),AI Maker,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹187.00,4.5,2.0,https://www.amazon.in/swimming-collection-missies-Standing-Japanese-ebook/dp/B0CQBHLPWD/ref=zg_bs_g_1318270031_d_sccl_11/000-0000000-0000000?psc=1
7169,Me and the Table - My Autobiography,Stephen Hendry,Sports,"Pool, Billiards & Snooker",Paperback,₹930.30,4.4,485.0,https://www.amazon.in/Me-Table-Autobiography-Stephen-Hendry/dp/1789460778/ref=zg_bs_g_1318270031_d_sccl_12/000-0000000-0000000?psc=1
7170,Ronnie: The Autobiography of Ronnie O'Sullivan,Ronnie O'Sullivan,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹530.10,4.5,673.0,https://www.amazon.in/Ronnie-Autobiography-OSullivan-ebook/dp/B07SB19MYH/ref=zg_bs_g_1318270031_d_sccl_13/000-0000000-0000000?psc=1
7171,Play Your Best Pool,Phil Capelle,Sports,"Pool, Billiards & Snooker",Kindle Edition,"₹1,152.00",4.6,177.0,https://www.amazon.in/Play-Your-Best-Pool-Capelle-ebook/dp/B00GDKWZAO/ref=zg_bs_g_1318270031_d_sccl_14/000-0000000-0000000?psc=1
7172,Advanced Snooker: Tactics and Matchplay analysis,Paul Scott,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹449.00,4.0,2.0,https://www.amazon.in/Advanced-Snooker-Tactics-Matchplay-analysis-ebook/dp/B07L8NFS29/ref=zg_bs_g_1318270031_d_sccl_15/000-0000000-0000000?psc=1
7173,The YOGA of POOL: Secrets to Becoming a Champion in Billiards and in Life. The book that teaches you how to play pool like a boss!,Paul Rodney Turner,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹146.00,4.1,57.0,https://www.amazon.in/YOGA-POOL-Becoming-Champion-Billiards-ebook/dp/B0046LV0JO/ref=zg_bs_g_1318270031_d_sccl_16/000-0000000-0000000?psc=1
7174,Blonde beauty cosplay photo collection Vol7 Shower room edition (Japanese Edition),Blonde beauty cosplay photo studio Ai,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹294.00,0.0,0.0,https://www.amazon.in/Blonde-beauty-cosplay-collection-Japanese-ebook/dp/B0CR63PK5G/ref=zg_bs_g_1318270031_d_sccl_17/000-0000000-0000000?psc=1
7175,enchanting fantasista Wizard of Pitch (Japanese Edition),AIDreamFactory,Sports,"Pool, Billiards & Snooker",Kindle Edition,₹449.00,0.0,0.0,https://www.amazon.in/enchanting-fantasista-Wizard-Pitch-Japanese-ebook/dp/B0CQH6C4WN/ref=zg_bs_g_1318270031_d_sccl_18/000-0000000-0000000?psc=1
7176,Me and the Table,Stephen Hendry,Sports,"Pool, Billiards & Snooker",Audible Audiobook,"₹1,252.00",4.4,485.0,https://www.amazon.in/Me-and-the-Table/dp/B07FWBGGZK/ref=zg_bs_g_1318270031_d_sccl_19/000-0000000-0000000?psc=1
7177,Byrne's Treasury of Trick Shots in Pool and Billiards,Robert Byrne,Sports,"Pool, Billiards & Snooker",Paperback,"₹1,938.00",4.4,94.0,https://www.amazon.in/Byrnes-Treasury-Trick-Shots-Billiards/dp/162914505X/ref=zg_bs_g_1318270031_d_sccl_20/000-0000000-0000000?psc=1
7178,AI Beautiful Anime Girl Illustration Collection/ Blue-haired Girl in Bikini / AI Illustration / AI Rotogravure Photo Album AI Anime Girls (Japanese Edition),Ray_ai7,Sports,Softball,Kindle Edition,₹291.00,0.0,0.0,https://www.amazon.in/Beautiful-Illustration-Collection-Blue-haired-Rotogravure-ebook/dp/B0CCRBH9MZ/ref=zg_bs_g_1318274031_d_sccl_1/000-0000000-0000000?psc=1
7179,Illustration collection of a girl playing table tennis with a burning passion (Japanese Edition),AkuMaou,Sports,Softball,Kindle Edition,₹99.00,0.0,0.0,https://www.amazon.in/Illustration-collection-playing-burning-Japanese-ebook/dp/B0CTBVD9V2/ref=zg_bs_g_1318274031_d_sccl_2/000-0000000-0000000?psc=1
7180,Business women volleyball team: Beautiful volleyball player AI gravure photo collection sports (Japanese Edition),KINAPOKON,Sports,Softball,Kindle Edition,₹800.00,4.0,8.0,https://www.amazon.in/Business-women-volleyball-team-collection-ebook/dp/B0CC8D1WLM/ref=zg_bs_g_1318274031_d_sccl_3/000-0000000-0000000?psc=1
7181,AI beauty photo album Sweaty Fitness 40 pages AI gravure (Japanese Edition),efuyamashobo,Sports,Softball,Kindle Edition,₹166.00,3.7,3.0,https://www.amazon.in/beauty-Sweaty-Fitness-gravure-Japanese-ebook/dp/B0CM898VF6/ref=zg_bs_g_1318274031_d_sccl_4/000-0000000-0000000?psc=1
7182,Sexy Floral lace swimming race suit photo collection of missies Standing pose edition Part2 (Japanese Edition),AI Maker,Sports,Softball,Kindle Edition,₹270.00,3.0,3.0,https://www.amazon.in/swimming-collection-missies-Standing-Japanese-ebook/dp/B0CRQ5Z1BT/ref=zg_bs_g_1318274031_d_sccl_5/000-0000000-0000000?psc=1
7183,Blonde beauty cosplay photo collection Vol12 Swimming instructor edition (Japanese Edition),Blonde beauty cosplay photo studio Ai,Sports,Softball,Kindle Edition,₹281.00,5.0,1.0,https://www.amazon.in/cosplay-collection-Swimming-instructor-Japanese-ebook/dp/B0CT3H1GYC/ref=zg_bs_g_1318274031_d_sccl_6/000-0000000-0000000?psc=1
7184,Table tennis tactics based on vectors: Komasanno Takkyuwa Rikigakuda (Japanese Edition),Komatsu Shuji,Sports,Softball,Kindle Edition,₹345.00,0.0,0.0,https://www.amazon.in/Table-tennis-tactics-based-vectors-ebook/dp/B0CPVHBR2M/ref=zg_bs_g_1318274031_d_sccl_7/000-0000000-0000000?psc=1
7185,When Dreams Change,Violet Morley,Sports,Softball,Kindle Edition,₹330.00,4.4,230.0,https://www.amazon.in/When-Dreams-Change-Violet-Morley-ebook/dp/B0CBL45MD6/ref=zg_bs_g_1318274031_d_sccl_8/000-0000000-0000000?psc=1
7186,"Metaverse & Virtual Reality World Investing: The Complete Guide to Successfully Invest in Virtual Lands, Blockchain Gaming, NFTs and Virtual Reality (THE ... Creating, Buying and Selling Explained)",Daniel L. Bray,Sports,Softball,Kindle Edition,₹449.00,4.8,22.0,https://www.amazon.in/Metaverse-Virtual-Reality-World-Investing-ebook/dp/B09TH98JPS/ref=zg_bs_g_1318274031_d_sccl_9/000-0000000-0000000?psc=1
7187,Karatedo Magazine JKFan Dec. 2023: Japan Karatedo Fan,Champ JKFan,Sports,Softball,Kindle Edition,₹449.00,5.0,1.0,https://www.amazon.in/Karatedo-Magazine-JKFan-Dec-2023-ebook/dp/B0CNJM86R5/ref=zg_bs_g_1318274031_d_sccl_10/000-0000000-0000000?psc=1
7188,FITNESS BIKINI POSE 360 YUN ASADA: PERFECT BODY FITNESS BIKINI POSING BOOK GRAVURE POSE BOOK 360 (FITNIESS GRAVURE POSE BOOK 360) (Japanese Edition),YUN ASADA,Sports,Softball,Kindle Edition,₹449.00,3.0,2.0,https://www.amazon.in/FITNESS-BIKINI-POSE-360-ASADA-ebook/dp/B0CCJ8NSSR/ref=zg_bs_g_1318274031_d_sccl_11/000-0000000-0000000?psc=1
7189,Soccer beauties attacking with all their might Soccer player gravure Photo AI Beautiful Breast 12 Artificial intelligence-generated image (Japanese Edition),AI Japan Beautiful Breast College,Sports,Softball,Kindle Edition,₹159.00,0.0,0.0,https://www.amazon.in/beauties-attacking-Beautiful-Artificial-intelligence-generated-ebook/dp/B0CH2HY1NK/ref=zg_bs_g_1318274031_d_sccl_12/000-0000000-0000000?psc=1
7190,Fetish photo collection I helped out at a neighborhood moms grueling soccer tournament and it was a perk (RB-Fetish) (Japanese Edition),NACHI Rainbow,Sports,Softball,Kindle Edition,₹449.00,0.0,0.0,https://www.amazon.in/collection-neighborhood-grueling-tournament-RB-Fetish-ebook/dp/B0CPBGW2LC/ref=zg_bs_g_1318274031_d_sccl_13/000-0000000-0000000?psc=1
7191,Floral swimming race suit photo collection of missies Standing pose edition Part2 (Japanese Edition),AI Maker,Sports,Softball,Kindle Edition,₹228.00,5.0,1.0,https://www.amazon.in/swimming-collection-missies-Standing-Japanese-ebook/dp/B0CQXYD99S/ref=zg_bs_g_1318274031_d_sccl_14/000-0000000-0000000?psc=1
7192,AI fantasy girl -cheerleader- illustrations (Japanese Edition),mossaki,Sports,Softball,Kindle Edition,₹290.00,4.5,2.0,https://www.amazon.in/fantasy-girl-cheerleader-illustrations-Japanese-ebook/dp/B0C8NL4QQ6/ref=zg_bs_g_1318274031_d_sccl_15/000-0000000-0000000?psc=1
7193,Miyamoto Musashi The book of Five Rings Easy modern translation: Meaningful translation that gets to the point (Japanese Edition),Miyamoto Musashi,Sports,Softball,Kindle Edition,₹267.00,4.0,11.0,https://www.amazon.in/Miyamoto-Musashi-Rings-modern-translation-ebook/dp/B0CB3ZHVXM/ref=zg_bs_g_1318274031_d_sccl_16/000-0000000-0000000?psc=1
7194,Healing Sauna Girls (Japanese Edition),iyashi AI,Sports,Softball,Kindle Edition,₹278.00,5.0,1.0,https://www.amazon.in/Healing-Sauna-Girls-Japanese-iyashi-ebook/dp/B0CJ6GS5W9/ref=zg_bs_g_1318274031_d_sccl_17/000-0000000-0000000?psc=1
7195,Wet hair beauty AI Gravure (Japanese Edition),AI Bishojo Self-sufficiency,Sports,Softball,Kindle Edition,₹169.00,3.0,1.0,https://www.amazon.in/Wet-hair-beauty-Gravure-Japanese-ebook/dp/B0CB34H57F/ref=zg_bs_g_1318274031_d_sccl_18/000-0000000-0000000?psc=1
7196,"Thai Alphabet Handwriting Practice Workbook for Kids and Adults: 4 in 1 Tracing Consonants, Vowels, Numbers and Words Thai Language Learning",Alisscia B,Sports,Softball,Paperback,₹793.00,4.7,79.0,https://www.amazon.in/Alphabet-Handwriting-Practice-Workbook-Adults/dp/B08XNBW95H/ref=zg_bs_g_1318274031_d_sccl_19/000-0000000-0000000?psc=1
7197,My cheerleader The only one I support is you (Japanese Edition),arioka,Sports,Softball,Kindle Edition,₹147.00,0.0,0.0,https://www.amazon.in/cheerleader-only-one-support-Japanese-ebook/dp/B0CR6DTGT9/ref=zg_bs_g_1318274031_d_sccl_20/000-0000000-0000000?psc=1
7198,Volleyball beautiful woman Photo AI Beautiful Breast 08 Artificial intelligence-generated image (Japanese Edition),AI Japan Beautiful Breast College,Sports,Softball,Kindle Edition,₹162.00,3.5,2.0,https://www.amazon.in/Volleyball-beautiful-Beautiful-Artificial-intelligence-generated-ebook/dp/B0CD9CKZGJ/ref=zg_bs_g_1318274031_d_sccl_21/000-0000000-0000000?psc=1
7199,youthful wave line Glow beneath the surface of the water (Japanese Edition),AIDreamFactory,Sports,Softball,Kindle Edition,₹449.00,3.5,13.0,https://www.amazon.in/youthful-beneath-surface-water-Japanese-ebook/dp/B0CS5HWFD9/ref=zg_bs_g_1318274031_d_sccl_22/000-0000000-0000000?psc=1
7200,Sports Beauty Vol2 AI Gravure Photography Collection Sports beauty women AI gravure photo collection (Japanese Edition),haruyama ai,Sports,Softball,Kindle Edition,₹138.00,0.0,0.0,https://www.amazon.in/Gravure-Photography-Collection-collection-Japanese-ebook/dp/B0CPBK7875/ref=zg_bs_g_1318274031_d_sccl_23/000-0000000-0000000?psc=1
7201,Dark blue swimming race suit photo collection of missies Standing pose edition Part2 (Japanese Edition),AI Maker,Sports,Softball,Kindle Edition,₹187.00,4.5,2.0,https://www.amazon.in/swimming-collection-missies-Standing-Japanese-ebook/dp/B0CQBHLPWD/ref=zg_bs_g_1318274031_d_sccl_24/000-0000000-0000000?psc=1
7202,Very Unlikely (Ballsy Boys Book 4),Shandi Boyes,Sports,Softball,Kindle Edition,₹332.00,4.3,250.0,https://www.amazon.in/Very-Unlikely-Ballsy-Boys-Book-ebook/dp/B08T4TD6P1/ref=zg_bs_g_1318274031_d_sccl_25/000-0000000-0000000?psc=1
7203,Blonde beauty cosplay photo collection Vol7 Shower room edition (Japanese Edition),Blonde beauty cosplay photo studio Ai,Sports,Softball,Kindle Edition,₹294.00,0.0,0.0,https://www.amazon.in/Blonde-beauty-cosplay-collection-Japanese-ebook/dp/B0CR63PK5G/ref=zg_bs_g_1318274031_d_sccl_26/000-0000000-0000000?psc=1
7204,enchanting fantasista Wizard of Pitch (Japanese Edition),AIDreamFactory,Sports,Softball,Kindle Edition,₹449.00,0.0,0.0,https://www.amazon.in/enchanting-fantasista-Wizard-Pitch-Japanese-ebook/dp/B0CQH6C4WN/ref=zg_bs_g_1318274031_d_sccl_27/000-0000000-0000000?psc=1
7205,"Social Media Marketing for the Future: Strategies for 2022 & Beyond: Stay Ahead of the Competition. Leverage Changing Online Trends to Grow Your Business (For Facebook, Twitter, Instagram +More)",J.E. Ford,Sports,Softball,Kindle Edition,₹449.00,3.8,94.0,https://www.amazon.in/Social-Media-Marketing-Future-Competition-ebook/dp/B07JM6B9WV/ref=zg_bs_g_1318274031_d_sccl_28/000-0000000-0000000?psc=1
7206,"CHAMPION MINDS: Mental Toughness & Game Skills For Young Athletes In Girls Fastpitch Softball: Empowering Teens, Coaches & Players In Sports Psychology Training, Motivation & State-Winning Strategies",Taylor  Reed,Sports,Softball,Kindle Edition,₹449.00,0.0,0.0,https://www.amazon.in/CHAMPION-MINDS-Empowering-Psychology-State-Winning-ebook/dp/B0C5PCBSV8/ref=zg_bs_g_1318274031_d_sccl_29/000-0000000-0000000?psc=1
7207,"STRENGTH TRAINING KETTLEBELLS OVER 40, 50 AND 60",Bakang T.  Conor,Sports,Softball,Kindle Edition,₹228.00,4.2,3.0,https://www.amazon.in/STRENGTH-TRAINING-KETTLEBELLS-OVER-40-ebook/dp/B09Y2J3Q8X/ref=zg_bs_g_1318274031_d_sccl_30/000-0000000-0000000?psc=1
7208,"Confident, Calm and Clutch: How to Build Confidence and Mental Toughness for Young Athletes Using Sports Psychology (Mental Strength Books For Teens and Their Parents Book 1)",Valerie R. Alston,Sports,Softball,Kindle Edition,₹449.00,4.4,23.0,https://www.amazon.in/Confident-Calm-Clutch-Confidence-Psychology-ebook/dp/B0BX48SBZ4/ref=zg_bs_g_1318274031_d_sccl_1/000-0000000-0000000?psc=1
7209,"Mind of a Superior Hitter: The Art, Science and Philosophy",Michael McCree,Sports,Softball,Kindle Edition,₹410.00,4.7,437.0,https://www.amazon.in/Mind-Superior-Hitter-Science-Philosophy-ebook/dp/B079SFY7XW/ref=zg_bs_g_1318274031_d_sccl_2/000-0000000-0000000?psc=1
7210,Karatedo Magazine JKFan Jul. 2023: Japan Karatedo Fan,Champ JKFan,Sports,Softball,Kindle Edition,₹449.00,0.0,0.0,https://www.amazon.in/Karatedo-Magazine-JKFan-Jul-2023-ebook/dp/B0C81GC35V/ref=zg_bs_g_1318274031_d_sccl_3/000-0000000-0000000?psc=1
7211,Chinese EV Electric car Tesla VS BYD VS TOYOTA: APOLLOselfdrivingcarAIToyotaTeslaHondaNIOcarEVcarelectriccar (Japanese Edition),KENICHI,Sports,Softball,Kindle Edition,₹438.00,4.5,15.0,https://www.amazon.in/Chinese-Electric-Tesla-TOYOTA-APOLLOselfdrivingcarAIToyotaTeslaHondaNIOcarEVcarelectriccar-ebook/dp/B0CKY6441G/ref=zg_bs_g_1318274031_d_sccl_4/000-0000000-0000000?psc=1
7212,Karatedo Magazine JKFan Sep. 2023: Japan Karatedo Fan,Champ JKFan,Sports,Softball,Kindle Edition,₹449.00,0.0,0.0,https://www.amazon.in/Karatedo-Magazine-JKFan-Sep-2023-ebook/dp/B0CFLX77QL/ref=zg_bs_g_1318274031_d_sccl_5/000-0000000-0000000?psc=1
7213,When I attended a yoga class there was an idol from my company there (Japanese Edition),arioka,Sports,Softball,Kindle Edition,₹146.00,0.0,0.0,https://www.amazon.in/attended-class-there-company-Japanese-ebook/dp/B0CQYC3RFG/ref=zg_bs_g_1318274031_d_sccl_6/000-0000000-0000000?psc=1
7214,AI Sports Beautiful Women Photo Collection for Armpits Fetish AI Beautiful Women Photo Collection for Armpits Fetish (Japanese Edition),kinaco,Sports,Softball,Kindle Edition,₹286.00,3.0,1.0,https://www.amazon.in/Sports-Beautiful-Collection-Armpits-Japanese-ebook/dp/B0CQWF1MGG/ref=zg_bs_g_1318274031_d_sccl_7/000-0000000-0000000?psc=1
7215,Blonde Beauty Photo Collection Glossy Swimsuit Edition Vol5 (Japanese Edition),Blonde beauty photo studio Ai,Sports,Softball,Kindle Edition,₹278.00,5.0,1.0,https://www.amazon.in/Blonde-Beauty-Collection-Swimsuit-Japanese-ebook/dp/B0CKDW3G5H/ref=zg_bs_g_1318274031_d_sccl_8/000-0000000-0000000?psc=1
7216,Jimny covered car The fun of fully open driving (Japanese Edition),Nikaido Yutaka,Sports,Softball,Kindle Edition,₹226.00,4.5,2.0,https://www.amazon.in/Jimny-covered-fully-driving-Japanese-ebook/dp/B0CQR1NHPK/ref=zg_bs_g_1318274031_d_sccl_9/000-0000000-0000000?psc=1
7217,Japanese muscular bodybuilder guy photo book - Muscle Model Japan 12 -: - Also available for English users - Super sexy Asian smooth skinned body (Japanese Edition),Muscle Photographer Nobi,Sports,Softball,Kindle Edition,₹449.00,3.9,30.0,https://www.amazon.in/Japanese-muscular-bodybuilder-photo-book-ebook/dp/B0CB35XHFL/ref=zg_bs_g_1318274031_d_sccl_10/000-0000000-0000000?psc=1
7218,AI Sports Beautiful Women Photo Collection for Armpits Fetish AI Beautiful Women Photo Collection for Armpits Fetish (Japanese Edition),kinaco,Sports,Softball,Kindle Edition,₹281.00,3.0,1.0,https://www.amazon.in/Sports-Beautiful-Collection-Armpits-Japanese-ebook/dp/B0CPWKFJFN/ref=zg_bs_g_1318274031_d_sccl_11/000-0000000-0000000?psc=1
7219,Karatedo Magazine JKFan Nov. 2023: Japan Karatedo Fan,Champ JKFan,Sports,Softball,Kindle Edition,₹449.00,0.0,0.0,https://www.amazon.in/Karatedo-Magazine-JKFan-Nov-2023-ebook/dp/B0CKX251GM/ref=zg_bs_g_1318274031_d_sccl_12/000-0000000-0000000?psc=1
7220,Karatedo Magazine JKFan Oct. 2023: Japan Karatedo Fan,Champ JKFan,Sports,Softball,Kindle Edition,₹449.00,0.0,0.0,https://www.amazon.in/Karatedo-Magazine-JKFan-Oct-2023-ebook/dp/B0CJC3S5VK/ref=zg_bs_g_1318274031_d_sccl_13/000-0000000-0000000?psc=1
7221,RG shintaisou wagakowoyuushuunasennshunisodateru asitakaratukaeru mamanotameno sapo-tohouhou: RG Ballet kangaeruchikara yaruki maemukinakokorowo hagukumu 5tunostep (Japanese Edition),Miyahata Michiko,Sports,Softball,Kindle Edition,₹99.00,4.3,53.0,https://www.amazon.in/shintaisou-wagakowoyuushuunasennshunisodateru-asitakaratukaeru-mamanotameno-sapo-tohouhou-ebook/dp/B0CCMC1S4B/ref=zg_bs_g_1318274031_d_sccl_14/000-0000000-0000000?psc=1
7222,"How to Play Softball for Beginners: The Ultimate Guide to Mastering Everything from Rules, Bats, and Game Etiquette to Hitting, Scoring, and Tips for Throwing and Pitching (Learning Sports)",Cade Hill,Sports,Softball,Kindle Edition,₹249.00,0.0,0.0,https://www.amazon.in/How-Play-Softball-Beginners-Everything-ebook/dp/B0CLMNZMHG/ref=zg_bs_g_1318274031_d_sccl_15/000-0000000-0000000?psc=1
7223,The Complete Book Of Softball Drills: easy guide to perfect your softball drills today! (Fastpitch Softball Drills),Gary leland,Sports,Softball,Kindle Edition,₹231.28,3.9,16.0,https://www.amazon.in/Complete-Book-Softball-Drills-Fastpitch-ebook/dp/B00K5CC2FY/ref=zg_bs_g_1318274031_d_sccl_16/000-0000000-0000000?psc=1
7224,AI Beautiful Women in Nurse Uniform Photo Collection AI Gravure Series (Japanese Edition),AI Beauty and AI Gravure Laboratory,Sports,Softball,Kindle Edition,₹169.00,5.0,1.0,https://www.amazon.in/Beautiful-Uniform-Collection-Gravure-Japanese-ebook/dp/B0CGRC5ZQR/ref=zg_bs_g_1318274031_d_sccl_17/000-0000000-0000000?psc=1
7225,AI Sports Beautiful Women Photo Collection for Armpits Fetish AI Beautiful Women Photo Collection for Armpits Fetish (Japanese Edition),kinaco,Sports,Softball,Kindle Edition,₹273.00,0.0,0.0,https://www.amazon.in/Sports-Beautiful-Collection-Armpits-Japanese-ebook/dp/B0CM2VGS9K/ref=zg_bs_g_1318274031_d_sccl_18/000-0000000-0000000?psc=1
7226,kyouei joshi2 (Japanese Edition),Shinamon,Sports,Softball,Kindle Edition,₹165.00,4.1,5.0,https://www.amazon.in/kyouei-joshi2-Japanese-Shinamon-ebook/dp/B0CLH9944Z/ref=zg_bs_g_1318274031_d_sccl_19/000-0000000-0000000?psc=1
7227,Training strategies to minimize the risk of injury: The dangers of muscle training for the fastest results in a hurry (Japanese Edition),aokuma,Sports,Softball,Kindle Edition,₹280.00,0.0,0.0,https://www.amazon.in/Training-strategies-minimize-risk-injury-ebook/dp/B0CK65FY7P/ref=zg_bs_g_1318274031_d_sccl_20/000-0000000-0000000?psc=1
7228,"Talk English: The Secret To Speak English Like A Native In 6 Months For Busy People, Learn Spoken English From The Success",Ken Xiao,Sports,Sporting Events & Organisations,Audible Audiobook,₹233.00,4.0,1634.0,https://www.amazon.in/Talk-English-Secret-Native-Success/dp/B06WGQQHPW/ref=zg_bs_g_1318275031_d_sccl_1/000-0000000-0000000?psc=1
7229,The Boys in the Boat,Daniel James Brown,Sports,Sporting Events & Organisations,Paperback,₹414.00,4.6,83479.0,https://www.amazon.in/Boys-Boat-Daniel-James-Brown/dp/1447210980/ref=zg_bs_g_1318275031_d_sccl_2/000-0000000-0000000?psc=1
7230,Match Annual 2024: The Number One Football Annual for Fans Everywhere,MATCH,Sports,Sporting Events & Organisations,Hardcover,₹353.00,4.7,157.0,https://www.amazon.in/Match-Annual-2024-number-everywhere/dp/1529015510/ref=zg_bs_g_1318275031_d_sccl_3/000-0000000-0000000?psc=1
7231,The Mixer,Michael Cox,Sports,Sporting Events & Organisations,Paperback,₹377.79,4.6,2226.0,https://www.amazon.in/Mixer-Story-Premier-League-Tactics/dp/0008215553/ref=zg_bs_g_1318275031_d_sccl_4/000-0000000-0000000?psc=1
7232,LEADING,Alex Ferguson,Sports,Sporting Events & Organisations,Paperback,₹565.00,4.5,2591.0,https://www.amazon.in/Leading-Alex-Ferguson/dp/147362164X/ref=zg_bs_g_1318275031_d_sccl_5/000-0000000-0000000?psc=1
7233,Mind Master,Viswanathan Susan Anand Ninan,Sports,Sporting Events & Organisations,Paperback,₹339.00,4.6,1158.0,https://www.amazon.in/Mind-Master-Winning-Lessons-Champions/dp/9391028217/ref=zg_bs_g_1318275031_d_sccl_6/000-0000000-0000000?psc=1
7234,"How To Watch Football: 52 Rules for Understanding the Beautiful Game, On and Off the Pitch",Tifo - The Athletic,Sports,Sporting Events & Organisations,Hardcover,₹440.00,4.5,298.0,https://www.amazon.in/How-Watch-Football-Understanding-Beautiful/dp/0241609372/ref=zg_bs_g_1318275031_d_sccl_7/000-0000000-0000000?psc=1
7235,The Neeraj Chopra Story,Norris Pritam,Sports,Sporting Events & Organisations,Paperback,₹259.00,5.0,2.0,https://www.amazon.in/Neeraj-Chopra-Story-Norris-Pritam/dp/9354353576/ref=zg_bs_g_1318275031_d_sccl_8/000-0000000-0000000?psc=1
7236,BELONGING,Owen Eastwood,Sports,Sporting Events & Organisations,Paperback,₹699.00,4.6,417.0,https://www.amazon.in/Belonging-Ancient-Togetherness-Owen-Eastwood/dp/1529410304/ref=zg_bs_g_1318275031_d_sccl_9/000-0000000-0000000?psc=1
7237,Beneath the Surface: My Story,Michael Phelps,Sports,Sporting Events & Organisations,Audible Audiobook,₹668.00,4.4,756.0,https://www.amazon.in/Beneath-the-Surface-My-Story/dp/B07D633W3L/ref=zg_bs_g_1318275031_d_sccl_10/000-0000000-0000000?psc=1
7238,"26 Marathons: What I Learned About Faith, Identity, Running, and Life from My Marathon Career",Meb Keflezighi,Sports,Sporting Events & Organisations,Audible Audiobook,₹879.00,4.6,833.0,https://www.amazon.in/26-Marathons-Learned-Identity-Marathon/dp/B07P67K6FR/ref=zg_bs_g_1318275031_d_sccl_11/000-0000000-0000000?psc=1
7239,No Limits: The Will to Succeed,Michael Phelps,Sports,Sporting Events & Organisations,Paperback,₹681.00,4.5,822.0,https://www.amazon.in/No-Limits-Succeed-Michael-Phelps/dp/1439157669/ref=zg_bs_g_1318275031_d_sccl_12/000-0000000-0000000?psc=1
7240,Indian Cricket: Then and Now,Venkat Sundaram,Sports,Sporting Events & Organisations,Paperback,₹389.00,4.7,4.0,https://www.amazon.in/Indian-Cricket-Then-Venkat-Sundaram/dp/9356994196/ref=zg_bs_g_1318275031_d_sccl_13/000-0000000-0000000?psc=1
7241,AB: The Autobiography,A B de Villiers,Sports,Sporting Events & Organisations,Paperback,₹541.00,4.6,849.0,https://www.amazon.in/AB-Villiers-Autobiography-B/dp/1509842764/ref=zg_bs_g_1318275031_d_sccl_14/000-0000000-0000000?psc=1
