id,Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
69925,M,0.57,0.425,0.165,0.9655,0.4325,0.174,0.305,19
82598,I,0.505,0.39,0.135,0.6255,0.2575,0.1455,0.17,12
15489,M,0.53,0.405,0.115,0.5845,0.269,0.131,0.172,8
68089,F,0.48,0.38,0.135,0.514,0.2105,0.1155,0.17,9
88238,M,0.525,0.395,0.13,0.6335,0.3005,0.15,0.15,8
44138,F,0.605,0.495,0.175,1.3105,0.4355,0.2315,0.33,17
64512,I,0.62,0.47,0.165,1.1235,0.408,0.2595,0.31,11
75400,F,0.5,0.39,0.14,0.6215,0.2455,0.1465,0.161,8
26671,F,0.57,0.455,0.15,0.909,0.3865,0.2045,0.265,12
69393,M,0.695,0.54,0.165,1.6465,0.7455,0.3865,0.4,11
9369,I,0.435,0.325,0.1,0.3275,0.1495,0.061,0.09,6
24125,I,0.25,0.18,0.05,0.0685,0.027,0.0135,0.02,5
19861,F,0.65,0.525,0.16,1.3445,0.7245,0.3045,0.3415,8
1010,F,0.605,0.475,0.175,1.1025,0.498,0.2085,0.3045,10
43614,F,0.49,0.38,0.135,0.592,0.243,0.1175,0.18,15
48708,F,0.5,0.375,0.125,0.5925,0.27,0.11,0.18,8
5363,F,0.625,0.495,0.155,1.445,0.6285,0.3215,0.3725,9
1505,F,0.525,0.4,0.13,0.5925,0.263,0.1295,0.175,9
42734,M,0.695,0.545,0.205,2.0725,0.8255,0.4075,0.655,16
22695,F,0.525,0.4,0.13,0.6355,0.2845,0.1455,0.175,9
38233,I,0.325,0.24,0.075,0.187,0.0825,0.0385,0.05,6
66470,M,0.575,0.45,0.13,0.84,0.412,0.1785,0.207,9
19283,F,0.51,0.39,0.14,0.6195,0.2785,0.145,0.1635,8
40565,I,0.385,0.285,0.08,0.237,0.108,0.0395,0.07,6
56550,M,0.645,0.525,0.175,1.527,0.6565,0.2895,0.415,12
34111,M,0.575,0.425,0.15,0.8205,0.31,0.163,0.255,13
49079,F,0.68,0.56,0.2,1.858,0.8455,0.3665,0.595,12
24935,I,0.34,0.255,0.07,0.13,0.057,0.0305,0.042,4
33542,M,0.555,0.435,0.17,0.857,0.3525,0.174,0.3,20
7407,M,0.565,0.44,0.17,0.9595,0.377,0.2105,0.295,14
17013,I,0.515,0.4,0.16,0.601,0.2565,0.1465,0.1835,10
14860,F,0.515,0.415,0.16,0.9595,0.3145,0.2,0.28,14
3086,F,0.52,0.43,0.16,0.7185,0.2745,0.1625,0.263,15
90228,I,0.42,0.32,0.1,0.3465,0.1785,0.0695,0.0945,7
30340,F,0.505,0.4,0.115,0.6555,0.2425,0.155,0.192,9
32486,M,0.56,0.44,0.135,0.8295,0.3485,0.1625,0.245,11
59395,F,0.55,0.405,0.135,0.7535,0.3265,0.1845,0.21,12
10246,I,0.305,0.22,0.07,0.096,0.037,0.029,0.03,4
60360,I,0.61,0.49,0.165,1.2155,0.4745,0.2645,0.3345,11
65282,F,0.595,0.465,0.165,1.0375,0.4025,0.2135,0.355,13
87728,I,0.515,0.4,0.13,0.816,0.4145,0.1285,0.1785,9
17748,I,0.37,0.29,0.075,0.235,0.106,0.0455,0.044,6
40711,I,0.395,0.305,0.1,0.2885,0.1185,0.054,0.09,9
57114,I,0.16,0.12,0.045,0.021,0.0075,0.005,0.01,5
58620,I,0.53,0.405,0.135,0.688,0.2885,0.1465,0.23,13
56795,I,0.565,0.44,0.165,0.9205,0.4365,0.1835,0.255,12
68040,M,0.6,0.475,0.175,1.238,0.6355,0.2315,0.3385,11
31828,I,0.43,0.33,0.12,0.3495,0.13,0.0925,0.095,8
21148,I,0.47,0.355,0.13,0.4725,0.2105,0.1075,0.144,8
81672,I,0.44,0.34,0.105,0.4205,0.2405,0.0905,0.11,8
8389,I,0.43,0.345,0.11,0.3675,0.1515,0.0745,0.105,8
37739,I,0.335,0.25,0.09,0.1495,0.0805,0.0205,0.0445,5
79753,I,0.505,0.38,0.12,0.5285,0.2,0.1265,0.14,8
20099,I,0.58,0.48,0.165,0.8085,0.2635,0.1845,0.28,11
28184,I,0.47,0.355,0.1,0.4745,0.2295,0.085,0.1045,7
40382,F,0.595,0.475,0.165,1.0735,0.4335,0.2475,0.278,11
59998,I,0.27,0.225,0.095,0.1445,0.1125,0.0265,0.037,8
68464,M,0.7,0.545,0.2,1.6385,0.637,0.3735,0.44,13
23088,I,0.37,0.275,0.095,0.2275,0.0915,0.057,0.075,6
23659,M,0.53,0.42,0.15,0.7665,0.2815,0.1565,0.205,9
50526,I,0.4,0.29,0.09,0.2725,0.113,0.049,0.08,7
31147,I,0.45,0.35,0.11,0.3675,0.1525,0.0905,0.12,8
50775,M,0.585,0.435,0.145,0.8815,0.383,0.206,0.255,11
50388,F,0.52,0.405,0.115,0.6765,0.2865,0.158,0.21,12
67770,M,0.535,0.43,0.14,0.7465,0.348,0.1555,0.2155,8
21536,M,0.575,0.44,0.135,0.959,0.463,0.2095,0.22,8
22102,M,0.655,0.55,0.17,1.274,0.586,0.2965,0.32,11
89790,F,0.555,0.43,0.155,0.873,0.4625,0.1855,0.1965,10
35162,I,0.45,0.335,0.11,0.3785,0.1705,0.0745,0.11,7
61340,F,0.58,0.465,0.15,0.842,0.3375,0.2115,0.255,11
24883,M,0.555,0.435,0.175,0.922,0.302,0.1825,0.35,17
5769,F,0.605,0.47,0.16,0.9955,0.3945,0.2195,0.32,12
20547,M,0.75,0.565,0.195,1.583,0.7385,0.4105,0.405,10
18946,F,0.635,0.505,0.17,1.247,0.5255,0.3025,0.315,9
49057,F,0.65,0.51,0.18,1.3645,0.6375,0.3065,0.383,8
22068,M,0.755,0.57,0.21,2.0885,0.9285,0.409,0.643,12
26255,I,0.43,0.325,0.105,0.3295,0.1305,0.0505,0.11,7
40540,M,0.63,0.485,0.155,1.065,0.4355,0.2365,0.32,9
66863,M,0.53,0.405,0.17,0.872,0.3265,0.1725,0.31,17
6613,M,0.455,0.36,0.11,0.4385,0.1785,0.096,0.12,7
52237,M,0.54,0.435,0.155,0.813,0.3275,0.1555,0.24,9
68812,F,0.715,0.555,0.205,1.8025,0.8115,0.3645,0.55,12
89526,M,0.535,0.4,0.135,0.7155,0.3545,0.1715,0.1815,8
8083,M,0.61,0.47,0.165,1.201,0.539,0.2325,0.3235,9
500,M,0.68,0.53,0.17,1.4465,0.7665,0.2955,0.341,11
70112,I,0.605,0.47,0.15,0.9365,0.434,0.184,0.25,12
2335,M,0.745,0.57,0.215,2.25,1.1455,0.446,0.558,12
80467,I,0.365,0.27,0.085,0.196,0.077,0.053,0.053,6
75422,M,0.695,0.53,0.175,1.606,0.8115,0.297,0.37,11
75914,M,0.6,0.475,0.165,1.1935,0.5035,0.271,0.35,11
71011,M,0.205,0.18,0.05,0.0265,0.0215,0.0135,0.01,3
16652,F,0.595,0.46,0.155,0.957,0.404,0.2225,0.295,12
518,I,0.235,0.165,0.055,0.0725,0.0265,0.0185,0.02,5
32151,I,0.525,0.4,0.13,0.5795,0.2565,0.1365,0.1815,8
7159,I,0.32,0.24,0.085,0.1485,0.0635,0.038,0.045,7
77879,M,0.615,0.48,0.17,1.2315,0.4985,0.2105,0.35,11
53968,I,0.52,0.405,0.135,0.6355,0.27,0.1405,0.18,10
6360,F,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,11
26583,I,0.33,0.23,0.07,0.127,0.052,0.031,0.04,7
67894,I,0.53,0.41,0.15,0.6025,0.3285,0.1415,0.1645,8
56141,I,0.37,0.29,0.095,0.2465,0.104,0.059,0.058,7
31280,F,0.46,0.35,0.11,0.46,0.2005,0.107,0.14,8
6654,F,0.64,0.535,0.155,1.363,0.6555,0.2925,0.345,10
50089,I,0.63,0.455,0.155,1.041,0.547,0.1905,0.279,10
45452,I,0.485,0.365,0.11,0.4475,0.214,0.111,0.14,8
17373,F,0.565,0.45,0.155,0.9595,0.3595,0.2145,0.29,13
59613,M,0.6,0.475,0.16,0.9175,0.38,0.1975,0.27,10
57277,M,0.5,0.38,0.125,0.5785,0.2555,0.1355,0.156,8
59478,M,0.475,0.36,0.105,0.458,0.182,0.094,0.1505,8
4965,F,0.525,0.38,0.135,0.7425,0.2895,0.1575,0.22,10
37117,F,0.6,0.48,0.15,1.09,0.4605,0.2595,0.305,13
10046,F,0.545,0.435,0.145,0.8745,0.4015,0.2195,0.275,10
52271,M,0.535,0.465,0.145,0.9175,0.45,0.18,0.25,10
11226,I,0.205,0.16,0.045,0.0665,0.0165,0.0035,0.015,4
64057,F,0.675,0.535,0.18,1.6705,0.7105,0.398,0.499,13
74031,F,0.725,0.55,0.195,1.9995,0.8925,0.4825,0.498,9
79984,M,0.59,0.475,0.125,0.862,0.436,0.1625,0.29,10
6218,M,0.645,0.52,0.18,1.2615,0.6265,0.314,0.4115,10
25236,M,0.605,0.475,0.16,1.2395,0.5805,0.2895,0.355,10
81331,M,0.62,0.49,0.125,0.984,0.4485,0.1495,0.2565,9
55499,I,0.42,0.37,0.105,0.3625,0.1635,0.0725,0.11,6
81235,I,0.615,0.49,0.17,1.1345,0.4305,0.2245,0.35,13
52196,M,0.38,0.295,0.095,0.25,0.1065,0.063,0.084,7
27566,M,0.5,0.395,0.12,0.6605,0.239,0.1255,0.1725,8
90493,M,0.505,0.455,0.145,0.9125,0.4095,0.1795,0.295,12
15634,I,0.405,0.29,0.085,0.286,0.1145,0.08,0.0875,7
62898,F,0.57,0.455,0.165,0.886,0.4375,0.23,0.238,9
84554,F,0.68,0.525,0.17,1.548,0.723,0.3415,0.3925,10
42278,M,0.475,0.39,0.13,0.592,0.234,0.1665,0.2,16
1769,F,0.605,0.48,0.15,1.0535,0.391,0.2245,0.33,12
26283,I,0.5,0.405,0.12,0.5945,0.27,0.1185,0.185,9
36476,I,0.315,0.23,0.065,0.1145,0.046,0.0235,0.0385,5
51940,I,0.415,0.3,0.1,0.3355,0.14,0.0505,0.094,7
32746,F,0.615,0.45,0.17,1.1335,0.475,0.2715,0.315,10
55831,M,0.59,0.455,0.16,0.976,0.403,0.1915,0.295,12
73162,M,0.575,0.465,0.15,0.953,0.3445,0.2165,0.295,9
88625,F,0.595,0.46,0.16,1.04,0.4815,0.2225,0.2765,9
23814,I,0.355,0.27,0.095,0.22,0.096,0.05,0.066,7
67035,F,0.52,0.41,0.14,0.6965,0.261,0.149,0.195,10
52714,M,0.515,0.4,0.13,0.5555,0.213,0.122,0.195,9
49282,M,0.185,0.13,0.045,0.029,0.0135,0.0125,0.0105,3
79126,I,0.46,0.355,0.13,0.4755,0.2125,0.0805,0.16,9
27835,I,0.385,0.29,0.09,0.237,0.1065,0.053,0.085,6
61064,M,0.54,0.42,0.14,0.8395,0.2795,0.156,0.215,13
21302,I,0.45,0.335,0.105,0.358,0.1705,0.067,0.11,8
31423,I,0.25,0.18,0.065,0.0685,0.0245,0.0165,0.0225,5
86530,I,0.445,0.335,0.1,0.3315,0.1735,0.0735,0.11,8
21966,F,0.605,0.475,0.165,1.0595,0.3805,0.1725,0.35,13
9815,I,0.365,0.275,0.085,0.2075,0.078,0.0575,0.1,7
13786,I,0.455,0.37,0.11,0.4995,0.2355,0.0855,0.1325,8
34593,M,0.695,0.515,0.175,1.737,0.6315,0.2925,0.725,17
60521,M,0.635,0.51,0.175,1.218,0.534,0.301,0.3455,9
80367,I,0.555,0.43,0.14,0.7325,0.334,0.15,0.22,8
36672,F,0.5,0.385,0.12,0.532,0.2415,0.112,0.17,8
81802,M,0.615,0.495,0.155,1.0295,0.446,0.2275,0.285,11
15648,I,0.52,0.425,0.14,0.728,0.2615,0.1165,0.23,20
65696,F,0.575,0.46,0.16,1.0305,0.4605,0.2245,0.28,12
56790,M,0.62,0.51,0.155,1.0115,0.4605,0.2225,0.275,9
29178,M,0.66,0.5,0.175,1.4245,0.653,0.2635,0.37,10
22061,M,0.55,0.44,0.155,0.9455,0.4255,0.1535,0.246,9
22150,F,0.57,0.445,0.15,0.848,0.4,0.1755,0.22,10
65228,F,0.72,0.56,0.175,1.7265,0.637,0.3315,0.525,13
79399,M,0.57,0.45,0.16,0.9595,0.4125,0.1725,0.275,9
90412,F,0.635,0.5,0.17,1.2915,0.621,0.284,0.292,9
34984,M,0.605,0.475,0.165,1.167,0.546,0.3015,0.355,10
39097,I,0.21,0.15,0.05,0.0385,0.0105,0.0045,0.01,4
68531,I,0.52,0.405,0.13,0.7185,0.3525,0.1525,0.215,9
28368,M,0.54,0.395,0.145,0.7665,0.3485,0.171,0.255,10
63969,F,0.57,0.45,0.135,0.852,0.3425,0.1625,0.25,8
76681,I,0.43,0.33,0.1,0.3795,0.1695,0.0795,0.11,8
33166,F,0.55,0.425,0.14,0.7665,0.3475,0.1755,0.2175,8
75723,I,0.53,0.405,0.13,0.852,0.3285,0.1685,0.209,9
27371,I,0.385,0.28,0.09,0.3025,0.1435,0.061,0.07,8
29974,F,0.665,0.53,0.165,1.33,0.6045,0.3525,0.3105,10
71448,M,0.215,0.155,0.06,0.0545,0.0265,0.0065,0.0155,4
20455,M,0.31,0.225,0.075,0.1365,0.057,0.0295,0.044,8
82947,F,0.61,0.475,0.155,1.1185,0.5865,0.257,0.274,9
10306,I,0.335,0.235,0.085,0.183,0.072,0.057,0.06,6
12943,M,0.62,0.49,0.18,1.13,0.4865,0.25,0.35,11
24723,F,0.645,0.495,0.175,1.4595,0.6555,0.3035,0.43,12
14877,I,0.385,0.305,0.115,0.313,0.1345,0.071,0.09,6
58260,I,0.425,0.315,0.1,0.3245,0.1275,0.0525,0.09,8
78833,M,0.505,0.4,0.15,0.627,0.2555,0.1495,0.195,10
81389,F,0.715,0.54,0.165,1.6,0.708,0.318,0.43,9
88629,M,0.37,0.28,0.1,0.2105,0.0855,0.054,0.07,7
46339,F,0.565,0.44,0.15,0.983,0.4475,0.2025,0.2485,9
27799,F,0.59,0.465,0.16,1.077,0.5,0.2165,0.345,17
58528,I,0.235,0.175,0.06,0.0675,0.0235,0.018,0.0215,6
68748,I,0.25,0.18,0.065,0.0685,0.0245,0.013,0.0225,4
64600,I,0.305,0.225,0.075,0.1485,0.0585,0.0335,0.045,7
49527,M,0.55,0.435,0.185,0.9015,0.3415,0.2135,0.3535,11
86057,I,0.27,0.195,0.07,0.081,0.0265,0.0195,0.03,5
48197,M,0.6,0.48,0.15,0.922,0.363,0.194,0.305,10
20426,I,0.415,0.32,0.095,0.3245,0.174,0.075,0.11,6
65499,I,0.575,0.45,0.145,0.9535,0.4815,0.1825,0.22,8
35085,M,0.73,0.55,0.18,1.89,0.926,0.4095,0.4725,11
57879,I,0.505,0.38,0.135,0.547,0.2825,0.1075,0.16,8
32780,I,0.45,0.32,0.115,0.4415,0.1735,0.099,0.115,8
9907,M,0.52,0.405,0.125,0.7665,0.3345,0.1295,0.192,9
48415,F,0.555,0.425,0.13,0.7665,0.261,0.165,0.22,13
366,F,0.555,0.455,0.15,0.958,0.296,0.175,0.38,12
56959,F,0.6,0.475,0.16,1.1185,0.5125,0.2455,0.2875,10
18910,I,0.325,0.24,0.075,0.152,0.051,0.0305,0.045,7
67902,M,0.575,0.475,0.15,0.857,0.3665,0.173,0.269,11
8669,M,0.59,0.46,0.165,1.0385,0.4285,0.2245,0.295,10
52357,I,0.475,0.375,0.11,0.547,0.2135,0.1055,0.13,9
51042,M,0.465,0.36,0.105,0.4775,0.2025,0.096,0.19,11
70739,I,0.645,0.5,0.195,1.539,0.693,0.336,0.3945,10
63783,I,0.36,0.265,0.095,0.2275,0.096,0.0535,0.055,7
64175,F,0.565,0.455,0.18,1.0595,0.3475,0.1735,0.43,19
62072,M,0.6,0.48,0.14,1.031,0.4565,0.2055,0.305,8
38734,M,0.59,0.46,0.175,1.114,0.4325,0.232,0.35,10
86307,I,0.445,0.335,0.095,0.358,0.1675,0.067,0.105,8
70631,M,0.48,0.39,0.135,0.5835,0.2385,0.121,0.1645,8
23057,I,0.33,0.23,0.09,0.1165,0.045,0.038,0.0365,6
61248,F,0.5,0.39,0.14,0.6355,0.1765,0.1335,0.185,9
20998,I,0.385,0.285,0.095,0.232,0.098,0.08,0.0785,11
45897,F,0.52,0.415,0.15,0.7555,0.377,0.1755,0.239,8
23533,F,0.505,0.385,0.115,0.5915,0.275,0.1445,0.146,8
84219,I,0.455,0.345,0.11,0.4495,0.1965,0.0875,0.12,8
2665,I,0.515,0.4,0.1,0.5705,0.241,0.1025,0.184,8
62461,I,0.625,0.485,0.155,1.229,0.59,0.2815,0.28,9
6033,I,0.375,0.28,0.09,0.199,0.0725,0.046,0.0755,9
16925,I,0.21,0.17,0.055,0.04,0.0275,0.012,0.013,5
63545,M,0.6,0.455,0.165,1.0165,0.481,0.2335,0.325,10
53974,M,0.53,0.39,0.125,0.6585,0.2735,0.1415,0.175,11
24230,M,0.46,0.345,0.105,0.4265,0.2105,0.1185,0.118,7
31253,M,0.58,0.455,0.145,0.852,0.41,0.1725,0.225,10
30694,I,0.575,0.465,0.18,0.9055,0.3035,0.1605,0.305,13
49606,I,0.37,0.28,0.095,0.2885,0.164,0.0455,0.067,8
39726,I,0.44,0.35,0.125,0.456,0.21,0.096,0.131,8
65700,M,0.69,0.55,0.195,1.566,0.6,0.3715,0.4245,10
61196,F,0.625,0.515,0.175,1.4105,0.691,0.3175,0.3465,11
55892,I,0.65,0.495,0.18,1.2565,0.4465,0.312,0.395,16
87467,I,0.295,0.22,0.065,0.1295,0.0525,0.0285,0.0335,4
8303,M,0.55,0.445,0.175,0.906,0.3825,0.1935,0.33,14
46627,I,0.37,0.29,0.11,0.2965,0.134,0.057,0.085,7
64165,M,0.45,0.36,0.125,0.482,0.2365,0.0985,0.15,11
76824,F,0.235,0.13,0.07,0.088,0.0495,0.0175,0.023,6
81595,I,0.375,0.29,0.1,0.226,0.1075,0.0425,0.082,7
67388,F,0.44,0.345,0.13,0.4415,0.1555,0.0965,0.155,14
57443,F,0.655,0.505,0.2,1.2765,0.6095,0.328,0.37,10
84972,M,0.625,0.495,0.15,1.217,0.5675,0.2445,0.33,11
88243,I,0.49,0.395,0.135,0.599,0.3265,0.1065,0.1495,8
16120,M,0.525,0.43,0.16,0.8645,0.376,0.1945,0.29,13
10663,F,0.465,0.355,0.11,0.471,0.2065,0.1285,0.142,8
43724,I,0.465,0.36,0.12,0.4195,0.17,0.0985,0.13,8
58177,I,0.575,0.445,0.125,0.804,0.35,0.1605,0.239,8
73398,I,0.32,0.24,0.075,0.1595,0.057,0.034,0.0405,6
4787,F,0.57,0.465,0.16,1.0835,0.4925,0.2345,0.275,14
59051,F,0.585,0.495,0.155,1.1135,0.5265,0.2815,0.2735,9
26925,F,0.575,0.475,0.15,0.9585,0.4145,0.176,0.33,13
77762,I,0.44,0.32,0.1,0.368,0.1675,0.0805,0.105,8
4474,I,0.5,0.385,0.165,0.7615,0.246,0.204,0.215,16
8261,M,0.775,0.57,0.22,2.032,0.735,0.435,0.6585,10
43491,M,0.575,0.44,0.145,0.967,0.356,0.2065,0.265,21
12279,F,0.595,0.46,0.135,1.035,0.487,0.204,0.265,10
61274,F,0.575,0.46,0.16,1.065,0.4375,0.2565,0.355,15
87342,M,0.575,0.46,0.155,0.8745,0.3755,0.1605,0.235,19
41534,F,0.615,0.5,0.195,1.1045,0.4375,0.2225,0.395,22
33701,I,0.48,0.38,0.145,0.622,0.2075,0.124,0.24,13
4355,F,0.45,0.34,0.115,0.482,0.1915,0.1095,0.1025,7
85838,M,0.485,0.4,0.145,0.8085,0.3345,0.1905,0.25,13
28887,M,0.51,0.39,0.12,0.5565,0.2595,0.1365,0.16,8
54957,M,0.615,0.475,0.165,1.0605,0.4985,0.244,0.285,10
46429,F,0.575,0.44,0.15,0.895,0.3605,0.221,0.271,8
24283,M,0.61,0.47,0.12,1.074,0.3945,0.2465,0.27,11
88471,F,0.615,0.48,0.16,1.0345,0.4645,0.254,0.2575,8
43152,I,0.295,0.215,0.07,0.1075,0.041,0.008,0.031,5
52092,M,0.575,0.45,0.145,0.907,0.4535,0.19,0.24,9
88242,F,0.72,0.58,0.18,1.926,0.7735,0.331,0.475,14
88142,M,0.66,0.525,0.165,1.3685,0.667,0.2485,0.386,12
16238,M,0.525,0.42,0.165,0.702,0.3395,0.1415,0.21,9
84911,I,0.42,0.32,0.1,0.28,0.11,0.062,0.092,8
15554,M,0.51,0.395,0.115,0.5825,0.233,0.1345,0.18,10
11066,I,0.315,0.235,0.08,0.1625,0.07,0.034,0.0325,6
8262,F,0.625,0.48,0.195,1.0845,0.4835,0.228,0.3115,10
87371,I,0.37,0.29,0.095,0.2545,0.1125,0.0455,0.083,7
21859,F,0.61,0.47,0.175,1.0725,0.4905,0.2455,0.3,10
27280,I,0.25,0.185,0.055,0.071,0.027,0.02,0.02,5
22380,F,0.575,0.45,0.16,0.957,0.4005,0.2035,0.29,15
6472,M,0.68,0.525,0.175,1.764,0.6805,0.3255,0.47,17
85684,F,0.595,0.475,0.16,1.1295,0.4985,0.216,0.33,11
69951,I,0.41,0.315,0.095,0.2815,0.1245,0.0475,0.09,6
68783,F,0.64,0.48,0.17,1.1295,0.55,0.3055,0.33,11
52331,F,0.54,0.435,0.125,0.6665,0.261,0.1565,0.205,15
17336,I,0.31,0.23,0.085,0.1775,0.0605,0.0215,0.042,6
12907,M,0.495,0.39,0.135,0.6275,0.3305,0.1405,0.184,7
82746,I,0.56,0.405,0.155,0.8155,0.3685,0.156,0.245,9
52499,M,0.525,0.42,0.13,0.7605,0.3395,0.1625,0.22,10
57072,M,0.58,0.505,0.18,1.352,0.4425,0.3205,0.43,16
5000,M,0.525,0.4,0.14,0.6615,0.2595,0.1225,0.16,8
81607,M,0.625,0.49,0.155,1.085,0.4765,0.252,0.285,9
79213,M,0.72,0.56,0.175,1.7265,0.637,0.3395,0.525,12
80263,I,0.53,0.425,0.145,0.7715,0.327,0.1825,0.255,12
84800,I,0.235,0.18,0.055,0.048,0.0185,0.0055,0.018,4
42500,I,0.59,0.455,0.155,0.874,0.3585,0.208,0.235,12
27273,I,0.175,0.13,0.04,0.0235,0.0185,0.0065,0.009,4
26862,M,0.57,0.415,0.15,0.8535,0.369,0.1695,0.263,9
45959,I,0.465,0.355,0.11,0.4385,0.2005,0.0885,0.13,9
74221,I,0.545,0.4,0.125,0.5945,0.27,0.1155,0.186,8
88508,I,0.435,0.335,0.105,0.367,0.1525,0.0735,0.11,8
14990,F,0.595,0.5,0.16,1.073,0.4405,0.2265,0.335,11
9039,F,0.59,0.465,0.15,1.1005,0.25,0.1875,0.265,12
35178,F,0.69,0.52,0.195,1.6305,0.732,0.4075,0.4325,10
16208,F,0.585,0.485,0.16,0.9585,0.4145,0.1615,0.28,11
86230,M,0.65,0.505,0.17,1.3645,0.6195,0.3385,0.345,11
11170,F,0.595,0.485,0.215,1.2915,0.534,0.2925,0.365,13
88849,I,0.475,0.355,0.105,0.452,0.191,0.099,0.1345,9
65382,I,0.385,0.305,0.085,0.252,0.1075,0.0575,0.085,8
17458,F,0.635,0.5,0.19,1.3725,0.5425,0.29,0.36,9
28842,F,0.71,0.575,0.175,1.8795,0.931,0.3525,0.4825,14
50924,I,0.42,0.345,0.115,0.366,0.1885,0.0865,0.1,7
72042,I,0.345,0.27,0.075,0.1975,0.07,0.0465,0.053,13
62197,F,0.615,0.47,0.155,1.129,0.4795,0.302,0.295,13
59331,I,0.55,0.425,0.145,0.783,0.3025,0.157,0.255,11
54337,M,0.59,0.45,0.14,0.976,0.4625,0.2295,0.2725,10
8366,F,0.64,0.485,0.19,1.3245,0.4935,0.3175,0.39,14
44158,F,0.58,0.45,0.155,0.9335,0.419,0.2335,0.2655,9
25909,I,0.445,0.335,0.1,0.385,0.1675,0.0595,0.1185,6
86299,F,0.635,0.495,0.175,1.2695,0.5165,0.2665,0.34,10
3936,F,0.58,0.45,0.14,0.836,0.4035,0.1785,0.24,9
10176,M,0.58,0.45,0.135,0.8115,0.3535,0.16,0.24,11
68340,I,0.485,0.36,0.115,0.547,0.2125,0.1135,0.14,8
8043,I,0.465,0.345,0.105,0.3895,0.2015,0.065,0.103,7
55491,M,0.52,0.41,0.12,0.7385,0.2735,0.1455,0.21,10
49456,F,0.645,0.5,0.19,1.463,0.6465,0.3905,0.38,10
12703,F,0.605,0.475,0.16,1.063,0.491,0.199,0.275,8
80584,M,0.555,0.405,0.17,0.86,0.3515,0.1945,0.19,10
61743,I,0.465,0.37,0.115,0.4365,0.188,0.0815,0.147,8
68582,I,0.37,0.28,0.085,0.252,0.1075,0.05,0.054,7
40533,F,0.67,0.525,0.175,1.539,0.7395,0.3695,0.3925,11
45588,I,0.365,0.27,0.095,0.2155,0.0885,0.0395,0.07,10
87949,F,0.565,0.445,0.145,0.907,0.4565,0.1975,0.23,10
33959,F,0.67,0.52,0.185,1.528,0.769,0.3055,0.4305,9
80649,I,0.58,0.45,0.12,0.7605,0.3345,0.1465,0.275,11
58194,I,0.435,0.335,0.11,0.3695,0.1525,0.1005,0.11,8
72613,M,0.375,0.275,0.14,0.22,0.096,0.0575,0.0725,8
59184,I,0.575,0.435,0.15,0.838,0.4145,0.144,0.23,9
40658,F,0.535,0.42,0.135,0.6935,0.2885,0.1345,0.213,9
28570,F,0.635,0.51,0.19,1.4385,0.6645,0.2705,0.395,18
52158,I,0.515,0.395,0.14,0.7165,0.3145,0.1785,0.2155,14
43773,M,0.65,0.505,0.2,1.4225,0.5765,0.369,0.36,10
17335,I,0.44,0.34,0.105,0.359,0.171,0.082,0.088,7
74264,M,0.435,0.35,0.15,0.409,0.154,0.085,0.1325,10
82489,M,0.6,0.475,0.155,1.0905,0.4315,0.2035,0.3275,10
32076,I,0.59,0.465,0.145,1.1005,0.5285,0.246,0.265,10
48402,F,0.565,0.45,0.115,1.065,0.4985,0.2165,0.2925,10
45076,M,0.525,0.405,0.125,0.791,0.3475,0.156,0.1885,10
33236,F,0.52,0.4,0.135,0.5805,0.232,0.1375,0.185,9
13012,M,0.525,0.43,0.155,0.8445,0.3275,0.156,0.325,13
43188,I,0.525,0.415,0.145,0.657,0.295,0.134,0.185,11
26558,I,0.39,0.29,0.095,0.2675,0.1275,0.0475,0.07,6
22483,F,0.545,0.41,0.145,0.795,0.35,0.1815,0.2035,10
15846,M,0.72,0.575,0.195,1.931,0.931,0.48,0.495,18
4257,I,0.16,0.105,0.025,0.021,0.0075,0.0045,0.008,4
29312,F,0.535,0.4,0.14,0.6335,0.245,0.1405,0.19,10
49769,I,0.455,0.35,0.105,0.44,0.193,0.083,0.1175,7
66846,M,0.625,0.495,0.185,1.6015,0.4865,0.3235,0.725,17
5054,I,0.32,0.24,0.07,0.18,0.0765,0.0245,0.045,7
22289,I,0.295,0.225,0.05,0.1145,0.0685,0.017,0.035,8
68787,F,0.6,0.47,0.17,1.057,0.427,0.2335,0.354,13
14281,F,0.57,0.45,0.145,0.8655,0.4,0.177,0.2365,9
89074,F,0.555,0.405,0.14,0.913,0.4585,0.196,0.2065,8
19644,M,0.59,0.455,0.15,0.9595,0.4515,0.2045,0.265,10
18371,F,0.625,0.5,0.165,1.3765,0.6645,0.3585,0.3345,10
32548,M,0.625,0.48,0.155,1.065,0.4865,0.259,0.285,9
88988,I,0.4,0.31,0.1,0.293,0.14,0.06,0.0835,6
67009,M,0.5,0.385,0.14,0.6295,0.3055,0.1335,0.22,10
8758,I,0.44,0.335,0.095,0.3625,0.167,0.0905,0.125,7
56416,I,0.55,0.425,0.13,0.7265,0.3015,0.1405,0.22,12
23707,I,0.515,0.4,0.125,0.6515,0.2665,0.1225,0.18,8
23395,F,0.605,0.475,0.145,0.9865,0.48,0.2185,0.275,9
86666,F,0.48,0.365,0.115,0.523,0.2,0.102,0.123,6
58465,F,0.535,0.4,0.12,0.5965,0.2285,0.1505,0.175,15
